host,ID,ra,dec,morph,re,zspec,tile,x,y,bands,n_bands,cutout,class_label,lens,lsb
NGC4278,MATLAS-1361,185.425,28.9171,dE  ,0.0,,"(324, 238)",1579.5913557716867,3396.3931081340647,uri,3,1,2.0,,1.0
NGC4278,MATLAS-1363,185.491,28.8856,dE  ,0.0,,"(324, 238)",458.65072053478434,2788.1673776258667,uri,3,1,2.0,,1.0
PGC39724,122017+290608,185.0729,29.1024,BC,12.06,,"(324, 238)",7547.640561456221,6986.034942430567,uri,3,1,2.0,,1.0
PGC39724,122116+290220,185.3193,29.039,BC,4.91,0.002059932565316558,"(324, 238)",3374.487030069694,5756.4403131246545,uri,3,1,2.0,,1.0
PGC39724,122145+290500,185.4413,29.0836,dE,8.42,,"(324, 238)",1309.0452978870721,6623.494746857328,uri,3,1,2.0,,1.0
,1220210+290834,185.08764,29.14267,UDG,5.97,,"(324, 238)",7297.159300415191,7766.127408968443,uri,3,1,2.0,,1.0
NGC3458,MATLAS-805,163.19,57.5914,dI  ,0.0,,"(175, 295)",1483.349752907628,6780.011205517151,giz,3,1,2.0,,1.0
,1726132+285745,261.55515,28.9624,UDG,5.64,,"(458, 238)",9627.683170483375,4276.688168574781,uri,3,1,,,
,0915558+295527,138.98255,29.92417,UDG,9.14,0.02442999929189682,"(241, 240)",7668.219082590143,3532.3376384271232,ugr,3,1,2.0,,
NGC0680,MATLAS-136,27.8001,21.997,dE  ,3.36,,"(52, 224)",9344.800839200552,4945.297100694716,u,1,1,2.0,,1.0
,1646183+394355,251.57616,39.73206,UDG,5.38,,"(388, 259)",2636.9044329465964,9499.19699688326,ugri,4,1,,,
,0131033+022504,22.76385,2.41786,UDG,5.3,,"(45, 185)",306.40609426265746,3408.629713318827,u,1,1,,,
PGC32183,104315+632252,160.8137,63.3811,dE,4.31,,"(144, 307)",9773.002526911005,2716.307841955255,griz,4,1,2.0,,1.0
,1044326+632146,161.13573,63.36282,UDG,7.96,,"(144, 307)",6978.1541942715385,2345.101876936354,griz,4,1,2.0,,1.0
,1549478+564931,237.44932,56.82518,UDG,6.83,,"(259, 294)",8423.439718836047,1620.231942995597,ugri,4,1,,,
,1435194+550428,218.83089,55.07444,UDG,8.42,,"(251, 290)",4685.829929167805,6442.634523262603,ugriz,5,1,,,
,0845495+794213,131.45645,79.70372,UDG,5.82,,"(48, 339)",5835.644303958334,8949.630107841662,gi,2,1,,,
NGC5500,MATLAS-1775,212.6088,48.4432,dE  ,2.84,,"(282, 277)",7350.329264578113,3902.0805709816186,gri,3,1,2.0,,1.0
NGC5500,MATLAS-1782,212.811,48.6583,dE  ,0.0,,"(282, 277)",4752.04618072091,8067.729228206859,gri,3,1,2.0,,1.0
,1411106+482301,212.79408,48.38352,UDG,7.07,,"(282, 277)",4968.464994305646,2742.7357019573014,gri,3,1,2.0,,1.0
,1411290+481704,212.87065,48.28444,UDG,6.23,,"(282, 277)",3980.995333070893,823.1754037622031,gri,3,1,2.0,,1.0
PGC35931,113211+541854,173.0482,54.3152,dE,4.45,,"(201, 289)",5202.428796664038,1418.7807827329184,ugiz,4,1,2.0,,1.0
NGC3245,MATLAS-727,157.211,28.9329,dE  ,0.0,,"(275, 238)",5003.1263223100095,3699.6709433084516,ui,2,1,2.0,,1.0
,0853227+283751,133.34477,28.63076,UDG,5.75,,"(234, 237)",1406.437683084744,7537.172307300507,u,1,1,,,
,1159341+190840,179.89227,19.14438,UDG,5.83,,"(340, 218)",3228.6931998939076,7798.431180315388,u,1,1,,,
PGC55080,152612+413951,231.5513,41.6644,dE,4.36,,"(347, 263)",6514.0860751720575,8186.82899758816,ugri,4,1,2.0,,1.0
,0237160+013709,39.31681,1.61922,UDG,10.36,,"(79, 183)",8810.93028697283,7310.548261597816,u,1,1,,,
,0138442+051826,24.68424,5.30727,UDG,9.83,,"(49, 191)",3631.4273949786757,1265.1565893216489,u,1,1,,,
,0806590+232852,121.74594,23.4812,UDG,5.94,,"(223, 227)",2124.8932118148027,4637.292567020722,u,1,1,,,
PGC47404,132737+465454,201.9065,46.9151,BC,2.9,,"(275, 274)",1119.9461855621976,3361.9732510511917,gri,3,1,2.0,,1.0
NGC5379,MATLAS-1687,209.8714,59.5691,dE  ,4.4,,"(213, 299)",4656.016205112477,6339.177748716619,ugri,4,1,2.0,,1.0
,1332333+195603,203.13895,19.9341,UDG,8.04,,"(382, 220)",7168.014545576191,3723.6933558752817,u,1,1,,,
,1142221+483127,175.59215,48.52425,UDG,6.61,,"(233, 277)",7888.432296315163,5474.190039395922,ugi,3,1,2.0,,1.0
,1058419+314603,164.67439,31.76751,UDG,7.98,,"(279, 244)",2050.7519845614734,496.98548783184106,ugri,4,1,,,
,1239050+323016,189.77094,32.50439,UDG,6.84,,"(320, 245)",4008.0882825052863,5085.3559590864825,ugri,4,1,2.0,,1.0
,1244170+733614,191.07098,73.60375,UDG,6.06,,"(109, 327)",9485.841558689579,7041.367108851946,gri,3,1,,,
,1531111+423630,232.79643,42.60834,UDG,6.3,,"(343, 265)",2378.0796742684806,7102.366883233217,ugri,4,1,,,
,1135208+543305,173.8367,54.55145,UDG,9.16,,"(202, 289)",6016.395410090693,5997.701381242219,ugiz,4,1,,,
,0105398+035953,16.41587,3.99795,UDG,7.38,,"(33, 188)",7405.292528085421,4960.455208682014,u,1,1,,,
,0852392+683914,133.16346,68.65389,UDG,15.37,,"(98, 317)",8761.34712332598,7998.53799972589,griz,4,1,,,
M81,HS117,155.355,71.1161,,31.9224784626739,-0.00012341872206889093,"(101, 322)",3484.9974633405945,7252.92238283376,ugriz,5,1,2.0,,1.0
,1009420+301641,152.42517,30.27809,UDG,5.67,,"(263, 241)",8224.812853983982,702.3267905740122,ugri,4,1,,,
,1658149+221839,254.562,22.3107,UDG,5.36,,"(470, 225)",1417.3179357840254,1333.9206593505564,u,1,1,,,
,0824074+375115,126.03099,37.85423,UDG,6.88,,"(199, 256)",8616.02188085413,2179.698611692278,ugriz,5,1,,,
,0114196+065048,18.58157,6.84654,UDG,7.16,,"(37, 194)",6103.689098940569,2026.1629800658197,u,1,1,,,
,0158549+301853,29.72876,30.31476,UDG,13.7,,"(51, 241)",2763.9394021346325,1411.544739751289,ugr,3,1,,,
,0917552+252258,139.47989,25.38271,UDG,7.5,,"(252, 231)",7085.349042258773,2727.9673059584557,u,1,1,,,
,2091,186.0264,2.0931,,2.8,0.007000000216066837,"(372, 184)",6684.368966204945,6804.229801849513,u,1,1,2.0,,
,1522530+715952,230.72066,71.99765,UDG,8.65,,"(143, 324)",8942.022079263379,4975.993691403007,ugriz,5,1,,,
,1108596+552028,167.24828,55.3412,UDG,8.13,,"(189, 291)",515.741697288242,1935.7102253778799,ugiz,4,1,2.0,,1.0
PGC20536,071619+583015,109.0799,58.5044,dE,5.09,,"(114, 297)",5114.492277167981,5085.27707487467,ugriz,5,1,2.0,,1.0
NGC5308,MATLAS-1573,206.8905,60.9546,dE  ,5.8,,"(201, 302)",8832.71505651678,4132.106451307555,ugriz,5,1,2.0,,1.0
NGC5308,MATLAS-1577,207.0559,60.8858,dEN ,8.38,,"(201, 302)",7281.474947764046,2791.128214986604,ugriz,5,1,2.0,,1.0
NGC5308,MATLAS-1584,207.2521,60.7828,dE  ,5.38,,"(201, 302)",5432.923057903942,791.0198287288285,ugriz,5,1,2.0,,1.0
NGC5308,MATLAS-1585,207.258,60.924,dE  ,4.24,,"(201, 302)",5375.447605045577,3527.3120525179183,ugriz,5,1,2.0,,1.0
PGC48860,134822+605826,207.0954,60.9741,dE,6.55,0.00015700000221841037,"(201, 302)",6903.745965302046,4501.0259797353965,ugriz,5,1,2.0,,1.0
PGC48860,134833+610133,207.1404,61.0259,dE,4.67,0.007187523879110813,"(201, 302)",6478.209007680885,5503.692246000126,ugriz,5,1,2.0,,1.0
PGC48860,134843+610029,207.1822,61.0082,dE,6.43,,"(201, 302)",6086.419715962884,5159.866698590886,ugriz,5,1,2.0,,1.0
PGC48860,134856+610756,207.2358,61.1325,dE,5.77,0.006219968199729919,"(201, 302)",5580.689908924676,7567.992707374462,ugriz,5,1,2.0,,1.0
PGC48860,134931+610057,207.3828,61.016,dE,6.82,0.006717466749250889,"(201, 302)",4202.443922726487,5310.5805261183195,ugriz,5,1,2.0,,1.0
,1347263+610829,206.8594,61.14126,UDG,7.57,,"(201, 302)",9101.106991979243,7751.221528110849,ugriz,5,1,2.0,,1.0
,1348056+611023,207.02322,61.17296,UDG,5.92,,"(201, 302)",7566.279514870461,8357.184292368298,ugriz,5,1,2.0,,1.0
,1350091+605701,207.53785,60.95027,UDG,6.16,,"(201, 302)",2741.8018517528644,4040.418187894817,ugriz,5,1,2.0,,1.0
NGC7465,MATLAS-2171,345.1696,15.9258,dE  ,5.06,,"(664, 212)",8909.911575905162,3564.0444388463648,u,1,1,2.0,,1.0
NGC7465,MATLAS-2175,345.413,16.1424,dI  ,0.0,,"(664, 212)",4374.773137087001,7759.621063835573,u,1,1,2.0,,1.0
NGC7465,MATLAS-2177,345.5062,15.8639,dE  ,3.69,,"(664, 212)",2636.5617495229403,2363.2328928136535,u,1,1,2.0,,1.0
NGC7465,MATLAS-2178,345.5275,15.9091,dE  ,5.45,,"(664, 212)",2240.1316457990406,3239.428368762301,u,1,1,2.0,,1.0
NGC7465,MATLAS-2182,345.5865,15.9078,dE  ,3.08,,"(664, 212)",1140.5300283344386,3215.1697181822283,u,1,1,2.0,,1.0
,2301060+155508,345.27503,15.91891,UDG,6.2,,"(664, 212)",6945.258746326761,3429.0447910175735,u,1,1,2.0,,1.0
NGC5631,MATLAS-1885,217.0548,56.4373,dE  ,3.79,,"(240, 293)",8871.096265745713,3795.1096724285712,ugriz,5,1,2.0,,1.0
,1429337+563125,217.39048,56.52358,UDG,8.42,,"(240, 293)",5274.1160736908005,5457.007157141336,ugriz,5,1,2.0,,1.0
PGC42038,123424+253119,188.6007,25.5222,dE,11.81,-0.0001098212378565222,"(340, 231)",578.198553660307,5434.416824907956,u,1,1,2.0,,1.0
,1626491+513547,246.70455,51.59639,UDG,10.75,,"(307, 283)",3507.237493997475,6869.205956460779,ugriz,5,1,,,
,2340070-003025,355.02903,-0.50685,UDG,5.49,,"(710, 179)",4699.401913800456,4867.253738020634,u,1,1,,,
,0908363+344619,137.15118,34.77185,UDG,5.72,,"(225, 250)",7960.243880378708,581.4058198109187,ugri,4,1,,,
UGC04551,MATLAS-415,131.388,49.2537,dE  ,3.38,,"(171, 279)",8317.237615115086,232.68350322186416,ugriz,5,1,2.0,,1.0
,0206247+035357,31.60305,3.89927,UDG,6.35,,"(63, 188)",4494.7949724537075,3047.962808799427,u,1,1,,,
NGC2778,MATLAS-487,138.6034,35.4336,dE  ,4.62,,"(226, 251)",8119.129845901894,3716.353589004239,ugri,4,1,2.0,,1.0
,1130351+504603,172.64608,50.76739,UDG,9.64,,"(217, 282)",2084.450938560759,496.92247672046506,ugiz,4,1,,,
PGC28316,095345+721919,148.4409,72.3221,dE,4.93,,"(89, 325)",2318.184537860326,1562.6332192161972,griz,4,1,2.0,,1.0
PGC28316,095512+721719,148.8032,72.2887,dE,5.84,,"(89, 325)",177.42355707621664,938.0019842168467,griz,4,1,2.0,,1.0
NGC2824,MATLAS-494,139.909,26.8441,dI  ,0.0,,"(249, 234)",1898.3242542468565,1981.0046433636744,u,1,1,2.0,,1.0
NGC3414,MATLAS-811,163.3546,27.7357,dE  ,4.34,,"(290, 235)",6985.962279286463,9568.581377818067,u,1,1,2.0,,1.0
PGC37617,115720+531335,179.3375,53.2265,dE,5.53,2.076108932495117,"(216, 286)",6387.932663024469,9390.518832329024,ugiz,4,1,2.0,,1.0
,1157366+530959,179.40266,53.16634,UDG,10.56,,"(216, 286)",5632.872639455046,8223.746681473622,ugiz,4,1,,,
,0712567+682155,108.23626,68.36536,UDG,5.32,,"(79, 317)",1710.856745753813,2403.094529776127,griz,4,1,,,
PGC42139,123658+745329,189.2419,74.8914,dE,6.55,,"(98, 330)",5401.877245452004,2895.711403791806,gri,3,1,2.0,,1.0
PGC42139,123658+745328,189.242,74.8914,dE,6.48,0.025803999975323677,"(98, 330)",5401.3721333646245,2895.7107270531933,gri,3,1,2.0,,1.0
PGC50331,140116+515222,210.3169,51.873,dE,2.82,0.007499999832361937,"(259, 284)",5310.691622628286,2538.922962542709,ugriz,5,1,2.0,,1.0
NGC5557,MATLAS-1800,213.9893,36.2363,dE  ,3.12,,"(346, 252)",2662.549393790986,9581.078204742542,ugri,4,1,2.0,,1.0
PGC50942,141543+361318,213.9313,36.2219,dE,2.99,0.010243890807032585,"(346, 252)",3568.8834116640874,9300.889100909491,ugri,4,1,2.0,,1.0
PGC50942,141549+361324,213.9565,36.2236,dE,2.68,,"(346, 252)",3174.9505811990334,9334.257001617112,ugri,4,1,2.0,,1.0
,1415154+360856,213.81405,36.1489,UDG,8.92,,"(346, 252)",5402.319716096428,7885.587438434392,ugri,4,1,,,
,1550019+280202,237.508,28.03391,UDG,6.34,,"(419, 236)",987.5374740575894,5661.001133061209,ui,2,1,,,
,0004118+163159,1.04902,16.53296,UDG,12.1,,"(2, 213)",4887.212757298401,5638.732414624913,u,1,1,,,
,1328427+250721,202.17783,25.12257,UDG,7.62,,"(366, 230)",443.84853740007657,7379.666548520788,u,1,1,,,
,1126354+221617,171.64769,22.27146,UDG,5.39,,"(317, 225)",3412.4215082675337,571.5729739695116,u,1,1,,,
,1537494+401556,234.45592,40.26545,UDG,7.9,,"(357, 261)",9245.616269321514,461.51401487836483,ugri,4,1,,,
NGC3414,MATLAS-796,162.959,28.3632,dI  ,0.0,,"(286, 237)",902.658829449816,2353.0341146256546,ui,2,1,2.0,,1.0
,1050542+282435,162.726,28.40963,UDG,8.95,0.006301025860011578,"(286, 237)",4875.994974447585,3248.725343307906,ui,2,1,2.0,,1.0
,1051284+284114,162.8684,28.68716,UDG,6.44,,"(286, 237)",2455.4658382884472,8628.575161413391,ui,2,1,,,
,1051355+281514,162.89806,28.25388,UDG,8.72,,"(286, 237)",1938.6920948464403,232.68806539161415,ui,2,1,2.0,,1.0
,1051595+282136,162.99798,28.36008,UDG,15.41,,"(286, 237)",237.79716137850028,2294.0026829431586,ui,2,1,2.0,,1.0
PGC218,000044+152725,0.1855,15.4572,dE,8.25,,"(694, 211)",3338.555730376293,4170.923927277911,u,1,1,2.0,,1.0
PGC8974,022152-052309,35.4705,-5.386,dE,3.71,0.0426204539835453,"(71, 169)",8736.977498672817,7208.611876744745,ur,2,1,2.0,,1.0
,0954316+410207,148.63146,41.03521,UDG,7.01,,"(224, 262)",1637.8586347976284,5686.763875595269,ugri,4,1,,,
,1520351+264026,230.14634,26.67401,UDG,10.57,,"(412, 233)",5660.443939119781,8372.242520306643,u,1,1,,,
,0123153+324752,20.81356,32.79775,UDG,5.75,,"(35, 246)",5860.06411806819,1080.8029630432184,ugr,3,1,,,
,1515490+174537,228.95406,17.76039,UDG,6.18,,"(435, 216)",182.59311973617696,359.92679300608233,u,1,1,,,
,1234502+293314,188.70921,29.55393,UDG,7.7,,"(328, 239)",271.39666791338095,6050.817038415213,ugri,4,1,,,
,0928347+301649,142.14447,30.28031,UDG,7.74,,"(245, 241)",5469.634955798794,742.6725917713347,ugr,3,1,,,
PGC34561,111838+454721,169.6624,45.7893,dE,5.79,0.007557895500212908,"(236, 272)",7773.843540830802,920.395563658607,ugri,4,1,2.0,,1.0
PGC10266,024637-001601,41.6559,-0.2671,dE,4.81,,"(83, 179)",2009.4437817890694,9513.366730821268,u,1,1,2.0,,1.0
PGC28630,095703+683533,149.2651,68.5926,dE,36.26,,"(109, 317)",1027.3949769376613,6812.621173540958,griz,4,1,2.0,,1.0
,0105206+313621,16.33598,31.60578,UDG,6.36,,"(28, 243)",6379.912172735087,7050.436748950622,ugr,3,1,,,
,1659255+625858,254.85624,62.98287,UDG,7.12,,"(231, 306)",1077.1223490057378,4681.629091310668,ugriz,5,1,,,
,1734535+295917,263.72272,29.98801,UDG,5.9,,"(457, 240)",7120.7999988862175,4768.815035899019,ugri,4,1,,,
NGC5379,MATLAS-1680,209.17,59.1508,dE  ,0.0,0.03823399916291237,"(215, 298)",552.4518987778283,7937.267999926065,ugri,4,1,2.0,,1.0
,1355510+584840,208.96248,58.81116,UDG,5.92,,"(215, 298)",2590.9715748236877,1344.7803336438315,ugri,4,1,,,
,0952209+330045,148.08705,33.0125,UDG,5.77,,"(248, 246)",1197.3990902809269,5246.467653953148,ugri,4,1,,,
,1100104+313703,165.04343,31.61758,UDG,5.46,,"(281, 243)",690.541287894047,7283.73023090738,ugri,4,1,,,
PGC39791,121922+762850,184.8421,76.4807,dE,6.32,,"(86, 333)",2078.818190328881,4641.968624500831,gri,3,1,2.0,,1.0
,1207502+281257,181.95914,28.21577,UDG,5.85,,"(321, 236)",1898.1280807487396,9183.743503165555,ui,2,1,,,
NGC3648,MATLAS-960,170.3039,40.3566,dIN ,7.76,,"(259, 261)",4998.028346046383,2221.0508036260844,ugri,4,1,2.0,,1.0
,1529390+513523,232.41265,51.58966,UDG,6.23,,"(289, 283)",1513.3014003601133,6744.42387274688,ugri,4,1,,,
,0107266-004058,16.86101,-0.68281,UDG,9.09,,"(34, 179)",7705.853774089828,1457.2803295963745,u,1,1,,,
NGC3945,MATLAS-1121,178.9377,61.2056,dE  ,5.79,,"(174, 302)",9799.526965949184,9003.20543295406,giz,3,1,2.0,,1.0
,1007078+750427,151.78262,75.07416,UDG,5.48,,"(79, 330)",9161.029710801131,6466.395667301863,gri,3,1,,,
,0758180+582842,119.5751,58.47828,UDG,6.8,,"(125, 297)",5430.127645956202,4579.224726616831,ugriz,5,1,,,
,1210052+363252,182.52154,36.54785,UDG,6.88,,"(293, 253)",716.159040587575,5933.409248018871,ugri,4,1,,,
,1309197+733550,197.33203,73.59716,UDG,5.93,,"(112, 327)",4126.686934175262,6884.028631588466,gri,3,1,,,
,1342295+293819,205.623,29.63857,UDG,5.88,,"(358, 239)",5674.447046517474,7685.46478354514,uri,3,1,,,
,1120108+413136,170.04511,41.52659,UDG,5.52,,"(255, 263)",7784.4322562763255,5518.3784329840455,ugri,4,1,,,
PGC59742,171330+722547,258.3773,72.4297,dE,7.71,,"(155, 325)",1195.7062423121552,3658.2407217118252,ugriz,5,1,2.0,,1.0
,1712440+723155,258.18331,72.53206,UDG,5.79,,"(155, 325)",2345.5843163589907,5631.372555251244,ugriz,5,1,,,
NGC3998,MATLAS-1135,179.6012,55.8408,dE  ,2.06,,"(201, 292)",6328.714563775691,1916.0326750339186,ugiz,4,1,2.0,,1.0
PGC37642,115957+555455,179.9884,55.9155,UDG,23.92,,"(201, 292)",2121.0597677117357,3367.9922591399977,ugiz,4,1,2.0,,1.0
,1159393+555408,179.91364,55.9022,UDG,5.95,,"(201, 292)",2932.2635835358087,3107.579460640527,ugiz,4,1,,,
,1450205+335104,222.58525,33.85124,UDG,6.34,,"(369, 248)",4387.807378350427,2117.2920811798367,ugri,4,1,,,
,1217281+305553,184.36688,30.93129,UDG,9.82,,"(316, 242)",4354.974331451553,3668.5830355719563,ugri,4,1,2.0,,1.0
,1722085+610457,260.53525,61.08261,UDG,5.71,,"(253, 302)",8672.502109156943,6611.8916554443895,ugri,4,1,,,
NGC6278,LS-461785-3431,254.9681,23.2804,,,,"(468, 227)",8473.368766206115,746.6962302193824,u,1,1,,,
,1227458+013653,186.94065,1.61468,UDG,21.41,,"(374, 183)",7391.434163900605,7222.455121406827,u,1,1,,,
,2120,186.9429,1.5996,,12.12,0.004318497143685818,"(374, 183)",7347.864705542984,6930.21605017743,u,1,1,2.0,,1.0
NGC4036,MATLAS-1158,180.7527,61.742,dE  ,5.62,,"(170, 304)",7770.1777870462765,6.622754890676333,giz,3,1,2.0,,1.0
NGC4036,MATLAS-1159,180.836,61.9042,dI  ,0.0,,"(170, 304)",6995.319219618023,3146.8518376431402,giz,3,1,2.0,,1.0
NGC4036,MATLAS-1161,181.126,61.9676,dI  ,0.0,,"(170, 304)",4349.992484938791,4372.478853481959,giz,3,1,2.0,,1.0
NGC4036,MATLAS-1167,181.2273,61.8386,dE  ,3.19,,"(170, 304)",3420.746610236467,1874.324962362315,giz,3,1,2.0,,1.0
NGC4036,MATLAS-1173,181.3558,62.1362,dE  ,4.96,,"(170, 304)",2272.246120750311,7645.757782033618,giz,3,1,2.0,,1.0
,1203212+620420,180.83823,62.0721,UDG,6.34,,"(170, 304)",6964.11668219129,6400.501179094603,giz,3,1,,,
,1205459+615644,181.4414,61.94559,UDG,11.22,,"(170, 304)",1474.9385269797936,3956.0901471711472,giz,3,1,2.0,,1.0
,1213234+222953,183.34736,22.49794,UDG,6.3,,"(339, 225)",7114.797276355646,4960.913465495128,u,1,1,,,
,1152341+370700,178.14202,37.11679,UDG,7.69,,"(285, 254)",9439.825603600815,7269.989734894527,ugri,4,1,2.0,,1.0
,1005194+511041,151.33079,51.17805,UDG,5.91,,"(190, 282)",452.75891808790584,8462.00752699659,giz,3,1,,,
NGC7465,MATLAS-2179,345.5553,15.6377,dE* ,9.84,1.3498193766281474e-05,"(666, 211)",5239.938601125869,7668.4956967040835,u,1,1,2.0,,1.0
,1242514+254921,190.71419,25.82259,UDG,5.52,,"(343, 232)",6692.815771043828,1562.5915097374004,u,1,1,,,
,1806135+580100,271.55613,58.01659,UDG,6.27,,"(288, 296)",6882.285282093088,5324.051945874497,ugriz,5,1,,,
,1151542+210519,177.97564,21.08873,UDG,7.97,,"(332, 222)",2006.2920391611742,6721.0532171274735,u,1,1,,,
,1141113+442641,175.2969,44.4446,UDG,6.14,,"(250, 269)",4406.582596925957,3926.560607190192,ugri,4,1,,,
,2347032-004027,356.76329,-0.67413,UDG,6.78,,"(713, 179)",161.0629736108731,1625.4065937720497,u,1,1,,,
,1234223+395243,188.59274,39.87859,UDG,8.35,,"(289, 260)",5574.239511069843,2647.320559292769,ugri,4,1,2.0,,1.0
,1651593+685207,252.99723,68.8685,UDG,7.0,,"(181, 318)",1761.9585250149198,2463.878044873558,ugriz,5,1,,,
,0105155+071656,16.3144,7.28228,UDG,5.56,,"(32, 195)",1610.3082799858666,781.4529075102882,u,1,1,,,
PGC41361,122256+031137,185.7371,3.1937,dE,3.74,0.07677999883890152,"(371, 186)",5338.030167323845,8753.722441519183,u,1,1,2.0,,1.0
,469,185.7359,2.747,,7.14,0.006120097823441029,"(371, 186)",5361.3965718155405,97.09313833479064,u,1,1,2.0,,1.0
,498,185.9759,3.0852,,4.41,,"(371, 186)",717.0482100555482,6651.534152532543,u,1,1,,,
,0843065+405158,130.77726,40.86604,UDG,5.71,,"(197, 262)",1138.6320116984252,2409.7984136683467,ugriz,5,1,,,
,0947590+295401,146.99576,29.90037,UDG,6.38,,"(255, 240)",8839.689086617993,3073.0895989297233,ugri,4,1,,,
NGC7457,MATLAS-2168,344.992,29.6923,dI  ,0.0,,"(601, 239)",9530.879725145682,8731.860003094022,ugr,3,1,2.0,,1.0
,1032592+671041,158.2466,67.17796,UDG,10.46,,"(124, 314)",8234.277589125213,8459.885475755245,griz,4,1,,,
,0811388+393153,122.91167,39.53127,UDG,5.89,,"(190, 259)",8066.97051254578,5609.475866222004,ugriz,5,1,,,
NGC628,dw0138p1458,24.5024,14.9825,,7.37866425622929,,"(47, 210)",1753.7302870753902,4662.138133438091,u,1,1,2.0,,1.0
PGC37544,115943+331522,179.9332,33.2563,dE,6.13,,"(300, 247)",4149.892191454286,277.531481300176,ugri,4,1,2.0,,1.0
NGC5355,MATLAS-1607,208.0121,40.0316,dE  ,2.73,,"(319, 260)",7973.0411558288,5615.718946288878,ugi,3,1,2.0,,1.0
NGC5355,MATLAS-1609,208.0409,39.8027,dE  ,3.52,,"(319, 260)",7554.234875843284,1178.9633558799378,ugi,3,1,2.0,,1.0
NGC5355,MATLAS-1624,208.2076,40.1553,dE  ,4.68,,"(319, 260)",5072.022553853451,8009.562404565193,ugi,3,1,2.0,,1.0
NGC5355,MATLAS-1629,208.259,40.0946,dI  ,0.0,,"(319, 260)",4310.103221932119,6833.432081377629,ugi,3,1,2.0,,1.0
NGC5355,MATLAS-1632,208.286,40.1089,dE  ,0.0,,"(319, 260)",3910.0679986349323,7110.822303069526,ugi,3,1,2.0,,1.0
NGC5355,MATLAS-1635,208.3384,40.1895,dE  ,3.9,,"(319, 260)",3135.6287993190094,8673.649253092643,ugi,3,1,2.0,,1.0
NGC5355,MATLAS-1642,208.4941,40.2137,dEN ,5.2,,"(319, 260)",832.1242692996857,9147.917484244586,ugi,3,1,2.0,,1.0
NGC5355,MATLAS-1643,208.5225,40.2305,dEN ,4.02,,"(319, 260)",412.96974880691687,9474.89088254344,ugi,3,1,2.0,,1.0
NGC5355,MATLAS-1644,208.5264,40.1445,dE  ,2.85,,"(319, 260)",349.3986176276212,7808.480508831093,ugi,3,1,2.0,,1.0
PGC49514,135140+400856,207.9188,40.1491,dE,3.37,,"(319, 260)",9349.960480308471,7896.597788383765,ugi,3,1,2.0,,1.0
PGC49514,135212+400533,208.0514,40.0926,BC,13.69,0.008219297043979168,"(319, 260)",7387.758639078582,6796.655006303356,ugi,3,1,2.0,,1.0
PGC49514,135239+400425,208.1663,40.0738,dE,3.35,,"(319, 260)",5684.5507137308105,6430.345844704329,ugi,3,1,2.0,,1.0
PGC49514,135241+401141,208.1721,40.195,dE,5.47,,"(319, 260)",5597.478343259226,8779.048336517359,ugi,3,1,2.0,,1.0
PGC49514,135242+400204,208.1757,40.0346,dE,4.25,,"(319, 260)",5545.470426153444,5670.6247912288045,ugi,3,1,2.0,,1.0
PGC49514,135258+400701,208.2426,40.1171,dE,2.95,,"(319, 260)",4553.373809237573,7269.355496451769,ugi,3,1,2.0,,1.0
PGC49514,135312+401436,208.3028,40.2436,dE,3.53,,"(319, 260)",3663.712625206003,9721.42458007635,ugi,3,1,2.0,,1.0
PGC49514,135331+400150,208.3799,40.0307,dE,3.44,,"(319, 260)",2515.4826881256636,5597.269242166165,ugi,3,1,2.0,,1.0
PGC49514,135341+400447,208.4249,40.08,dE,4.21,,"(319, 260)",1850.0255651338316,6554.077995670828,ugi,3,1,2.0,,1.0
,1354084+400351,208.53491,40.06419,UDG,6.03,,"(319, 260)",217.702252065852,6252.597656719113,ugi,3,1,2.0,,1.0
PGC43939,125417+290116,193.5741,29.0213,dE,4.88,1.659081220626831,"(339, 238)",8802.880385594151,5416.384995457619,uri,3,1,2.0,,1.0
PGC43939,125454+290126,193.7258,29.0239,dE,4.1,,"(339, 238)",6232.1698521594535,5463.536606717027,uri,3,1,2.0,,1.0
PGC43939,125619+290733,194.0812,29.1259,dE,3.07,1.4450123310089111,"(339, 238)",214.5111709229759,7445.56148257572,uri,3,1,2.0,,1.0
,1254554+285848,193.73104,28.98006,UDG,6.48,,"(339, 238)",6143.861423950699,4613.909779621399,uri,3,1,2.0,,1.0
NGC3522,MATLAS-848,166.764,20.2954,dI  ,0.0,,"(312, 221)",1056.9029155611465,1037.6364640323204,u,1,1,2.0,,1.0
,1305287+434037,196.36941,43.67702,UDG,7.9,,"(285, 267)",6133.490166033433,8431.027515553877,ugri,4,1,,,
PGC51932,143225+580028,218.1046,58.0079,dE,3.5,,"(231, 296)",3492.0846384229535,5154.732950659291,ugriz,5,1,2.0,,1.0
,0144498+001549,26.20749,0.26351,UDG,9.64,,"(52, 181)",998.2356401215247,417.07601358601823,u,1,1,,,
,1744036+673416,266.01503,67.5711,UDG,5.35,,"(204, 315)",8872.947067410303,6394.209735169603,ugriz,5,1,,,
,1157291+254052,179.37137,25.68112,UDG,6.78,,"(324, 231)",6974.469183770483,8510.77378245052,u,1,1,,,
,1157322+252753,179.38427,25.46469,UDG,7.33,,"(324, 231)",6752.329091008596,4316.387203625768,u,1,1,,,
