name,host,radeg,dedeg,rproj,gmag,e_gmag,rimag,e_rimag,Mgmag,MVmag,e_MVmag,logMstar,e_logMstar,mu0V,e_mu0V,re,e_re,ETG,confirmed,Psat,filter,telescope,bad,dist,rearcsec,mueg,host_ra,host_dec,host_dist,host_alt_id,iso
IC3571,NGC4565,189.0835,26.0843,20.1,16.58,0.01,16.42,0.01,-13.8,-13.89,0.01,7.03,0.1,22.42,0.02,506.5,5.1,False,True,1.0,gr,CFHT,nan,11.9,8.77925414294673,23.3027627878252,189.086683,25.987392,11.9,nan,0.0
dw1237p2602,NGC4565,189.2549,26.036,33.0,18.04,0.06,17.65,0.07,-12.33,-12.56,0.06,6.86,0.1,22.22,0.31,457.8,33.6,False,True,1.0,gr,CFHT,nan,11.9,7.93512842465014,24.5432444812763,189.086683,25.987392,11.9,nan,0.0
dw1234p2618,NGC4565,188.7398,26.3141,93.7,20.25,0.06,19.93,0.05,-10.13,-10.32,0.06,5.85,0.11,24.11,0.12,262.3,10.0,False,False,0.3,gr,CFHT,nan,11.9,4.54649232519759,25.5438569932551,189.086683,25.987392,11.9,nan,0.0
dw1235p2616,NGC4565,188.843,26.2706,74.3,20.55,0.13,20.02,0.15,-9.83,-10.14,0.13,6.08,0.13,22.77,0.45,249.8,51.5,True,False,0.05,gr,CFHT,nan,11.9,4.32982761285349,25.7378277105266,189.086683,25.987392,11.9,nan,0.0
dw1236p2634,NGC4565,189.2441,26.5786,126.2,20.9,0.18,20.4,0.18,-9.48,-9.77,0.19,5.9,0.2,24.25,0.19,369.6,0.2,True,False,0.1,gr,CFHT,nan,11.9,6.40634221549691,26.9385253526971,189.086683,25.987392,11.9,nan,0.0
dw1237p2605,NGC4565,189.3618,26.0855,55.2,19.83,0.31,19.42,0.35,-10.55,-10.79,0.31,6.18,0.21,26.38,0.24,730.2,189.9,True,False,0.7,gr,CFHT,nan,11.9,12.6566858262687,27.3470746809982,189.086683,25.987392,11.9,nan,0.0
dw1237p2637,NGC4565,189.4283,26.6243,146.7,20.19,0.08,19.65,0.11,-10.19,-10.5,0.09,6.26,0.15,23.78,0.4,301.9,51.4,True,False,0.25,gr,CFHT,nan,11.9,5.23288613383518,25.7891811053046,189.086683,25.987392,11.9,nan,0.0
dw1237m1125,M104,189.2985,-11.4332,118.5,18.32,0.06,17.57,0.25,-11.58,-11.87,0.11,6.77,0.12,23.35,0.33,350.1,18.5,True,True,1.0,gi,CFHT,nan,9.55,7.56160299840403,24.7185440425513,189.99762604243,-11.62305229578,9.55,NGC4594,1.0
dw1239m1159,M104,189.7877,-11.9867,69.6,19.14,0.22,18.66,0.22,-10.76,-10.94,0.22,6.08,0.13,25.39,0.19,561.5,117.3,True,True,1.0,gi,CFHT,nan,9.55,12.1275066569933,26.5643322901841,189.99762604243,-11.62305229578,9.55,NGC4594,1.0
dw1239m1143,M104,189.8136,-11.7189,34.0,16.46,0.03,15.67,0.02,-13.44,-13.74,0.03,7.57,0.12,22.55,0.02,606.1,11.9,True,True,1.0,gi,CFHT,nan,9.55,13.0907956961792,24.0503049068334,189.99762604243,-11.62305229578,9.55,NGC4594,1.0
dw1239m1113,M104,189.8866,-11.2268,68.5,18.3,0.25,17.47,0.29,-11.6,-11.92,0.26,6.88,0.12,25.31,0.23,683.7,105.6,True,True,1.0,gi,CFHT,nan,9.55,14.7668322293412,26.1519113854892,189.99762604243,-11.62305229578,9.55,NGC4594,1.0
dw1239m1120,M104,189.9645,-11.3413,47.3,19.47,0.1,18.9,0.1,-10.43,-10.65,0.1,6.07,0.13,24.74,0.08,313.3,29.2,True,True,1.0,gi,CFHT,nan,9.55,6.76678154701904,25.6273854633284,189.99762604243,-11.62305229578,9.55,NGC4594,1.0
dw1239m1144,M104,189.9787,-11.746,20.7,17.31,0.29,16.64,0.26,-12.59,-12.85,0.3,7.06,0.12,24.74,0.2,1042.8,208.2,True,True,1.0,gi,CFHT,nan,9.55,22.5228208481258,26.07858859355,189.99762604243,-11.62305229578,9.55,NGC4594,1.0
dw1240m1118,M104,190.0392,-11.3139,52.0,15.95,0.03,15.13,0.03,-13.95,-14.26,0.03,7.8,0.12,22.09,0.08,660.5,16.9,True,True,1.0,gi,CFHT,nan,9.55,14.2657491423015,23.7269475959893,189.99762604243,-11.62305229578,9.55,NGC4594,1.0
dw1240m1140,M104,190.0733,-11.6793,15.5,18.34,0.38,17.47,0.4,-11.56,-11.89,0.38,6.92,0.12,24.54,0.22,1433.7,83.6,True,True,1.0,gi,CFHT,yes,9.55,30.9656387952702,27.7998748995878,189.99762604243,-11.62305229578,9.55,NGC4594,1.0
dw1241m1131,M104,190.2617,-11.5288,45.9,19.81,0.18,19.16,0.22,-10.09,-10.34,0.18,6.03,0.13,24.56,0.21,344.3,43.1,True,True,1.0,gi,CFHT,nan,9.55,7.43633222618918,26.1722686022815,189.99762604243,-11.62305229578,9.55,NGC4594,1.0
dw1241m1153,M104,190.3002,-11.8916,66.6,18.33,0.19,17.61,0.17,-11.57,-11.85,0.19,6.71,0.12,25.46,0.1,719.0,86.1,True,True,1.0,gi,CFHT,nan,9.55,15.5292560640264,26.2912279375105,189.99762604243,-11.62305229578,9.55,NGC4594,1.0
dw1241m1155,M104,190.3281,-11.9254,73.8,17.5,0.11,16.72,0.13,-12.4,-12.7,0.11,7.13,0.12,24.83,0.11,756.3,54.6,True,True,1.0,gi,CFHT,nan,9.55,16.3348767160793,25.5710539871399,189.99762604243,-11.62305229578,9.55,NGC4594,1.0
dw1238m1122,M104,189.6402,-11.3681,72.2,17.58,0.1,16.75,0.09,-12.32,-12.65,0.1,7.17,0.12,23.42,0.1,651.7,0.1,False,False,0.65,gi,CFHT,yes,9.55,14.0756831437248,25.3278220913062,189.99762604243,-11.62305229578,9.55,NGC4594,1.0
dw1238m1102,M104,189.7429,-11.036,106.3,20.78,0.25,20.26,0.27,-9.12,-9.33,0.26,5.49,0.25,25.52,0.29,228.3,25.6,True,False,0.65,gi,CFHT,nan,9.55,4.930916780863,26.2501130467364,189.99762604243,-11.62305229578,9.55,NGC4594,1.0
dw1242m1116,M104,190.6825,-11.2739,126.1,17.94,0.22,17.37,0.15,-11.96,-12.19,0.22,6.67,0.17,24.45,0.16,1299.5,229.2,True,False,0.95,gi,CFHT,nan,9.55,28.0671323626971,27.1864648954818,189.99762604243,-11.62305229578,9.55,NGC4594,1.0
dw1242m1129,M104,190.7067,-11.4893,117.9,21.17,0.24,20.44,0.24,-8.73,-9.02,0.24,5.58,0.22,24.79,0.23,153.0,22.0,True,False,0.2,gi,CFHT,nan,9.55,3.30455658147704,25.7710406436011,189.99762604243,-11.62305229578,9.55,NGC4594,1.0
dw1236p3336,NGC4631,189.2059,33.6131,199.5,16.67,0.09,16.42,0.09,-12.68,-12.82,0.09,6.74,0.13,21.96,0.11,423.5,24.4,False,True,1.0,gr,DECALS,nan,7.4,11.8044791013889,24.0357088199257,190.533371,32.541511,7.4,nan,1.0
dw1239p3230,NGC4631,189.7713,32.5046,83.1,18.27,0.1,17.95,0.1,-11.08,-11.26,0.1,6.23,0.13,23.07,0.1,802.1,0.1,False,True,1.0,gr,CFHT,nan,7.4,22.3574324922796,27.0225843221591,190.533371,32.541511,7.4,nan,1.0
dw1239p3251,NGC4631,189.8317,32.8608,86.7,20.25,0.25,19.75,0.24,-9.09,-9.39,0.26,5.78,0.17,25.95,0.23,450.4,51.6,True,True,1.0,gr,CFHT,nan,7.4,12.5542795431045,27.7494336554978,190.533371,32.541511,7.4,nan,1.0
dw1240p3216,NGC4631,190.2209,32.2822,47.8,18.98,0.1,18.49,0.09,-10.36,-10.65,0.1,6.25,0.14,24.25,0.09,312.8,20.0,True,True,1.0,gr,CFHT,nan,7.4,8.71886910211681,25.6877754696085,190.533371,32.541511,7.4,nan,1.0
dw1240p3247,NGC4631,190.2437,32.7904,45.0,16.32,0.64,15.71,0.42,-13.03,-13.39,0.67,7.53,0.13,25.86,0.45,2258.5,684.5,True,True,1.0,gr,CFHT,nan,7.4,62.9525743844132,27.3205421560265,190.533371,32.541511,7.4,nan,1.0
dw1241p3251,NGC4631,190.4464,32.8577,41.9,15.71,0.05,15.57,0.07,-13.64,-13.72,0.05,6.92,0.11,22.27,0.04,651.8,33.3,False,True,1.0,gr,CFHT,nan,7.4,18.1680270762398,24.0120135239927,190.533371,32.541511,7.4,nan,1.0
NGC4627,NGC4631,190.4987,32.574,5.6,12.86,0.03,12.5,0.04,-16.49,-16.7,0.03,8.45,0.11,19.82,0.05,948.2,29.9,False,True,1.0,gr,CFHT,yes,7.4,26.4297686774474,21.9759414919932,190.533371,32.541511,7.4,nan,1.0
dw1242p3237,NGC4631,190.5255,32.6219,10.4,19.16,0.46,18.86,0.43,-10.19,-10.37,0.47,5.84,0.37,27.03,0.28,621.5,114.1,True,True,1.0,gr,CFHT,nan,7.4,17.3234563217778,27.3586474087454,190.533371,32.541511,7.4,nan,1.0
dw1242p3158,NGC4631,190.6308,31.9692,74.7,19.2,0.1,18.71,0.08,-10.14,-10.43,0.1,6.15,0.14,24.17,0.12,251.3,22.0,True,True,1.0,gr,CFHT,nan,7.4,7.00464132296884,25.4324041910909,190.533371,32.541511,7.4,nan,1.0
dw1243p3228,NGC4631,190.8534,32.4821,35.7,16.75,0.03,16.31,0.03,-12.6,-12.86,0.03,7.06,0.13,23.25,0.03,574.7,10.7,True,True,1.0,gr,CFHT,nan,7.4,16.0189707989033,24.7786477302656,190.533371,32.541511,7.4,nan,1.0
NGC4656,NGC4631,190.9905,32.1681,69.4,nan,nan,nan,nan,nan,-18.9,nan,8.46,nan,nan,nan,nan,nan,False,True,1.0,nan,nan,nan,7.4,nan,nan,190.533371,32.541511,7.4,nan,1.0
dw1248p3158,NGC4631,192.2187,31.9702,198.4,17.13,0.09,16.7,0.09,-12.21,-12.47,0.09,6.88,0.13,23.92,0.12,572.0,35.7,True,True,1.0,gr,DECALS,nan,7.4,15.9437120186974,25.1484218886031,190.533371,32.541511,7.4,nan,1.0
dw1247p3313,NGC4631,191.9083,33.2331,173.9,20.24,0.15,19.76,0.14,-9.11,-9.39,0.15,5.72,0.16,24.64,0.22,236.5,31.2,True,False,0.3,gr,DECALS,nan,7.4,6.59211171092293,26.3405974735926,190.533371,32.541511,7.4,nan,1.0
dw1231p4205,NGC4736,187.7873,42.0942,280.1,17.58,0.1,17.3,0.1,-10.53,-10.7,0.1,5.95,0.13,22.68,0.12,163.6,10.8,False,True,1.0,gr,DECALS,nan,4.2,8.03450530594239,24.1102703912064,192.72114082143,41.12025024573,4.2,nan,1.0
IC3687,NGC4736,190.5626,38.5034,227.3,13.29,0.09,13.0,0.09,-14.83,-15.0,0.09,7.66,0.13,21.97,0.11,1097.3,52.7,False,True,1.0,gr,DECALS,nan,4.2,53.889134939344,23.9529807422201,192.72114082143,41.12025024573,4.2,nan,1.0
dw1243p4127,NGC4736,190.9798,41.4575,99.1,16.33,0.09,15.97,0.09,-11.79,-12.0,0.09,6.59,0.13,23.4,0.11,537.5,29.9,False,True,1.0,gr,DECALS,nan,4.2,26.3969839887038,25.4432462267116,192.72114082143,41.12025024573,4.2,nan,1.0
dw1243p4339,NGC4736,190.9898,43.6618,208.7,16.96,0.09,16.58,0.09,-11.16,-11.38,0.09,6.36,0.13,23.23,0.12,292.9,17.5,False,True,1.0,gr,DECALS,nan,4.2,14.384514679008,24.7549507505159,192.72114082143,41.12025024573,4.2,nan,1.0
dw1249p4421,NGC4736,192.3797,44.3595,238.4,16.9,0.09,16.66,0.09,-11.21,-11.36,0.09,6.14,0.13,21.81,0.12,168.4,10.0,False,True,1.0,gr,DECALS,nan,4.2,8.27023651271366,23.4930643302826,192.72114082143,41.12025024573,4.2,nan,1.0
dw1251p4138,NGC4736,192.7698,41.6353,37.9,18.45,0.11,17.97,0.1,-9.67,-9.95,0.11,5.95,0.13,24.63,0.14,439.5,30.7,True,True,1.0,gr,DECALS,nan,4.2,21.584138574931,27.1261482847511,192.72114082143,41.12025024573,4.2,nan,1.0
dw1255p4035,NGC4736,193.7615,40.5902,69.6,18.79,0.11,18.09,0.1,-9.33,-9.73,0.11,6.19,0.14,26.22,0.15,519.8,43.9,True,True,1.0,gr,DECALS,nan,4.2,25.5277251761497,27.8305352603663,192.72114082143,41.12025024573,4.2,nan,1.0
dw1234p3952,NGC4736,188.5929,39.8785,247.7,18.46,0.1,17.88,0.1,-9.66,-10.0,0.11,6.13,0.13,24.05,0.14,208.5,16.4,True,False,0.15,gr,DECALS,nan,4.2,10.2395743017122,25.5168841903932,192.72114082143,41.12025024573,4.2,nan,1.0
dw1241p4103,NGC4736,190.254,41.053,136.5,18.86,0.11,18.34,0.11,-9.26,-9.56,0.11,5.87,0.14,22.63,0.15,148.8,12.9,True,False,0.0,gr,DECALS,nan,4.2,7.30766741826821,25.1843685507689,192.72114082143,41.12025024573,4.2,nan,1.0
dw1242p4115,NGC4736,190.5471,41.2525,120.4,18.25,0.1,17.68,0.1,-9.87,-10.2,0.1,6.18,0.13,24.81,0.13,258.9,19.4,True,False,0.6,gr,DECALS,nan,4.2,12.7147519689842,25.7770141450521,192.72114082143,41.12025024573,4.2,nan,1.0
dw1303p4222,NGC4736,195.8097,42.3733,192.4,17.88,0.1,17.51,0.1,-10.24,-10.45,0.1,5.97,0.13,22.93,0.13,246.7,17.1,False,False,0.05,gr,DECALS,nan,4.2,12.1156018196756,25.3021996405795,192.72114082143,41.12025024573,4.2,nan,1.0
dw1305p4206,NGC4736,196.499,42.1062,219.5,18.42,0.1,18.05,0.1,-9.7,-9.91,0.11,5.76,0.13,23.23,0.14,282.4,22.0,False,False,0.05,gr,DECALS,nan,4.2,13.8688526658093,26.1356773542546,192.72114082143,41.12025024573,4.2,nan,1.0
dw1308p4054,NGC4736,197.1913,40.901,248.0,17.94,0.1,17.34,0.1,-10.18,-10.53,0.1,6.35,0.13,23.91,0.13,327.2,23.0,True,False,0.4,gr,DECALS,nan,4.2,16.0690105875035,25.9754203662316,192.72114082143,41.12025024573,4.2,nan,1.0
dw1311p4051,NGC4736,197.9217,40.863,288.8,18.18,0.1,17.94,0.1,-9.94,-10.08,0.1,5.61,0.13,23.4,0.13,148.2,11.0,False,False,0.05,gr,DECALS,nan,4.2,7.27820101741261,24.4955949129435,192.72114082143,41.12025024573,4.2,nan,1.0
UGC7929,NGC4826,191.3366,21.4271,246.1,15.93,0.09,15.48,0.09,-12.69,-12.95,0.09,7.1,0.13,22.51,0.11,696.4,37.3,False,True,1.0,gr,DECALS,nan,5.3,27.1024170271349,25.1005147993434,194.182067,21.682658,5.3,nan,1.0
IC3840,NGC4826,192.9417,21.7349,106.7,15.87,0.09,15.67,0.09,-12.75,-12.87,0.09,6.68,0.13,22.63,0.11,480.8,25.6,False,True,1.0,gr,DECALS,nan,5.3,18.7117204851992,24.2360432886303,194.182067,21.682658,5.3,nan,1.0
dw1252p2215,NGC4826,193.0237,22.2654,113.1,19.86,0.13,19.33,0.13,-8.76,-9.07,0.14,5.68,0.15,25.61,0.19,233.7,27.1,True,True,1.0,gr,DECALS,nan,5.3,9.09511041296324,26.6595145601675,194.182067,21.682658,5.3,nan,1.0
dw1255p1912,NGC4826,193.921,19.2096,230.0,16.0,0.09,15.93,0.09,-12.62,-12.66,0.09,6.41,0.13,24.45,0.11,884.7,47.7,False,True,1.0,gr,DECALS,nan,5.3,34.430655168287,25.6902011158025,194.182067,21.682658,5.3,nan,1.0
dw1258p2329,NGC4826,194.7139,23.4899,173.3,19.14,0.12,18.68,0.11,-9.48,-9.75,0.12,5.83,0.14,24.77,0.16,564.0,50.9,True,True,1.0,gr,DECALS,nan,5.3,21.9496887328747,27.8526165113337,194.182067,21.682658,5.3,nan,1.0
dw1300p1843,NGC4826,195.1295,18.7177,286.6,17.89,0.1,17.27,0.1,-10.73,-11.1,0.1,6.62,0.13,26.04,0.13,704.4,49.4,True,True,1.0,gr,DECALS,nan,5.3,27.4137601254668,27.0853177233043,194.182067,21.682658,5.3,nan,1.0
IC4107,NGC4826,195.6741,21.9979,131.4,16.26,0.09,15.74,0.09,-12.36,-12.66,0.09,7.1,0.13,23.42,0.11,456.5,25.2,True,True,1.0,gr,DECALS,nan,5.3,17.7660158148963,24.5134249035954,194.182067,21.682658,5.3,nan,1.0
dw1245p2309,NGC4826,191.2591,23.1657,285.4,19.74,0.13,19.11,0.12,-8.89,-9.25,0.13,5.9,0.15,23.46,0.18,156.1,17.5,True,False,0.1,gr,DECALS,nan,5.3,6.07508231053991,25.6632355142979,194.182067,21.682658,5.3,nan,1.0
dw1251p2324,NGC4826,192.8683,23.4009,194.7,19.12,0.12,18.72,0.11,-9.5,-9.73,0.12,5.74,0.14,23.86,0.16,132.5,12.4,False,False,0.05,gr,DECALS,nan,5.3,5.15662015510311,24.6873003905254,194.182067,21.682658,5.3,nan,1.0
dw1310p4153,NGC5055,197.6743,41.8908,149.0,19.12,0.12,18.56,0.11,-10.62,-10.95,0.12,6.48,0.14,25.42,0.16,593.9,55.8,True,True,1.0,gr,DECALS,nan,8.87,13.81067285762,26.8265488715991,198.95530912247,42.02936891003,8.87,nan,1.0
dw1312p4158,NGC5055,198.0772,41.9755,101.3,19.62,0.13,19.08,0.12,-10.12,-10.43,0.13,6.22,0.15,26.25,0.18,545.4,58.6,True,True,1.0,gr,DECALS,nan,8.87,12.6828438765942,27.1415579137504,198.95530912247,42.02936891003,8.87,nan,1.0
dw1312p4032,NGC5055,198.2159,40.5432,245.7,14.46,0.09,14.13,0.09,-15.28,-15.47,0.09,7.92,0.12,20.06,0.11,484.6,23.9,False,True,1.0,gr,DECALS,nan,8.87,11.2689881632348,21.7248992953059,198.95530912247,42.02936891003,8.87,nan,1.0
UGCA337,NGC5055,198.244,41.7864,90.1,15.25,0.09,14.64,0.09,-14.49,-14.85,0.09,8.09,0.13,22.67,0.11,1132.7,57.9,True,True,1.0,gr,DECALS,nan,8.87,26.3400388687816,24.3585567392083,198.95530912247,42.02936891003,8.87,nan,1.0
dw1313p4202,NGC5055,198.4161,42.0431,62.0,17.99,0.1,17.45,0.1,-11.75,-12.06,0.1,6.87,0.13,24.7,0.13,622.3,43.9,True,True,1.0,gr,DECALS,nan,8.87,14.4710923018004,25.7979812498186,198.95530912247,42.02936891003,8.87,nan,1.0
UGC8313,NGC5055,198.4754,42.2092,61.7,14.12,0.09,13.67,0.09,-15.62,-15.88,0.09,8.28,0.13,20.77,0.11,1340.0,65.5,False,True,1.0,gr,DECALS,nan,8.87,31.1606356559684,23.5935062237636,198.95530912247,42.02936891003,8.87,nan,1.0
dw1315p4123,NGC5055,198.8158,41.3967,99.3,20.71,0.17,20.21,0.17,-9.02,-9.32,0.18,5.74,0.19,26.19,0.26,339.7,51.8,True,True,1.0,gr,DECALS,nan,8.87,7.89945373707803,27.2034599817475,198.95530912247,42.02936891003,8.87,nan,1.0
dw1315p4130,NGC5055,198.8742,41.5022,82.1,17.67,0.1,17.18,0.1,-12.07,-12.36,0.1,6.93,0.13,24.73,0.12,864.0,58.5,True,True,1.0,gr,DECALS,nan,8.87,20.0916338256884,26.1905509539857,198.95530912247,42.02936891003,8.87,nan,1.0
dw1321p4226,NGC5055,200.3708,42.4334,173.9,20.11,0.14,19.56,0.13,-9.63,-9.95,0.15,6.06,0.16,23.79,0.21,202.5,25.5,True,True,1.0,gr,DECALS,nan,8.87,4.70897669197074,25.4801073858352,198.95530912247,42.02936891003,8.87,nan,1.0
dw1305p4206-n2,NGC5055,196.499,42.1062,282.6,18.42,0.1,18.05,0.1,-11.32,-11.54,0.11,6.41,0.13,23.23,0.14,596.5,46.5,False,False,0.35,gr,DECALS,nan,8.87,13.8711337926626,26.1360344852173,198.95530912247,42.02936891003,8.87,nan,1.0
dw1308p4054-n2,NGC5055,197.1913,40.901,269.1,17.95,0.1,17.35,0.1,-11.79,-12.14,0.1,7.0,0.13,23.92,0.13,682.4,48.1,True,False,0.65,gr,DECALS,nan,8.87,15.8686700682435,25.9581773349722,198.95530912247,42.02936891003,8.87,nan,1.0
dw1311p4051-n2,NGC5055,197.9217,40.8631,216.8,18.17,0.1,17.94,0.1,-11.57,-11.7,0.1,6.27,0.13,23.39,0.13,312.6,23.1,False,False,0.35,gr,DECALS,nan,8.87,7.26926475830301,24.4829271159758,198.95530912247,42.02936891003,8.87,nan,1.0
dw1315p4304,NGC5055,198.7521,43.0849,165.1,18.97,0.11,18.1,0.1,-10.77,-11.28,0.12,7.08,0.14,26.73,0.15,1579.9,141.3,True,False,0.8,gr,DECALS,nan,8.87,36.7393194975815,28.8011302209552,198.95530912247,42.02936891003,8.87,nan,1.0
dw1323p4058,NGC5055,200.935,40.9728,281.9,20.45,0.16,20.12,0.16,-9.29,-9.49,0.16,5.52,0.17,24.56,0.23,189.2,26.8,True,False,0.25,gr,DECALS,nan,8.87,4.39969575378039,25.6725879084585,198.95530912247,42.02936891003,8.87,nan,1.0
KK189,CENA,198.1875,-41.8319,168.0,16.85,0.09,16.17,0.09,-10.97,-11.36,0.09,6.82,0.13,23.44,0.12,281.6,16.6,True,True,1.0,gr,DECAM,nan,3.66,15.8699916187344,24.8583581687111,201.365017,-43.019304,3.66,NGC5128,0.0
ESO269-066,CENA,198.2875,-44.89,185.4,13.81,0.09,13.15,0.09,-14.01,-14.39,0.09,8.0,0.13,22.55,0.11,749.0,36.3,True,True,1.0,gr,DECAM,nan,3.66,42.2110212356252,23.9426039788295,201.365017,-43.019304,3.66,NGC5128,0.0
NGC5011C,CENA,198.2958,-43.2656,144.0,13.66,0.09,13.13,0.09,-14.16,-14.49,0.09,7.83,0.13,21.12,0.1,450.7,21.7,True,True,1.0,gr,M15/17,nan,3.66,25.3998764223135,22.6896327000244,201.365017,-43.019304,3.66,NGC5128,0.0
KK196,CENA,200.4458,-45.0633,137.3,15.26,0.09,14.85,0.09,-12.56,-12.77,0.09,6.98,0.13,22.89,0.11,283.9,42.6,False,True,1.0,gr,M15/17,nan,3.66,15.9996115781707,23.2860218789197,201.365017,-43.019304,3.66,NGC5128,0.0
KK197,CENA,200.5042,-42.5356,50.8,14.89,0.09,14.01,0.09,-12.93,-13.44,0.09,7.96,0.13,23.73,0.11,932.6,46.9,True,True,1.0,gr,DECAM,nan,3.66,52.5580749024142,25.4986719292419,201.365017,-43.019304,3.66,NGC5128,0.0
KKS55,CENA,200.55,-42.7308,42.4,15.97,0.09,15.31,0.09,-11.84,-12.23,0.09,7.14,0.13,24.83,0.11,579.0,31.2,True,True,1.0,gr,DECAM,nan,3.66,32.6304157980322,25.5435877211682,201.365017,-43.019304,3.66,NGC5128,0.0
CENA-MM-DW4,CENA,200.7583,-41.7861,83.8,18.5,0.1,17.8,0.1,-9.32,-9.72,0.11,6.2,0.13,25.38,0.14,306.9,24.4,True,True,1.0,gr,DECAM,nan,3.66,17.295811171822,26.6951793577153,201.365017,-43.019304,3.66,NGC5128,0.0
dw1323-40b,CENA,201.0,-40.8367,140.6,18.52,0.11,17.92,0.1,-9.3,-9.65,0.11,6.01,0.13,25.54,0.14,432.2,34.5,True,True,1.0,gr,DECAM,nan,3.66,24.35728110536,27.4586187232882,201.365017,-43.019304,3.66,NGC5128,0.0
dw1323-40,CENA,201.2421,-40.7622,144.4,18.2,0.1,17.55,0.1,-9.62,-10.0,0.1,6.23,0.13,25.32,0.13,277.8,20.6,True,True,1.0,gr,DECAM,nan,3.66,15.6558369031165,26.1788561234836,201.365017,-43.019304,3.66,NGC5128,0.0
CENA-MM-DW6,CENA,201.4875,-41.0942,123.1,nan,18.52,0.11,nan,nan,-9.1,0.2,5.61,0.22,25.4,0.3,276.8,10.6,True,True,1.0,gr,CR19,nan,3.66,15.5994803990009,nan,201.365017,-43.019304,3.66,NGC5128,0.0
CENA-MM-DW7,CENA,201.6167,-43.5567,36.3,nan,17.72,0.1,nan,nan,-9.9,0.3,5.96,0.22,25.9,0.4,532.3,53.2,True,True,1.0,gr,CR19,nan,3.66,29.998567101422,nan,201.365017,-43.019304,3.66,NGC5128,0.0
ESO324-024,CENA,201.9042,-41.4806,101.6,nan,nan,nan,nan,nan,-15.5,nan,8.05,nan,nan,nan,nan,nan,False,True,1.0,nan,nan,nan,3.66,nan,nan,201.365017,-43.019304,3.66,NGC5128,0.0
KK203,CENA,201.8667,-45.3525,150.9,nan,nan,nan,nan,nan,-10.5,nan,6.25,nan,nan,nan,nan,nan,False,True,1.0,nan,nan,nan,3.66,nan,nan,201.365017,-43.019304,3.66,NGC5128,0.0
dw1329-45,CENA,202.3121,-45.1767,144.6,18.4,0.1,18.16,0.1,-9.42,-9.46,0.11,5.43,0.13,25.68,0.14,175.7,26.4,True,True,1.0,gr,M15/17,nan,3.66,9.90183782234307,25.384053726454,201.365017,-43.019304,3.66,NGC5128,0.0
CENA-MM-DW1,CENA,202.5583,-41.8933,91.3,15.93,0.09,15.16,0.09,-11.89,-12.34,0.09,7.36,0.13,25.42,0.11,845.9,45.3,True,True,1.0,gr,DECAM,nan,3.66,47.6719662562084,26.3267900067797,201.365017,-43.019304,3.66,NGC5128,0.0
CENA-MM-DW3,CENA,202.5875,-42.1925,78.1,nan,14.52,0.09,nan,nan,-13.1,0.09,7.34,0.22,26.0,0.4,2352.9,159.7,True,True,1.0,gr,CR19,nan,3.66,132.601201027597,nan,201.365017,-43.019304,3.66,NGC5128,0.0
CENA-MM-DW9,CENA,203.2542,-42.53,94.0,18.59,0.11,18.35,0.11,-9.23,-9.37,0.11,5.34,0.13,26.36,0.14,385.0,31.2,True,True,1.0,gr,DECAM,nan,3.66,21.6972541290243,27.2774985601788,201.365017,-43.019304,3.66,NGC5128,0.0
CENA-MM-DW8,CENA,203.3917,-41.6078,131.6,17.42,0.09,16.75,0.1,-10.4,-10.79,0.1,6.58,0.13,26.18,0.12,615.3,39.4,True,True,1.0,gr,DECAM,nan,3.66,34.6761568546975,27.1256294756286,201.365017,-43.019304,3.66,NGC5128,0.0
dw1336-44,CENA,204.2033,-43.8578,142.2,18.7,0.11,18.08,0.1,-9.12,-9.54,0.1,5.97,0.13,25.29,0.14,143.2,21.5,True,True,1.0,gr,M15/17,nan,3.66,8.07025143156071,25.2399100093967,201.365017,-43.019304,3.66,NGC5128,0.0
NGC5237,CENA,204.4127,-42.8469,143.0,nan,nan,nan,nan,nan,-15.3,nan,8.13,nan,nan,nan,nan,nan,False,True,1.0,nan,nan,nan,3.66,nan,nan,201.365017,-43.019304,3.66,NGC5128,0.0
KKS57,CENA,205.4083,-42.5819,191.7,16.89,0.09,16.98,0.1,-10.93,-10.64,0.09,5.44,0.13,24.38,0.12,212.9,13.6,True,True,1.0,gr,M15/17,nan,3.66,11.998299781551,24.291073225388,201.365017,-43.019304,3.66,NGC5128,0.0
dw1341-43,CENA,205.4025,-43.8554,194.9,17.17,0.09,16.82,0.1,-10.65,-10.8,0.09,6.1,0.13,25.78,0.12,358.4,22.3,True,True,1.0,gr,M15/17,nan,3.66,20.1981711264123,25.7020349186553,201.365017,-43.019304,3.66,NGC5128,0.0
dw1328p4703,NGC5194,202.103,47.0651,42.1,20.38,0.11,19.82,0.11,-9.28,-9.61,0.11,5.94,0.13,25.26,0.14,296.4,17.5,True,True,1.0,gr,CFHT,nan,8.58,7.12551148570156,26.6495549040467,202.469575,47.195258,8.58,nan,0.0
NGC5195,NGC5194,202.4983,47.2661,11.0,nan,nan,nan,nan,nan,-20.2,nan,10.4,nan,nan,nan,nan,nan,False,True,1.0,nan,nan,nan,8.58,nan,nan,202.469575,47.195258,8.58,nan,0.0
dw1330p4731,NGC5194,202.6411,47.5257,52.5,20.54,0.15,20.18,0.17,-9.13,-9.34,0.16,5.52,0.22,26.76,0.22,487.4,50.8,True,True,1.0,gr,CFHT,nan,8.58,11.717187232715,27.8895915302819,202.469575,47.195258,8.58,nan,0.0
