ID,RAdeg,DEdeg,gmag,gMag,mu,PRh,ARh,z,Nuc,Class,Env,PGC
034425-355124,56.1048,-35.8568,17.69,-13.57,24.38,0.73,8.7,9.9999,1,ND,1,PGC13418
034427-353957,56.1132,-35.666,19.07,-12.18,24.88,0.49,5.79,9.9999,1,ND,1,PGC13418
034429-360210,56.1219,-36.0361,19.12,-12.13,26.43,0.98,11.59,9.9999,1,ND,1,PGC13418
034430-351043,56.1255,-35.1787,18.81,-12.44,24.91,0.56,6.62,9.9999,0,ND,1,PGC13418
034432-351145,56.1368,-35.196,16.23,-15.02,22.84,0.71,8.38,0.0019,1,ND,1,PGC13418
034439-355858,56.1636,-35.9829,18.11,-13.15,25.1,0.84,10.01,9.9999,0,ND,1,PGC13418
034444-354101,56.185,-35.6838,16.45,-14.8,22.27,0.49,5.83,0.0053,1,ND,1,PGC13418
034449-353208,56.2076,-35.5357,21.73,-9.52,25.14,0.16,1.92,9.9999,0,ND,1,PGC13418
034450-191830,56.2087,-19.3084,19.75,-12.17,24.89,0.43,4.25,9.9999,0,ND,3,PGC13765
034450-214212,56.2114,-21.7034,18.22,-13.91,24.26,0.79,6.44,9.9999,1,ND,3,PGC13738
034458-155201,56.2426,-15.8671,19.59,-10.48,25.08,0.23,5.01,9.9999,0,ND,3,PGC13821
034459-361911,56.2497,-36.3199,15.93,-15.32,23.87,1.3,15.43,9.9999,1,ND,1,PGC13418
034501-343506,56.2542,-34.585,20.3,-10.95,24.95,0.28,3.4,9.9999,0,ND,1,PGC13418
034504-183616,56.2684,-18.6047,19.99,-11.92,24.65,0.34,3.41,9.9999,0,ND,3,PGC13765
034508-363855,56.2869,-36.6488,19.54,-11.72,26.12,0.7,8.26,9.9999,0,ND,1,PGC13418
034509-175506,56.2896,-17.9186,17.47,-14.45,23.55,0.66,6.54,9.9999,1,BC,3,PGC13765
034512-203314,56.304,-20.5541,16.09,-16.04,21.81,0.68,5.55,9.9999,1,BC,3,PGC13738
034514-365611,56.3086,-36.9365,15.24,-16.01,22.68,1.04,12.27,0.0062,1,ND,1,PGC13418
034514-214733,56.3088,-21.7926,18.68,-13.45,24.32,0.66,5.36,9.9999,1,ND,3,PGC13738
034515-190310,56.3143,-19.053,19.13,-12.79,24.92,0.58,5.74,9.9999,1,ND,3,PGC13765
034516-373243,56.3174,-37.5453,20.25,-11.01,26.04,0.48,5.75,9.9999,0,ND,1,PGC13418
034517-365826,56.3213,-36.9741,19.59,-11.66,25.16,0.43,5.18,9.9999,0,ND,1,PGC13418
034519-185932,56.3314,-18.9922,19.33,-12.59,23.5,0.27,2.72,9.9999,1,ND,3,PGC13765
034523-180722,56.3467,-18.123,18.7,-13.22,25.6,0.97,9.61,9.9999,1,ND,3,PGC13765
034524-173432,56.351,-17.5758,18.71,-13.21,23.77,0.41,4.1,9.9999,1,ND,3,PGC13765
034530-343019,56.3785,-34.5055,18.69,-12.56,25.56,0.8,9.46,9.9999,1,ND,1,PGC13418
034532-345906,56.3874,-34.985,19.96,-11.29,26.33,0.63,7.5,9.9999,1,ND,1,PGC13418
034533-370458,56.3904,-37.0829,15.7,-15.55,23.23,1.08,12.75,0.0036,1,ND,1,PGC13418
034540-181254,56.4171,-18.2152,18.65,-13.26,25.03,0.76,7.52,9.9999,1,ND,3,PGC13765
034541-190532,56.4209,-19.0923,18.61,-13.3,23.09,0.31,3.13,9.9999,1,ND,3,PGC13765
034545-315538,56.438,-31.9275,19.75,-11.5,25.48,0.47,5.58,9.9999,0,ND,1,PGC13418
034547-350338,56.4495,-35.0606,17.73,-13.52,25.76,1.36,16.06,9.9999,1,ND,1,PGC13418
034550-355826,56.4596,-35.974,19.94,-11.32,27.3,1.0,11.87,9.9999,0,ND,1,PGC13418
034550-183131,56.4616,-18.5253,19.07,-12.85,23.7,0.34,3.38,9.9999,1,ND,3,PGC13765
034553-345608,56.4721,-34.9357,21.18,-10.07,25.02,0.19,2.34,9.9999,0,ND,1,PGC13418
034556-353624,56.4864,-35.6067,21.07,-10.18,26.32,0.37,4.48,9.9999,0,ND,1,PGC13418
034557-314946,56.4898,-31.8296,16.64,-14.61,23.18,0.68,8.11,9.9999,2,BC,1,PGC13418
034601-351558,56.5061,-35.2663,20.02,-11.24,25.5,0.42,4.99,9.9999,0,ND,1,PGC13418
034603-181917,56.5125,-18.3215,19.51,-12.41,25.83,0.74,7.32,9.9999,0,ND,3,PGC13765
034608-364920,56.5347,-36.8223,17.67,-13.58,25.56,1.28,15.13,9.9999,1,ND,1,PGC13418
034618-334548,56.5758,-33.7636,16.64,-14.61,23.69,0.86,10.24,9.9999,1,ND,1,PGC13418
034618-221721,56.5766,-22.2892,18.11,-14.01,23.02,0.47,3.81,9.9999,0,ND,3,PGC13738
034630-165500,56.6265,-16.9167,18.16,-11.9,23.49,0.21,4.63,9.9999,0,ND,3,PGC13821
034633-344110,56.6393,-34.6863,17.24,-14.01,23.88,0.71,8.47,9.9999,1,ND,1,PGC13418
034637-370933,56.6564,-37.1594,16.51,-14.74,23.87,1.0,11.85,9.9999,1,ND,1,PGC13418
034650-194828,56.7086,-19.808,19.21,-12.7,25.6,0.76,7.55,9.9999,0,ND,3,PGC13765
034657-350351,56.74,-35.0644,21.72,-9.53,25.85,0.22,2.67,9.9999,0,ND,1,PGC13418
034701-362616,56.756,-36.4378,16.34,-14.92,23.82,1.06,12.54,9.9999,1,ND,1,PGC13418
034703-161720,56.7661,-16.289,16.64,-13.42,21.69,0.18,4.07,9.9999,1,BC,3,PGC13821
034708-361937,56.784,-36.3272,16.03,-15.22,23.71,1.16,13.7,9.9999,1,ND,1,PGC13418
034713-385806,56.8061,-38.9685,14.89,-16.36,22.3,1.02,12.09,0.0031,1,BC,1,PGC13418
034716-321809,56.8178,-32.3025,16.48,-14.77,23.76,0.96,11.43,0.0044,1,ND,1,PGC13418
034717-343759,56.821,-34.6331,19.25,-12.01,26.09,0.79,9.35,9.9999,0,ND,1,PGC13418
034723-295939,56.8462,-29.9943,16.26,-14.99,21.18,0.32,3.85,9.9999,1,ND,1,PGC13418
034723-344645,56.8497,-34.7794,17.94,-13.31,23.27,0.39,4.64,9.9999,0,ND,1,PGC13418
034724-250222,56.8528,-25.0397,17.57,-13.8,22.9,0.41,4.65,9.9999,1,ND,2,PGC13434
034731-185034,56.8823,-18.8429,20.3,-11.62,25.53,0.44,4.44,9.9999,0,ND,3,PGC13765
034733-312708,56.8884,-31.4522,19.32,-11.93,24.92,0.44,5.25,9.9999,0,ND,1,PGC13418
034734-321517,56.8941,-32.2548,17.16,-14.09,23.02,0.5,5.95,9.9999,0,ND,1,PGC13418
034735-380040,56.8976,-38.0112,20.42,-10.83,27.15,0.75,8.86,9.9999,0,ND,1,PGC13418
034737-362149,56.9059,-36.3637,17.55,-13.7,24.03,0.66,7.89,9.9999,0,ND,1,PGC13418
034744-164641,56.9346,-16.7783,19.84,-10.22,25.65,0.26,5.8,9.9999,1,ND,3,PGC13821
034744-350301,56.9353,-35.0505,20.36,-10.89,25.88,0.43,5.08,9.9999,1,ND,1,PGC13418
034746-353935,56.9456,-35.6598,20.14,-11.11,24.52,0.25,3.0,9.9999,1,ND,1,PGC13418
034747-295539,56.9481,-29.9276,17.21,-14.04,24.45,0.94,11.19,9.9999,0,ND,1,PGC13418
034752-362818,56.9696,-36.4719,15.32,-15.93,23.13,1.23,14.55,9.9999,1,ND,1,PGC13418
034754-350218,56.9765,-35.0383,20.12,-11.13,25.43,0.38,4.59,9.9999,0,ND,1,PGC13418
034800-331434,57.001,-33.2429,19.38,-11.88,25.17,0.48,5.76,9.9999,1,ND,1,PGC13418
034802-350135,57.0088,-35.0265,18.02,-13.23,24.38,0.63,7.48,9.9999,0,ND,1,PGC13418
034804-364447,57.0181,-36.7464,18.56,-12.69,24.56,0.53,6.33,9.9999,1,ND,1,PGC13418
034808-380014,57.0352,-38.0041,20.35,-10.9,26.22,0.5,5.96,9.9999,0,ND,1,PGC13418
034809-373132,57.0406,-37.5256,17.54,-13.71,24.28,0.75,8.9,9.9999,1,ND,1,PGC13418
034811-184501,57.0486,-18.7505,20.66,-11.26,25.7,0.41,4.06,9.9999,0,ND,3,PGC13765
034815-204028,57.0632,-20.6746,20.83,-11.3,25.59,0.44,3.58,9.9999,0,ND,3,PGC13738
034821-360625,57.0916,-36.107,18.51,-12.74,25.38,0.8,9.45,9.9999,0,ND,1,PGC13418
034832-184446,57.136,-18.7462,20.47,-11.45,25.33,0.37,3.75,9.9999,0,ND,3,PGC13765
034836-214215,57.1511,-21.7044,19.37,-12.76,23.79,0.37,3.06,9.9999,1,ND,3,PGC13738
034855-355710,57.2313,-35.9529,18.0,-13.26,23.25,0.38,4.48,9.9999,0,ND,1,PGC13418
034911-390406,57.2984,-39.0686,19.49,-11.76,25.98,0.67,7.91,9.9999,0,ND,1,PGC13418
034912-365826,57.3024,-36.9741,17.33,-13.92,25.13,1.23,14.51,9.9999,0,ND,1,PGC13418
034913-355536,57.3076,-35.9268,19.33,-11.93,24.17,0.31,3.72,9.9999,0,ND,1,PGC13418
034928-314934,57.3689,-31.8261,19.78,-11.47,24.93,0.36,4.29,9.9999,0,ND,1,PGC13418
034949-355644,57.4542,-35.9456,15.53,-15.72,21.86,0.62,7.38,0.0039,1,ND,1,PGC13418
034949-370924,57.4573,-37.1568,20.65,-10.6,25.48,0.31,3.69,9.9999,0,ND,1,PGC13418
034953-321532,57.4723,-32.2591,16.28,-14.97,21.61,0.39,4.64,0.0034,2,BC,1,PGC13418
034959-323003,57.4959,-32.501,17.34,-13.91,23.05,0.46,5.53,9.9999,1,ND,1,PGC13418
034959-390701,57.4962,-39.117,16.24,-15.01,23.34,0.89,10.52,9.9999,0,ND,1,PGC13418
035009-362438,57.5391,-36.4107,20.92,-10.33,26.01,0.35,4.16,9.9999,0,ND,1,PGC13418
035016-384602,57.5687,-38.7674,19.38,-11.87,25.08,0.46,5.5,9.9999,0,ND,1,PGC13418
035023-351453,57.5966,-35.2481,18.56,-12.7,24.45,0.51,6.03,9.9999,0,ND,1,PGC13418
035031-375917,57.6321,-37.9881,18.64,-12.61,26.71,1.39,16.4,9.9999,0,ND,1,PGC13418
035036-355434,57.6529,-35.9095,14.12,-17.13,21.36,0.95,11.21,0.0044,1,ND,1,PGC13418
035045-381207,57.6896,-38.202,21.23,-10.02,25.49,0.24,2.84,9.9999,0,ND,1,PGC13418
035052-351019,57.7188,-35.172,17.64,-13.61,23.4,0.47,5.65,0.006,1,ND,1,PGC13418
035101-364101,57.7552,-36.6837,18.06,-13.19,24.51,0.65,7.78,9.9999,1,ND,1,PGC13418
035105-305908,57.7741,-30.9857,18.97,-12.29,23.83,0.31,3.75,9.9999,0,ND,1,PGC13418
035124-352832,57.8535,-35.4757,19.6,-11.65,25.38,0.48,5.71,9.9999,0,ND,1,PGC13418
035125-335055,57.8551,-33.8486,19.44,-11.81,25.38,0.52,6.16,9.9999,0,ND,1,PGC13418
035148-333826,57.9519,-33.6406,17.87,-13.38,26.9,2.16,25.53,9.9999,0,UD,1,PGC13418
035200-390252,58.0024,-39.0479,15.02,-16.23,23.24,1.48,17.56,9.9999,1,ND,1,PGC13418
035202-360212,58.0095,-36.0369,20.11,-11.14,25.76,0.45,5.37,9.9999,0,ND,1,PGC13418
035203-375230,58.0131,-37.8751,17.91,-13.34,24.17,0.6,7.1,9.9999,1,ND,1,PGC13418
035216-361816,58.068,-36.3047,17.21,-14.04,24.62,1.02,12.06,9.9999,0,ND,1,PGC13418
035259-331032,58.2469,-33.1756,18.09,-13.16,23.93,0.49,5.86,9.9999,1,ND,1,PGC13418
035307-385024,58.2807,-38.8401,16.85,-14.4,24.19,0.99,11.71,9.9999,1,ND,1,PGC13418
035317-375001,58.3227,-37.8338,18.35,-12.91,23.83,0.42,4.99,9.9999,0,ND,1,PGC13418
035345-391039,58.4406,-39.1776,15.94,-15.31,23.56,1.13,13.34,9.9999,1,ND,1,PGC13418
035401-360600,58.5081,-36.1002,17.88,-13.37,24.25,0.63,7.5,9.9999,0,ND,1,PGC13418
035418-365550,58.5782,-36.9306,18.23,-13.03,23.88,0.45,5.4,9.9999,0,ND,1,PGC13418
035422-203806,58.5943,-20.6351,17.59,-14.6,23.79,0.86,6.92,9.9999,0,ND,3,PGC14084
035427-370830,58.6154,-37.1417,18.49,-12.77,25.23,0.75,8.93,9.9999,0,ND,1,PGC13418
035436-202924,58.6506,-20.4902,18.31,-13.88,19.95,0.1,0.85,9.9999,2,ND,3,PGC14084
035437-354158,58.6575,-35.6997,13.25,-18.0,20.04,0.77,9.1,9.9999,0,ND,1,PGC13418
035442-363232,58.6788,-36.5423,19.26,-11.99,25.89,0.71,8.45,9.9999,0,ND,1,PGC13418
035446-203520,58.6929,-20.5891,21.47,-10.73,25.68,0.34,2.79,9.9999,0,ND,3,PGC14084
035447-203651,58.6984,-20.6143,20.47,-11.72,27.59,1.33,10.6,9.9999,0,ND,3,PGC14084
035521-281238,58.8375,-28.2108,18.72,-12.82,24.1,0.45,4.76,9.9999,1,ND,3,PGC14106
035548-354821,58.9532,-35.8058,17.73,-13.53,24.32,0.7,8.32,9.9999,0,ND,1,PGC13418
035640-350141,59.1696,-35.0283,17.86,-13.4,24.52,0.72,8.58,9.9999,0,ND,1,PGC13418
035703-331525,59.2651,-33.257,17.83,-13.43,24.58,0.75,8.93,9.9999,0,ND,1,PGC13418
035720-351638,59.3353,-35.2773,17.2,-14.05,23.42,0.59,7.0,9.9999,1,ND,1,PGC13418
035941-364217,59.9246,-36.7049,14.58,-16.67,21.64,0.87,10.34,9.9999,1,HD,1,PGC13418
035943-371147,59.9313,-37.1965,16.54,-14.72,23.64,0.89,10.53,9.9999,0,ND,1,PGC13418
040000-674941,60.0032,-67.8281,20.57,-10.61,26.09,0.38,5.07,9.9999,0,ND,3,PGC14236
040007-673835,60.031,-67.6432,17.42,-13.77,25.9,1.51,19.9,9.9999,0,UD,3,PGC14236
040016-323700,60.0702,-32.6168,19.9,-11.35,25.49,0.44,5.24,9.9999,0,ND,1,PGC13418
040026-672946,60.1097,-67.4963,19.92,-11.26,24.29,0.22,2.98,9.9999,0,ND,3,PGC14236
040103-351052,60.2661,-35.1812,19.66,-11.6,26.89,0.94,11.18,9.9999,0,ND,1,PGC13418
040152-321941,60.4705,-32.3282,19.95,-11.3,24.73,0.3,3.61,9.9999,0,ND,1,PGC13418
040312-385549,60.8025,-38.9303,18.99,-11.47,24.64,0.31,5.37,9.9999,0,ND,2,PGC14391
040441-551856,61.1744,-55.3157,18.55,-12.74,25.04,0.68,7.91,9.9999,0,ND,3,PGC14397
040645-475512,61.6909,-47.9203,20.35,-9.99,25.21,0.2,3.74,9.9999,0,ND,3,PGC14526
040653-480441,61.7248,-48.0783,18.87,-11.46,25.0,0.37,6.69,9.9999,0,ND,3,PGC14526
040725-534603,61.8554,-53.7675,17.55,-13.75,24.13,0.71,8.27,9.9999,0,ND,3,PGC14397
040754-475039,61.9781,-47.8444,21.05,-9.28,24.96,0.13,2.42,9.9999,0,ND,3,PGC14526
040902-560041,62.2598,-56.0115,14.75,-16.26,21.51,0.67,8.96,9.9999,1,BC,2,PGC14765
040931-552000,62.3802,-55.3334,16.43,-14.58,22.24,0.43,5.79,9.9999,1,BC,2,PGC14765
040932-574910,62.3857,-57.8197,16.95,-14.32,22.41,0.41,4.92,9.9999,2,ND,3,PGC14659
040955-553417,62.4819,-55.5715,20.53,-10.48,24.88,0.22,2.95,9.9999,0,ND,2,PGC14765
041005-562855,62.5219,-56.4821,18.14,-13.13,21.13,0.13,1.59,9.9999,0,ND,3,PGC14659
041011-563203,62.5467,-56.5343,20.28,-10.99,25.32,0.33,4.06,9.9999,0,ND,3,PGC14659
041023-561610,62.5983,-56.2696,19.75,-11.26,24.54,0.27,3.62,9.9999,0,ND,2,PGC14765
041031-070847,62.6312,-7.1466,20.56,-12.84,25.28,0.69,3.51,9.9999,0,ND,3,PGC14600
041033-553015,62.6391,-55.5044,20.36,-10.65,25.27,0.28,3.82,9.9999,1,ND,2,PGC14765
041048-473753,62.7029,-47.6316,18.99,-11.34,23.54,0.17,3.24,9.9999,1,ND,3,PGC14526
041052-332659,62.7207,-33.45,19.86,-11.44,25.41,0.44,5.14,9.9999,0,ND,2,PGC14638
041115-330445,62.8128,-33.0793,18.37,-12.93,24.83,0.67,7.82,9.9999,1,ND,2,PGC14638
041126-325127,62.8601,-32.8576,16.74,-14.56,22.74,0.54,6.33,9.9999,1,ND,2,PGC14638
041138-330709,62.9094,-33.1194,20.07,-11.23,26.82,0.77,8.96,9.9999,0,ND,2,PGC14638
041141-560255,62.921,-56.0487,17.55,-13.46,24.17,0.63,8.43,9.9999,1,ND,2,PGC14765
041205-555052,63.0226,-55.8479,17.62,-13.39,24.22,0.62,8.36,9.9999,0,ND,2,PGC14765
041215-555207,63.0649,-55.8687,16.97,-14.04,23.42,0.58,7.77,9.9999,1,ND,2,PGC14765
041220-560515,63.0848,-56.0877,20.79,-10.22,24.94,0.2,2.7,9.9999,0,ND,2,PGC14765
041225-560537,63.1064,-56.0937,20.92,-10.09,25.68,0.26,3.59,9.9999,1,ND,2,PGC14765
041249-562852,63.2077,-56.4813,20.18,-10.83,24.41,0.21,2.8,9.9999,0,ND,2,PGC14765
041318-574934,63.3269,-57.8263,20.16,-11.11,24.48,0.24,2.92,9.9999,0,ND,3,PGC14659
041324-553854,63.3534,-55.6486,19.61,-11.39,25.22,0.39,5.27,9.9999,0,ND,2,PGC14765
041329-535503,63.3717,-53.9177,16.66,-14.35,23.9,0.84,11.21,9.9999,0,ND,2,PGC14765
041409-554226,63.5376,-55.7073,16.21,-14.8,23.65,0.92,12.3,9.9999,1,ND,2,PGC14765
041444-552456,63.6861,-55.4156,19.47,-11.54,25.86,0.56,7.58,9.9999,0,ND,2,PGC14765
041504-555618,63.7688,-55.9385,18.24,-12.77,25.18,0.73,9.74,9.9999,0,ND,2,PGC14765
041550-544006,63.9587,-54.6685,18.5,-12.51,24.64,0.5,6.73,9.9999,0,ND,2,PGC14765
041606-552212,64.0284,-55.3701,18.33,-12.68,25.46,0.8,10.65,9.9999,0,ND,2,PGC14765
041607-541614,64.0305,-54.2707,20.08,-10.93,25.2,0.31,4.22,9.9999,0,ND,2,PGC14765
041609-552730,64.0391,-55.4586,19.8,-11.21,24.88,0.31,4.14,9.9999,1,ND,2,PGC14765
041616-545339,64.0707,-54.8942,15.42,-15.59,22.16,0.66,8.88,9.9999,1,ND,2,PGC14765
041658-560050,64.2457,-56.014,19.06,-11.95,24.32,0.33,4.49,9.9999,0,ND,2,PGC14765
041804-554528,64.5188,-55.758,17.88,-13.13,25.0,0.79,10.61,9.9999,1,ND,2,PGC14765
041820-562331,64.5851,-56.392,17.9,-13.11,24.21,0.54,7.3,9.9999,0,ND,2,PGC14765
041929-553901,64.8727,-55.6505,18.42,-12.59,24.94,0.6,8.03,9.9999,1,ND,2,PGC14765
041940-313613,64.9207,-31.6037,19.24,-13.94,24.24,0.77,3.99,9.9999,0,ND,3,PGC14910
041958-572333,64.9936,-57.3926,17.63,-13.83,24.18,0.75,8.15,9.9999,0,ND,2,PGC14965
042026-582908,65.11,-58.4858,17.4,-14.05,24.35,0.9,9.79,9.9999,0,ND,2,PGC14965
042048-314853,65.2007,-31.8149,21.78,-11.4,26.16,0.58,3.0,9.9999,0,ND,3,PGC14910
042148-570742,65.4502,-57.1283,17.66,-13.79,24.87,1.01,11.03,9.9999,0,ND,2,PGC14965
042206-575837,65.5272,-57.977,18.93,-12.52,24.17,0.41,4.47,9.9999,1,ND,2,PGC14965
042233-564111,65.6387,-56.6865,18.73,-12.73,25.28,0.75,8.15,9.9999,0,ND,2,PGC14965
042258-565704,65.7432,-56.9511,20.35,-11.1,25.48,0.38,4.23,9.9999,1,ND,2,PGC14965
042305-565725,65.7721,-56.9571,20.51,-10.94,27.81,1.05,11.47,9.9999,0,ND,2,PGC14965
042311-565959,65.798,-56.9999,17.01,-14.44,24.73,1.28,13.97,9.9999,1,ND,2,PGC14965
042336-570444,65.904,-57.079,18.79,-12.66,24.7,0.55,6.06,9.9999,1,ND,2,PGC14965
042345-541556,65.9399,-54.2656,16.93,-14.06,24.2,0.86,11.38,9.9999,1,ND,3,PGC15153
042412-565008,66.0525,-56.8358,20.06,-11.4,25.02,0.36,3.92,9.9999,1,ND,2,PGC14965
042430-562703,66.1274,-56.4511,19.3,-12.16,26.58,1.05,11.42,9.9999,1,ND,2,PGC14965
042452-565655,66.2202,-56.9488,18.46,-12.99,25.16,0.8,8.71,9.9999,0,ND,2,PGC14965
042523-564957,66.3467,-56.8327,17.57,-13.88,24.55,0.91,9.92,9.9999,0,ND,2,PGC14965
042559-570033,66.4968,-57.0092,19.63,-11.83,24.46,0.34,3.69,9.9999,0,ND,2,PGC14965
042715-551116,66.8161,-55.188,16.44,-14.55,23.68,0.84,11.21,9.9999,1,ND,3,PGC15153
043159-494231,67.9973,-49.7088,20.61,-11.27,25.37,0.4,3.57,9.9999,0,ND,3,PGC15455
044231-202804,70.6315,-20.4679,21.11,-10.59,25.36,0.28,2.82,9.9999,0,ND,3,PGC15850
044354-591537,70.9758,-59.2603,21.85,-9.15,25.78,0.18,2.44,9.9999,0,ND,3,PGC15941
044528-590421,71.3699,-59.0725,15.68,-15.31,22.8,0.78,10.57,9.9999,2,ND,3,PGC15941
044553-592028,71.4713,-59.3412,20.93,-10.07,27.19,0.52,7.15,9.9999,0,ND,3,PGC15941
044717-591757,71.8216,-59.2994,18.21,-12.79,24.77,0.6,8.18,9.9999,0,ND,3,PGC15941
044732-063024,71.8847,-6.5068,17.7,-15.47,23.26,0.94,5.16,9.9999,0,ND,3,PGC16057
044756-063711,71.9833,-6.6197,19.97,-13.21,24.51,0.59,3.23,9.9999,1,ND,3,PGC16057
044825-035224,72.1071,-3.8734,20.47,-12.59,24.47,0.46,2.53,9.9999,0,ND,3,PGC16060
044838-584618,72.1585,-58.7719,18.38,-12.61,24.57,0.5,6.88,9.9999,1,ND,3,PGC15941
044852-063100,72.2203,-6.5167,20.09,-13.09,25.06,0.72,3.94,9.9999,0,ND,3,PGC16057
045223-055245,73.0989,-5.8793,19.29,-13.73,24.15,0.67,3.74,9.9999,0,ND,3,PGC16195
050439-371603,76.1626,-37.2675,20.02,-9.92,24.12,0.11,2.64,9.9999,0,ND,2,PGC16779
050608-380036,76.5346,-38.0103,19.98,-9.96,24.75,0.16,3.59,9.9999,0,ND,2,PGC16779
050611-374145,76.5471,-37.6959,21.23,-8.71,25.79,0.14,3.26,9.9999,0,ND,2,PGC16779
050624-373859,76.6004,-37.65,20.31,-9.63,25.64,0.2,4.64,9.9999,0,ND,2,PGC16779
050703-373916,76.7632,-37.6545,21.35,-8.59,27.53,0.3,6.87,9.9999,0,ND,2,PGC16779
050709-373846,76.7897,-37.6464,21.18,-8.76,24.1,0.06,1.53,9.9999,2,ND,2,PGC16779
050724-373906,76.8533,-37.6518,18.22,-11.72,25.49,0.51,11.36,9.9999,0,ND,2,PGC16779
050752-374418,76.9674,-37.7385,16.85,-13.09,22.51,0.24,5.41,9.9999,0,BC,2,PGC16779
050755-380045,76.9809,-38.0127,17.98,-11.96,23.91,0.27,6.12,9.9999,0,ND,2,PGC16779
053251-215830,83.2158,-21.9752,21.32,-10.31,25.71,0.29,3.02,9.9999,0,ND,2,PGC17436
053326-215757,83.3617,-21.9659,20.05,-11.57,25.24,0.42,4.35,9.9999,1,ND,2,PGC17436
053331-220501,83.3815,-22.0838,20.75,-10.87,25.44,0.33,3.45,9.9999,0,ND,2,PGC17436
053333-215918,83.3902,-21.9885,18.71,-12.91,25.85,1.03,10.69,9.9999,1,ND,2,PGC17436
053340-214801,83.4198,-21.8005,19.31,-12.32,24.05,0.34,3.55,9.9999,0,ND,2,PGC17436
053345-220807,83.4407,-22.1354,20.32,-11.3,27.05,0.85,8.85,9.9999,0,ND,2,PGC17436
053354-215333,83.475,-21.8927,17.69,-13.94,22.39,0.33,3.48,9.9999,1,ND,2,PGC17436
053448-181305,83.7,-18.2181,19.39,-14.32,25.11,1.33,5.56,9.9999,0,ND,2,PGC17487
053459-174553,83.747,-17.7648,19.49,-14.21,23.52,0.61,2.55,9.9999,1,ND,2,PGC17487
053526-175743,83.8596,-17.962,19.49,-14.22,23.14,0.51,2.14,9.9999,2,ND,2,PGC17487
053549-175855,83.9569,-17.9821,18.41,-15.29,23.35,0.92,3.87,9.9999,0,ND,2,PGC17487
053552-174739,83.9673,-17.7943,19.79,-13.91,23.41,0.5,2.11,9.9999,1,ND,2,PGC17487
053602-180311,84.0097,-18.0533,19.85,-13.86,24.24,0.72,3.02,9.9999,0,ND,2,PGC17487
053614-174349,84.0623,-17.7303,17.62,-16.09,22.64,0.96,4.03,9.9999,1,ND,2,PGC17487
054112-301239,85.3033,-30.2109,19.16,-13.92,24.04,0.72,3.76,9.9999,1,ND,3,PGC17657
054334-295832,85.8952,-29.9757,18.83,-14.25,24.97,1.29,6.73,9.9999,1,ND,3,PGC17657
054336-300058,85.9001,-30.0163,16.74,-16.34,21.83,0.79,4.15,9.9999,1,ND,3,PGC17657
054355-191129,85.9796,-19.1915,19.77,-13.21,24.04,0.49,2.85,9.9999,0,ND,3,PGC17668
054411-191404,86.0468,-19.2347,21.61,-11.37,26.62,0.7,4.01,9.9999,0,ND,3,PGC17668
054543-220341,86.4323,-22.0615,18.78,-14.38,23.24,0.61,3.11,9.9999,2,ND,3,PGC17772
054621-184133,86.5891,-18.6926,20.77,-12.58,24.09,0.36,1.84,9.9999,0,ND,3,PGC17810
054633-184131,86.6403,-18.6921,19.35,-13.99,24.21,0.74,3.74,9.9999,0,ND,3,PGC17810
054901-213409,87.2574,-21.5692,19.14,-12.93,24.14,0.46,4.0,9.9999,0,ND,3,PGC17975
055015-213529,87.5656,-21.5916,21.17,-10.9,25.41,0.32,2.81,9.9999,0,ND,3,PGC17975
055051-212635,87.7162,-21.4433,20.92,-11.15,26.11,0.5,4.35,9.9999,0,ND,3,PGC17975
055747-231432,89.4473,-23.2424,17.67,-14.24,22.92,0.49,4.48,9.9999,0,ND,3,PGC18258
060125-234228,90.3565,-23.7078,19.54,-12.38,24.19,0.37,3.41,9.9999,0,ND,3,PGC18258
062040-573413,95.1683,-57.5705,21.18,-11.54,25.24,0.39,2.59,9.9999,0,ND,3,PGC18833
062130-572945,95.3791,-57.4959,18.69,-14.12,22.74,0.41,2.58,9.9999,0,ND,3,PGC18835
062159-594645,95.4978,-59.7793,21.28,-11.11,26.31,0.54,4.05,9.9999,0,ND,3,PGC18880
071111+471134,107.796,47.1928,19.1,-12.03,24.19,0.28,4.16,9.9999,0,ND,3,PGC20395
071416+570320,108.5705,57.0556,18.83,-14.74,24.19,1.04,4.71,9.9999,0,ND,3,PGC20536
071609+565253,109.0384,56.8814,18.42,-15.15,23.22,0.8,3.65,9.9999,1,ND,3,PGC20536
071613+565024,109.0563,56.84,20.28,-13.28,24.93,0.75,3.4,9.9999,0,ND,3,PGC20536
071618+564957,109.0776,56.8327,20.58,-12.99,24.39,0.51,2.3,9.9999,0,ND,3,PGC20536
071619+583015,109.0799,58.5044,20.67,-12.9,26.19,1.12,5.09,9.9999,0,ND,3,PGC20536
071625+565041,109.1077,56.8448,21.23,-12.34,25.25,0.56,2.54,9.9999,0,ND,3,PGC20536
071626+564355,109.1123,56.7322,18.87,-14.7,23.8,0.85,3.87,9.9999,1,ND,3,PGC20536
071646+564814,109.195,56.8041,20.43,-13.13,25.16,0.78,3.52,9.9999,0,ND,3,PGC20536
071704+564636,109.2689,56.7767,19.95,-13.62,25.62,1.2,5.44,9.9999,0,ND,3,PGC20536
071724+681749,109.3505,68.297,18.84,-14.3,24.14,0.87,4.58,9.9999,0,ND,3,PGC20611
