ID,RAdeg,DEdeg,gmag,gMag,mu,PRh,ARh,z,Nuc,Class,Env,PGC
135508+402640,208.784,40.4445,19.39,-12.72,23.98,0.41,3.31,9.9999,0,ND,2,PGC49514
135509-074032,208.7894,-7.6757,22.56,-10.42,25.78,0.31,1.76,9.9999,0,ND,3,PGC49412
135516+594448,208.8195,59.7468,18.62,-14.11,25.27,1.4,8.53,9.9999,0,ND,3,PGC49489
135526+550123,208.8599,55.0231,19.05,-13.16,25.0,0.82,6.2,9.9999,0,ND,2,PGC49874
135526+051425,208.8616,5.2405,18.36,-13.16,25.58,1.04,11.08,9.9999,1,ND,2,PGC49547
135527+410819,208.8645,41.1388,17.02,-15.1,22.97,0.78,6.2,0.0075,0,ND,2,PGC49514
135532-072034,208.8856,-7.3429,20.75,-12.23,25.46,0.63,3.49,9.9999,0,ND,3,PGC49412
135535-053016,208.899,-5.5046,18.95,-14.47,25.67,1.97,8.78,9.9999,0,UD,3,PGC49583
135541+053332,208.9243,5.559,18.64,-12.88,25.53,0.9,9.54,9.9999,1,ND,2,PGC49547
135542+592800,208.9277,59.4667,17.49,-15.24,23.05,0.85,5.16,9.9999,0,ND,3,PGC49489
135548+403414,208.9529,40.5706,18.28,-13.83,24.06,0.72,5.7,9.9999,1,ND,2,PGC49514
135549+471643,208.9549,47.2789,19.12,-13.03,24.99,0.75,5.95,9.9999,0,ND,3,PGC49563
135550+051947,208.9612,5.3299,19.97,-11.55,25.95,0.59,6.27,9.9999,0,ND,2,PGC49547
135558+053633,208.9946,5.6094,19.43,-12.09,26.56,1.0,10.63,9.9999,0,ND,2,PGC49547
135605-052614,209.022,-5.4372,21.19,-12.23,26.24,0.91,4.08,9.9999,0,ND,3,PGC49583
135609+401804,209.0402,40.3012,17.19,-14.93,25.63,2.46,19.5,9.9999,0,UD,2,PGC49514
135610-055347,209.0458,-5.8966,18.99,-14.43,24.25,1.0,4.5,9.9999,0,ND,3,PGC49583
135614-053049,209.0608,-5.5139,19.76,-13.66,24.14,0.67,3.0,9.9999,1,ND,3,PGC49583
135619-053141,209.0797,-5.5282,20.54,-12.88,25.83,1.02,4.55,9.9999,0,ND,3,PGC49583
135621+051944,209.0889,5.3289,16.97,-14.55,23.25,0.68,7.2,0.0047,1,ND,2,PGC49547
135634+410106,209.1452,41.0186,19.39,-12.72,25.37,0.78,6.25,9.9999,0,ND,2,PGC49514
135635-052544,209.1478,-5.4291,17.51,-15.91,21.92,0.68,3.04,9.9999,1,ND,3,PGC49583
135636+593353,209.1513,59.5647,19.3,-13.43,24.54,0.73,4.45,9.9999,0,ND,3,PGC49489
135653-052950,209.2213,-5.4974,18.63,-14.79,24.02,1.07,4.79,9.9999,1,ND,3,PGC49583
135655+050906,209.2316,5.1519,15.45,-16.06,22.16,0.82,8.74,0.0051,1,ND,2,PGC49547
135706+592522,209.2779,59.4229,17.59,-15.14,23.12,0.84,5.11,0.0066,0,ND,3,PGC49489
135714+540603,209.3116,54.1011,15.04,-17.16,22.62,1.72,13.05,0.0011,1,ND,2,PGC49874
135723+053425,209.3487,5.5738,15.69,-15.83,23.41,1.31,13.94,0.0035,1,ND,2,PGC49547
135737-053302,209.4071,-5.5508,20.19,-13.23,24.95,0.8,3.57,9.9999,1,ND,3,PGC49583
135844+405450,209.6847,40.914,16.5,-15.61,22.22,0.7,5.56,0.0075,2,ND,2,PGC49514
135853+051248,209.7233,5.2134,19.33,-12.18,25.21,0.56,5.96,9.9999,0,ND,2,PGC49547
140005+574119,210.0221,57.6888,18.26,-14.8,24.2,1.19,6.17,9.9999,0,ND,2,PGC49881
140101+545555,210.2581,54.932,17.17,-15.04,21.49,0.38,2.91,0.006,1,ND,2,PGC49874
140116+515222,210.3169,51.873,15.41,-16.97,19.65,0.39,2.82,0.0076,2,ND,2,PGC50331
140221-061855,210.5914,-6.3155,19.12,-13.6,25.73,1.37,8.4,9.9999,0,ND,2,PGC50084
140230+502905,210.6255,50.485,18.74,-13.64,24.33,0.73,5.24,9.9999,0,ND,2,PGC50331
140304+554229,210.7668,55.7081,16.49,-15.72,22.57,0.86,6.56,0.0076,1,ND,2,PGC49874
140340+555741,210.9203,55.9614,18.86,-13.34,24.74,0.78,5.97,9.9999,1,ND,2,PGC49874
140344+535636,210.9372,53.9436,19.09,-10.08,25.8,0.28,8.8,9.9999,0,ND,3,PGC50063
140415+040643,211.066,4.1122,14.33,-17.19,22.0,1.28,13.64,0.0041,1,MD,2,PGC49547
140424+550613,211.1035,55.1037,19.46,-12.75,25.26,0.76,5.78,9.9999,1,ND,2,PGC50191
140511+504205,211.2974,50.7016,19.05,-13.33,23.99,0.54,3.88,9.9999,0,ND,2,PGC50331
140518+504355,211.3273,50.7321,18.68,-13.7,23.99,0.64,4.59,9.9999,1,ND,2,PGC50331
140521+541611,211.3414,54.2698,15.64,-13.53,22.49,0.3,9.35,0.0071,1,BC,3,PGC50063
140533+504051,211.3908,50.6811,20.51,-11.87,25.12,0.47,3.33,9.9999,0,ND,2,PGC50331
140545+520230,211.4402,52.0417,18.28,-14.1,23.47,0.61,4.35,9.9999,0,BC,2,PGC50331
140556+502556,211.4854,50.4322,18.86,-13.52,24.31,0.69,4.91,9.9999,1,ND,2,PGC50331
140609+551326,211.5375,55.2241,15.54,-16.67,21.46,0.8,6.09,0.0064,1,ND,2,PGC50191
140614+544115,211.559,54.6875,17.79,-14.42,23.29,0.66,5.03,0.0055,0,ND,2,PGC50191
140617+551624,211.5742,55.2736,18.95,-13.25,23.72,0.47,3.58,9.9999,0,ND,2,PGC50191
140642+541408,211.6759,54.2356,18.04,-14.17,23.14,0.55,4.19,9.9999,1,ND,2,PGC50191
140648+550147,211.7009,55.0299,15.24,-16.96,20.64,0.63,4.8,0.0068,1,ND,2,PGC50191
140648+503856,211.702,50.6491,18.65,-13.73,23.63,0.55,3.95,9.9999,1,ND,2,PGC50331
140649+534430,211.7083,53.7419,19.44,-9.73,25.32,0.19,5.99,9.9999,0,ND,3,PGC50063
140703+504314,211.7625,50.7207,17.45,-14.94,22.74,0.64,4.57,0.0074,1,ND,2,PGC50331
140707+503952,211.7833,50.6646,19.47,-12.91,25.03,0.72,5.15,9.9999,1,ND,2,PGC50331
140715+544950,211.8138,54.8307,19.73,-12.47,24.7,0.51,3.93,9.9999,1,ND,2,PGC50191
140716+544802,211.8197,54.8007,15.95,-16.25,20.56,0.44,3.33,0.0063,1,ND,2,PGC50191
140727+543725,211.866,54.6236,18.88,-13.32,22.91,0.33,2.56,9.9999,1,ND,2,PGC50191
140729+505026,211.8739,50.8407,18.05,-14.33,24.18,0.94,6.71,9.9999,0,ND,2,PGC50331
140736+545227,211.9006,54.8744,19.28,-12.93,24.29,0.53,4.01,9.9999,1,ND,2,PGC50191
140738+503019,211.91,50.5054,21.11,-11.27,26.01,0.53,3.81,9.9999,0,ND,2,PGC50331
140739+544740,211.9136,54.7946,14.27,-17.94,20.15,0.79,5.98,0.0077,2,ND,2,PGC50191
140741+543518,211.924,54.5886,19.16,-13.05,24.42,0.59,4.5,9.9999,0,ND,2,PGC50191
140746+541524,211.9439,54.2569,19.33,-12.88,24.99,0.71,5.42,9.9999,0,ND,2,PGC50191
140758+505148,211.9931,50.8634,16.82,-15.56,22.51,0.77,5.49,9.9999,0,ND,2,PGC50331
140820+505240,212.0858,50.8779,16.33,-16.05,21.32,0.55,3.97,0.008,1,ND,2,PGC50331
140824+532928,212.1041,53.4913,17.98,-11.19,22.86,0.12,3.79,0.0073,1,ND,3,PGC50063
140830+545248,212.1276,54.8801,18.84,-13.37,24.15,0.61,4.61,9.9999,0,ND,2,PGC50191
140833+552649,212.141,55.4471,19.17,-13.03,25.06,0.79,6.01,9.9999,0,ND,2,PGC50191
140837+541930,212.156,54.3252,19.4,-12.81,26.01,1.11,8.41,9.9999,0,ND,2,PGC50191
140843-010941,212.1804,-1.1616,13.5,-18.66,19.86,0.89,7.46,0.0051,1,ND,2,PGC50782
140843+551002,212.1825,55.1673,20.53,-11.67,26.3,0.75,5.68,9.9999,0,ND,2,PGC50191
140846+550459,212.1934,55.0832,20.81,-11.39,25.37,0.42,3.24,9.9999,0,ND,2,PGC50191
140849+545121,212.2052,54.856,17.08,-15.12,22.34,0.59,4.5,0.0068,0,ND,2,PGC50191
140855+550119,212.2325,55.0221,17.79,-14.42,23.36,0.68,5.19,0.0068,1,ND,2,PGC50191
140902+545145,212.2585,54.8627,18.42,-13.79,24.31,0.79,6.01,9.9999,1,ND,2,PGC50191
140916+550204,212.3197,55.0347,19.83,-12.38,23.69,0.31,2.36,9.9999,0,ND,2,PGC50191
140942+563231,212.425,56.542,17.42,-14.78,23.32,0.79,6.02,0.0063,1,ND,2,PGC50191
141012+552223,212.5513,55.3731,18.63,-13.57,23.79,0.56,4.29,9.9999,0,ND,2,PGC50191
141036+193441,212.653,19.5781,18.65,-14.02,24.25,0.82,5.26,9.9999,0,ND,3,PGC50613
141050-033157,212.7088,-3.5326,18.66,-13.5,24.2,0.61,5.11,9.9999,0,ND,2,PGC50782
141105-051318,212.7722,-5.2217,19.56,-11.01,25.94,0.45,7.53,9.9999,1,ND,3,PGC50670
141337-030536,213.4057,-3.0934,21.25,-10.9,25.43,0.32,2.73,9.9999,0,ND,2,PGC50782
141338-032008,213.4116,-3.3357,19.45,-12.7,24.76,0.55,4.6,9.9999,1,ND,2,PGC50782
141352-030322,213.4694,-3.0561,19.13,-13.02,24.99,0.7,5.93,9.9999,0,ND,2,PGC50782
141354+551603,213.4756,55.2676,17.8,-14.41,23.74,0.81,6.17,0.0056,1,ND,2,PGC50191
141530+361630,213.8769,36.275,20.3,-12.79,25.62,0.91,4.61,9.9999,0,ND,2,PGC50942
141540+353752,213.9185,35.6311,18.48,-14.61,25.18,1.73,8.73,9.9999,0,UD,2,PGC50942
141541+361612,213.9221,36.2701,19.0,-14.1,23.81,0.72,3.66,9.9999,0,ND,2,PGC50942
141542+362632,213.9283,36.4423,19.65,-13.44,23.97,0.57,2.91,9.9999,0,ND,2,PGC50942
141543+361318,213.9313,36.2219,18.45,-14.65,22.82,0.59,2.99,0.0103,2,ND,2,PGC50942
141549+361324,213.9565,36.2236,19.29,-13.8,23.43,0.53,2.68,9.9999,0,ND,2,PGC50942
141600+361710,214.0027,36.2863,17.03,-16.06,22.69,1.07,5.4,0.0088,2,ND,2,PGC50942
141618+362330,214.0787,36.3919,20.63,-12.46,25.58,0.77,3.9,9.9999,0,ND,2,PGC50942
141621+552925,214.0888,55.4905,19.67,-13.55,25.26,1.1,5.23,9.9999,0,ND,2,PGC51036
141658+362713,214.2431,36.4537,19.56,-13.41,24.05,0.59,3.16,9.9999,1,ND,2,PGC51104
141703+362923,214.2628,36.49,15.5,-17.47,21.52,1.19,6.36,0.0115,1,ND,2,PGC51104
141715+363032,214.3152,36.5091,20.32,-12.65,24.35,0.47,2.55,9.9999,0,ND,2,PGC51104
141723+361157,214.3462,36.1994,19.4,-13.57,24.74,0.87,4.67,9.9999,0,ND,2,PGC51104
141727+361627,214.3627,36.2744,19.47,-13.5,24.37,0.71,3.81,9.9999,0,ND,2,PGC51104
141730+361739,214.3784,36.2942,20.16,-12.81,25.76,0.99,5.27,9.9999,0,ND,2,PGC51104
141756+363129,214.4837,36.5248,18.13,-14.84,24.36,1.32,7.03,9.9999,0,ND,2,PGC51104
141803+362027,214.5148,36.341,17.46,-15.51,22.72,0.84,4.5,0.0117,1,ND,2,PGC51104
141820+364411,214.5843,36.7365,20.99,-11.98,25.5,0.59,3.18,9.9999,0,ND,2,PGC51104
141822+364120,214.5934,36.6892,20.38,-12.59,25.18,0.68,3.64,9.9999,0,ND,2,PGC51104
141824+362529,214.6005,36.4248,18.35,-14.62,24.02,1.02,5.43,9.9999,1,ND,2,PGC51104
141824+363326,214.6038,36.5575,21.32,-11.65,25.22,0.45,2.4,9.9999,0,ND,2,PGC51104
141854+361122,214.7277,36.1896,20.88,-12.09,26.59,1.04,5.53,9.9999,0,ND,2,PGC51104
141856+362858,214.7338,36.483,18.56,-14.41,25.07,1.5,7.97,9.9999,0,UD,2,PGC51104
141902+363912,214.7605,36.6534,19.75,-13.22,25.13,0.89,4.75,9.9999,0,ND,2,PGC51104
141914+362133,214.8094,36.3594,15.65,-17.32,20.92,0.85,4.52,0.0108,1,ND,2,PGC51104
141914+030725,214.812,3.1239,17.08,-14.48,25.13,1.54,16.26,9.9999,0,UD,2,PGC51233
141924+363005,214.8527,36.5016,19.59,-13.38,26.45,1.77,9.42,9.9999,0,UD,2,PGC51104
141931+391603,214.88,39.2677,20.71,-11.68,26.65,0.88,6.16,9.9999,0,ND,3,PGC51251
141933+033048,214.8876,3.5135,21.3,-10.26,24.93,0.2,2.13,9.9999,0,ND,2,PGC51233
141954+035906,214.9772,3.9851,19.56,-12.0,24.9,0.44,4.66,9.9999,0,ND,2,PGC51233
141959+033314,214.9999,3.554,20.45,-11.11,24.18,0.21,2.22,9.9999,0,ND,2,PGC51233
142000+025538,215.0017,2.9274,20.09,-11.48,26.43,0.7,7.4,9.9999,0,ND,2,PGC51233
142008+033325,215.0339,3.5571,22.14,-9.42,26.61,0.29,3.12,9.9999,0,ND,2,PGC51233
142041+032737,215.1748,3.4603,21.06,-10.5,27.34,0.68,7.18,9.9999,0,ND,2,PGC51233
142043+040837,215.1816,4.1437,16.87,-14.69,23.46,0.78,8.3,0.0057,0,BC,2,PGC51233
142054+032216,215.2258,3.3712,19.18,-12.38,26.4,1.04,11.06,9.9999,0,ND,2,PGC51233
142055+031416,215.2332,3.238,12.86,-18.7,19.55,0.82,8.68,0.0051,2,TS,2,PGC51233
142057+353606,215.2413,35.6017,18.12,-14.85,23.47,0.88,4.71,9.9999,0,ND,2,PGC51104
142106+042414,215.2755,4.404,18.72,-12.84,23.42,0.32,3.48,9.9999,1,ND,2,PGC51233
142112+035006,215.3017,3.8352,20.69,-10.87,25.5,0.34,3.66,9.9999,1,ND,2,PGC51233
142113+032513,215.3071,3.4204,20.91,-10.65,25.81,0.36,3.8,9.9999,0,ND,2,PGC51233
142122+350936,215.343,35.1601,17.37,-15.6,23.41,1.21,6.43,9.9999,0,ND,2,PGC51104
142145+503022,215.4406,50.5062,17.82,-14.75,23.01,0.66,4.36,9.9999,2,ND,2,PGC51340
142150+502317,215.4596,50.3883,17.09,-15.48,22.36,0.69,4.53,0.0083,2,BC,2,PGC51340
142151+030424,215.4659,3.0735,18.4,-13.16,23.98,0.49,5.21,9.9999,0,ND,2,PGC51233
142152+351241,215.4678,35.2116,19.01,-13.96,24.02,0.75,4.01,9.9999,0,ND,2,PGC51104
142159+024714,215.4989,2.7875,18.3,-13.26,24.05,0.53,5.64,9.9999,1,ND,2,PGC51233
142200+023422,215.5001,2.5729,17.69,-13.88,23.28,0.49,5.24,0.0054,1,ND,2,PGC51233
142204+033511,215.5183,3.5865,19.28,-12.28,25.53,0.67,7.08,9.9999,1,ND,2,PGC51233
142320+571353,215.8374,57.2316,17.26,-15.95,23.29,1.35,6.4,9.9999,0,ND,2,PGC51036
142415+345627,216.066,34.941,20.71,-11.6,24.99,0.39,2.87,9.9999,0,ND,3,PGC51431
142418+345548,216.0778,34.9303,17.53,-14.77,24.09,1.12,8.16,9.9999,1,ND,3,PGC51431
142435+345327,216.1498,34.8909,19.94,-12.36,25.52,0.71,5.19,9.9999,0,ND,3,PGC51431
142437-031317,216.1542,-3.2216,20.95,-12.18,26.17,0.8,4.41,9.9999,1,ND,3,PGC51471
142444+345311,216.1866,34.8864,18.69,-13.62,24.24,0.7,5.15,9.9999,0,ND,3,PGC51431
142715+460530,216.8161,46.0917,19.44,-13.33,24.28,0.62,3.71,9.9999,0,ND,3,PGC51620
142742+563545,216.9267,56.596,17.25,-14.96,22.64,0.62,4.78,0.0064,1,ND,2,PGC51932
142806+031111,217.0291,3.1864,18.05,-14.15,25.82,1.81,14.27,9.9999,0,UD,2,PGC51787
142855+035105,217.2328,3.8516,17.71,-14.5,22.75,0.51,4.07,0.0056,1,ND,2,PGC51787
142919+024237,217.3316,2.7105,16.63,-15.57,22.13,0.64,5.02,0.0058,1,ND,2,PGC51787
142933+563124,217.3909,56.5236,20.07,-12.14,25.48,0.63,4.82,9.9999,0,ND,2,PGC51932
142934+030107,217.3956,3.0188,17.91,-14.29,23.9,0.8,6.28,9.9999,1,ND,2,PGC51787
142954+031511,217.4784,3.2531,19.74,-12.46,25.23,0.63,4.99,9.9999,1,ND,2,PGC51787
143012+030836,217.5505,3.1434,19.6,-12.61,25.79,0.88,6.93,9.9999,0,ND,2,PGC51787
143027+030505,217.6128,3.085,18.39,-13.82,23.58,0.55,4.35,9.9999,1,ND,2,PGC51787
143041+032532,217.6729,3.4257,15.05,-17.16,20.6,0.65,5.14,9.9999,1,BC,2,PGC51787
143046+030945,217.6948,3.1627,21.43,-10.78,27.85,0.97,7.66,9.9999,0,ND,2,PGC51787
143050+031222,217.7121,3.2063,18.39,-13.81,24.71,0.93,7.33,9.9999,0,ND,2,PGC51787
143116+031524,217.8189,3.2568,15.99,-16.21,22.94,1.24,9.78,0.0051,1,BC,2,PGC51787
143139+032116,217.9145,3.3544,19.8,-12.41,25.24,0.62,4.89,9.9999,0,ND,2,PGC51787
143141+030626,217.9211,3.1074,20.13,-12.08,25.0,0.47,3.76,9.9999,0,ND,2,PGC51787
143215+032837,218.0649,3.477,19.62,-12.58,24.11,0.4,3.15,9.9999,0,ND,2,PGC51787
143225+580028,218.1046,58.0079,18.74,-13.47,23.45,0.46,3.5,9.9999,0,ND,2,PGC51932
143235+031651,218.1476,3.2811,16.13,-16.08,21.84,0.7,5.53,0.0049,0,BC,2,PGC51787
143259+492441,218.2488,49.4114,18.76,-13.93,25.61,1.5,9.37,9.9999,0,UD,2,PGC51978
143301+033314,218.2575,3.554,21.44,-10.77,25.32,0.3,2.38,9.9999,0,ND,2,PGC51787
143329+033036,218.3728,3.51,18.86,-13.35,22.41,0.26,2.05,9.9999,0,ND,2,PGC51787
143409+543404,218.5388,54.5679,20.56,-12.11,27.08,1.3,8.04,9.9999,0,ND,3,PGC52116
143441+543403,218.6733,54.5676,20.14,-12.52,25.74,0.85,5.26,9.9999,1,ND,3,PGC52116
143449+543203,218.7073,54.5344,17.03,-15.64,22.7,0.88,5.44,0.0069,1,ND,3,PGC52116
144028-002227,220.1194,-0.3744,19.33,-12.86,24.02,0.43,3.46,9.9999,0,ND,3,PGC52412
144110-001940,220.2946,-0.3278,19.84,-12.17,24.23,0.34,3.01,9.9999,0,ND,3,PGC52455
144408+013911,221.0351,1.6531,20.56,-11.88,25.69,0.59,4.24,9.9999,0,ND,2,PGC52665
144421+015325,221.0908,1.8903,18.51,-13.93,24.36,0.83,5.92,9.9999,0,ND,2,PGC52665
144430+015919,221.1279,1.9887,18.78,-13.66,24.07,0.64,4.58,9.9999,0,ND,2,PGC52665
144517+020920,221.324,2.1556,18.45,-13.99,23.88,0.68,4.87,9.9999,1,ND,2,PGC52665
144527+014920,221.3652,1.8225,19.23,-13.22,26.1,1.32,9.45,9.9999,0,ND,2,PGC52665
144540+015717,221.4175,1.9548,18.28,-14.16,24.52,0.98,7.04,9.9999,0,ND,2,PGC52665
144544+015418,221.4352,1.9051,19.25,-13.19,24.37,0.59,4.2,9.9999,0,ND,2,PGC52665
144551+020250,221.4655,2.0472,19.58,-12.86,24.27,0.48,3.45,9.9999,1,ND,2,PGC52665
144617-001149,221.5717,-0.197,18.76,-13.18,25.68,1.06,9.63,9.9999,0,ND,3,PGC52735
145000+024613,222.5006,2.7705,18.52,-12.93,24.55,0.56,6.43,9.9999,0,ND,2,PGC53247
145022+025730,222.5957,2.9585,16.46,-14.99,22.5,0.56,6.44,0.0055,0,BC,2,PGC53247
145038+024645,222.66,2.7792,18.28,-13.17,23.91,0.47,5.34,9.9999,0,ND,2,PGC53247
145059+022016,222.7494,2.3379,17.96,-13.49,23.45,0.44,5.0,0.0052,1,ND,2,PGC53247
145153-022534,222.9741,-2.4261,19.02,-13.42,23.81,0.46,3.62,9.9999,0,ND,3,PGC53089
145154-022804,222.9758,-2.4679,19.24,-13.2,23.1,0.3,2.36,9.9999,0,ND,3,PGC53089
145200-022907,223.0019,-2.4855,16.43,-16.01,23.52,1.35,10.46,9.9999,0,ND,3,PGC53089
145202+025842,223.0083,2.9784,17.9,-13.55,23.27,0.41,4.74,0.0059,1,BC,2,PGC53247
145225+033448,223.108,3.5801,19.65,-11.8,23.46,0.2,2.3,9.9999,1,ND,2,PGC53247
145242+032919,223.1762,3.4888,20.44,-11.01,25.01,0.28,3.27,9.9999,0,ND,2,PGC53247
145253+035724,223.2231,3.9569,18.66,-12.79,24.27,0.46,5.3,9.9999,0,ND,2,PGC53247
145304+032936,223.2675,3.4934,20.27,-11.18,25.35,0.36,4.14,9.9999,0,ND,2,PGC53247
145315+035535,223.3125,3.9266,16.45,-15.0,23.07,0.74,8.42,9.9999,1,BC,2,PGC53247
145332+031710,223.3838,3.2863,20.89,-10.56,26.31,0.42,4.84,9.9999,0,ND,2,PGC53247
145337+035842,223.4081,3.9785,18.35,-13.1,24.69,0.65,7.41,9.9999,0,ND,2,PGC53247
145352+022024,223.4708,2.3402,18.39,-13.06,23.65,0.39,4.5,9.9999,0,ND,2,PGC53247
145406+021120,223.5261,2.1891,19.75,-11.7,24.25,0.28,3.17,9.9999,0,ND,2,PGC53247
145427+020550,223.6136,2.0974,20.35,-11.1,26.12,0.5,5.7,9.9999,0,ND,2,PGC53247
145434+022036,223.6435,2.3436,17.5,-13.95,23.25,0.49,5.64,0.0071,0,ND,2,PGC53247
145455+013132,223.7326,1.5256,17.3,-15.39,23.37,0.99,6.53,0.0058,0,ND,3,PGC53643
145458+020036,223.742,2.0101,19.54,-11.91,24.32,0.31,3.6,9.9999,1,ND,2,PGC53247
145601+022748,224.005,2.4636,14.73,-16.72,19.74,0.35,4.02,0.0069,1,ND,2,PGC53247
145632+550147,224.1344,55.0298,16.69,-16.29,23.17,1.48,7.89,0.0028,0,ND,2,PGC53511
145634+011045,224.1427,1.1792,16.57,-16.12,22.06,0.76,5.01,0.0065,1,ND,3,PGC53643
145634+025031,224.1454,2.8421,17.65,-13.8,24.21,0.72,8.16,9.9999,0,ND,2,PGC53247
145643+014128,224.1796,1.6913,20.55,-12.13,25.22,0.52,3.42,9.9999,0,ND,3,PGC53643
145649+014259,224.2051,1.7164,20.53,-12.15,24.07,0.31,2.03,9.9999,2,ND,3,PGC53643
145656+024222,224.2346,2.7063,19.8,-11.65,25.75,0.54,6.18,9.9999,0,ND,2,PGC53247
145656+024625,224.2374,2.7739,19.44,-12.01,24.16,0.31,3.51,9.9999,0,ND,2,PGC53247
145658+014351,224.245,1.7311,18.25,-14.44,24.73,1.21,7.9,9.9999,0,ND,3,PGC53643
145714+535013,224.311,53.8372,20.92,-12.07,26.15,0.83,4.44,9.9999,0,ND,2,PGC53511
145717+021051,224.3246,2.181,20.78,-11.91,26.68,0.92,6.02,9.9999,0,ND,3,PGC53643
145721+021622,224.3401,2.2729,19.07,-13.62,25.43,1.14,7.47,9.9999,2,ND,3,PGC53643
145723+021932,224.3479,2.3257,18.46,-14.23,25.47,1.54,10.05,9.9999,1,UD,3,PGC53643
145753+005602,224.4711,0.9341,16.28,-16.41,22.94,1.31,8.59,0.0062,2,ND,3,PGC53643
145753+534602,224.4735,53.7673,17.65,-15.33,23.2,0.96,5.14,9.9999,0,ND,2,PGC53511
145758+013945,224.4931,1.6625,19.4,-13.29,24.78,0.72,4.76,9.9999,0,ND,3,PGC53643
145803+534800,224.513,53.8,20.48,-12.51,24.84,0.55,2.97,9.9999,0,ND,2,PGC53511
145812+015939,224.5522,1.9942,19.92,-12.77,25.38,0.75,4.94,9.9999,1,ND,3,PGC53643
145821+015043,224.5882,1.8454,15.27,-17.42,21.75,1.21,7.9,0.0063,2,ND,3,PGC53643
145824+020508,224.6005,2.0858,18.38,-14.31,24.73,1.13,7.44,0.0078,0,ND,3,PGC53643
145828+013234,224.6192,1.5429,17.18,-15.5,23.54,1.14,7.44,0.0049,1,ND,3,PGC53643
145840+022023,224.6704,2.3399,17.64,-15.05,23.16,0.77,5.08,0.0052,1,ND,3,PGC53643
145848+020124,224.703,2.0235,14.35,-18.34,19.63,0.69,4.55,0.0059,1,ND,3,PGC53643
145851+535628,224.7127,53.9412,18.14,-14.84,23.82,1.02,5.45,9.9999,0,ND,2,PGC53511
145854-010044,224.7263,-1.0125,20.52,-11.41,25.5,0.42,3.95,9.9999,0,ND,2,PGC53499
145907+020344,224.7797,2.0623,19.44,-13.24,24.09,0.51,3.38,9.9999,0,ND,3,PGC53643
145923+031612,224.8465,3.2701,19.86,-11.59,25.6,0.49,5.61,9.9999,0,ND,2,PGC53247
145944+020752,224.9365,2.1311,17.68,-15.01,24.0,1.12,7.31,9.9999,1,ND,3,PGC53643
145947-074929,224.9459,-7.8248,17.49,-15.08,23.43,0.85,6.15,9.9999,0,ND,2,PGC53630
145948+024709,224.95,2.7859,19.58,-13.11,25.72,1.03,6.73,9.9999,0,ND,3,PGC53643
145951-070303,224.9648,-7.0509,21.28,-11.3,25.44,0.37,2.71,9.9999,0,ND,2,PGC53630
145959+011000,224.9975,1.1669,18.9,-13.78,24.73,0.89,5.85,9.9999,0,ND,3,PGC53643
150016-073403,225.0697,-7.5675,18.61,-13.97,25.15,1.12,8.1,9.9999,0,ND,2,PGC53630
150019+005700,225.08,0.95,17.08,-15.61,23.66,1.26,8.24,0.0065,1,ND,3,PGC53643
150023-072558,225.0986,-7.4328,17.48,-15.1,23.84,1.03,7.47,9.9999,1,ND,2,PGC53630
150027-070532,225.1142,-7.0923,16.03,-16.55,21.65,0.74,5.33,9.9999,1,ND,2,PGC53630
150033+021349,225.1377,2.2303,16.8,-15.89,23.47,1.31,8.61,0.0042,1,ND,3,PGC53643
150042+014342,225.1751,1.7285,19.83,-12.86,25.1,0.69,4.53,9.9999,0,ND,3,PGC53643
150046+013303,225.1938,1.5511,19.32,-13.37,23.94,0.51,3.35,9.9999,2,ND,3,PGC53643
150052+012417,225.2191,1.405,16.03,-16.66,23.06,1.55,10.15,0.0062,1,ND,3,PGC53643
150054-072500,225.2287,-7.4168,16.82,-15.75,23.13,1.01,7.3,9.9999,1,TS,2,PGC53630
150059+015236,225.2472,1.8768,18.29,-14.4,23.86,0.79,5.19,0.0073,1,ND,3,PGC53643
150059+013857,225.2474,1.6492,18.11,-14.58,23.24,0.64,4.23,0.0079,1,ND,3,PGC53643
150106+020525,225.2791,2.0904,17.72,-14.97,23.91,1.05,6.91,0.0065,0,ND,3,PGC53643
150111-073135,225.2991,-7.5266,19.9,-12.68,26.76,1.3,9.4,9.9999,0,ND,2,PGC53630
150114+015326,225.3106,1.8907,20.0,-12.69,25.11,0.64,4.21,9.9999,0,ND,3,PGC53643
150115+012953,225.314,1.4982,17.11,-15.58,23.16,0.99,6.48,0.0071,0,BC,3,PGC53643
150115+014624,225.3161,1.7736,17.36,-15.33,23.53,1.04,6.85,0.0045,0,ND,3,PGC53643
150119+013618,225.3307,1.6051,18.35,-14.34,24.98,1.29,8.43,9.9999,0,ND,3,PGC53643
150123+481901,225.3496,48.317,19.9,-13.08,24.88,0.73,3.94,9.9999,0,ND,3,PGC53657
150138+014322,225.411,1.7228,16.16,-16.53,19.53,0.28,1.88,0.0077,1,ND,3,PGC53643
150138+015212,225.4111,1.8701,17.46,-15.23,23.38,0.93,6.08,0.0071,0,ND,3,PGC53643
150140+023855,225.4201,2.6488,19.77,-12.92,26.06,1.1,7.22,9.9999,0,ND,3,PGC53643
150149+015552,225.4563,1.9311,18.91,-13.77,24.64,0.85,5.57,9.9999,0,ND,3,PGC53643
150154+013732,225.478,1.6258,18.26,-14.43,25.21,1.5,9.82,9.9999,1,UD,3,PGC53643
