host,ID,ra,dec,re,tile,x,y,bands,n_bands,cutout
NGC5557,MATLAS-1810,214.47,36.3059,,"(345, 253)",6880.95852383053,1239.6993426754439,"['u', 'g', 'r', 'i']",4,0
NGC5557,MATLAS-1811,214.484,36.5248,,"(345, 253)",6657.632918247058,5481.5147516918305,"['u', 'g', 'r', 'i']",4,0
NGC5557,MATLAS-1812,214.5147,36.3412,,"(345, 253)",6182.341371474903,1923.0758019631471,"['u', 'g', 'r', 'i']",4,0
NGC5557,MATLAS-1813,214.5174,36.1843,,"(347, 252)",4067.6877359257137,8571.841638201497,"['u', 'g', 'r', 'i']",4,0
NGC5557,MATLAS-1814,214.5518,36.3723,,"(345, 253)",5602.973453759414,2525.4228229518785,"['u', 'g', 'r', 'i']",4,0
NGC5557,MATLAS-1815,214.5807,36.8616,,"(343, 254)",7489.55304038392,2320.0388228831457,"['u', 'g', 'r', 'i']",4,0
NGC5557,MATLAS-1816,214.5844,36.737,,"(345, 253)",5093.852505566924,9592.843553396291,"['u', 'g', 'r', 'i']",4,0
NGC5557,MATLAS-1817,214.5931,36.6891,,"(345, 253)",4958.713885399301,8664.575914442075,"['u', 'g', 'r', 'i']",4,0
NGC5557,MATLAS-1818,214.5972,36.8154,,"(343, 254)",7235.076168449658,1424.3147651026852,"['u', 'g', 'r', 'i']",4,0
NGC5557,MATLAS-1819,214.6004,36.425,,"(345, 253)",4844.743808191658,3546.5849019693037,"['u', 'g', 'r', 'i']",4,0
NGC5557,MATLAS-1820,214.6033,36.5575,,"(345, 253)",4799.86682572765,6114.304161584006,"['u', 'g', 'r', 'i']",4,0
NGC5557,MATLAS-1821,214.6529,36.3636,,"(345, 253)",4025.3395160390223,2357.0193265253256,"['u', 'g', 'r', 'i']",4,0
NGC5557,MATLAS-1822,214.6596,36.2621,,"(345, 253)",3919.3713582251494,390.1037871677754,"['u', 'g', 'r', 'i']",4,0
NGC5557,MATLAS-1823,214.7274,36.1899,,"(347, 252)",783.3061946350417,8685.936624339725,"['u', 'g', 'r', 'i']",4,0
NGC5557,MATLAS-1824,214.7337,36.4832,,"(345, 253)",2767.871874134171,4676.092595274614,"['u', 'g', 'r', 'i']",4,0
NGC5582,MATLAS-1825,214.7395,40.1889,,"(329, 260)",4999.986604677304,8660.699507616582,"['u', 'g', 'r', 'i']",4,0
NGC5557,MATLAS-1826,214.761,36.6535,,"(345, 253)",2348.344698017969,7977.034130531074,"['u', 'g', 'r', 'i']",4,0
NGC5582,MATLAS-1827,214.78,39.8142,,"(329, 260)",4397.122041618681,1399.512357708893,"['u', 'g', 'r', 'i']",4,0
NGC5582,MATLAS-1828,214.8079,39.8419,,"(329, 260)",3982.227201111601,1936.567283776616,"['u', 'g', 'r', 'i']",4,0
NGC5574,MATLAS-1829,214.8124,3.1244,,,,,,0,0
NGC5557,MATLAS-1830,214.853,36.502,,"(345, 253)",910.0054512476408,5044.332379598119,"['u', 'g', 'r', 'i']",4,0
NGC5557,MATLAS-1831,214.8651,37.0045,,"(343, 254)",3083.5571700836017,5088.451841191977,"['u', 'g', 'r', 'i']",4,0
NGC5582,MATLAS-1832,214.8798,39.2676,,"(332, 259)",8761.674132540242,501.5135790543918,"['u', 'g', 'r', 'i']",4,0
NGC5574,MATLAS-1833,214.8875,3.5137,,,,,,0,0
NGC5574,MATLAS-1834,214.9241,3.0774,,,,,,0,0
NGC5574,MATLAS-1835,214.9999,3.5544,,,,,,0,0
NGC5574,MATLAS-1836,215.002,2.9278,,,,,,0,0
NGC5574,MATLAS-1837,215.0036,3.0697,,,,,,0,0
NGC5557,MATLAS-1838,215.005,36.7696,,"(343, 254)",905.8688197569004,540.7031786866464,"['u', 'g', 'r', 'i']",4,0
NGC5557,MATLAS-1839,215.0253,36.913,,"(343, 254)",599.0267538052485,3320.5805814289547,"['u', 'g', 'r', 'i']",4,0
NGC5574,MATLAS-1840,215.0334,3.556,,,,,,0,0
NGC5582,MATLAS-1841,215.106,39.6474,,"(332, 259)",5365.918195091859,7856.515516761841,"['u', 'g', 'r', 'i']",4,0
NGC5582,MATLAS-1842,215.1111,39.7869,,"(330, 260)",9186.047934265323,876.895159152793,"['u', 'g', 'r', 'i']",4,0
NGC5574,MATLAS-1843,215.1743,3.4606,,,,,,0,0
NGC5574,MATLAS-1844,215.1884,3.7809,,,,,,0,0
NGC5582,MATLAS-1845,215.2138,39.8003,,"(330, 260)",7656.163896241667,1132.6523374628073,"['u', 'g', 'r', 'i']",4,0
NGC5582,MATLAS-1846,215.2204,39.868,,"(330, 260)",7555.370309665197,2444.4281334858397,"['u', 'g', 'r', 'i']",4,0
NGC5574,MATLAS-1847,215.2256,3.371,,,,,,0,0
NGC5582,MATLAS-1848,215.228,39.9142,,"(330, 260)",7440.679409010019,3339.5277109491344,"['u', 'g', 'r', 'i']",4,0
NGC5582,MATLAS-1849,215.2608,39.9099,,"(330, 260)",6953.2683344068655,3255.3909637922993,"['u', 'g', 'r', 'i']",4,0
NGC5582,MATLAS-1850,215.2992,39.7051,,"(332, 259)",2485.1612849846088,8977.007299867626,"['u', 'g', 'r', 'i']",4,0
NGC5574,MATLAS-1851,215.3011,3.8354,,,,,,0,0
NGC5574,MATLAS-1852,215.307,3.4202,,,,,,0,0
NGC5574,MATLAS-1853,215.4657,3.0737,,,,,,0,0
NGC5574,MATLAS-1854,215.4987,2.7875,,,,,,0,0
NGC5574,MATLAS-1855,215.5181,3.5866,,,,,,0,0
NGC5582,MATLAS-1856,215.5204,40.3408,,"(328, 261)",7272.762852185601,1916.8365485667205,"['u', 'g', 'r', 'i']",4,0
NGC5574,MATLAS-1857,215.5374,3.2727,,,,,,0,0
NGC5574,MATLAS-1858,215.6389,2.7878,,,,,,0,0
NGC5574,MATLAS-1859,215.6714,3.2984,,,,,,0,0
NGC5574,MATLAS-1860,215.6903,3.0183,,,,,,0,0
NGC5611,MATLAS-1861,215.722,32.7616,,"(362, 246)",6560.486868221526,380.73404335127816,"['u', 'g', 'r', 'i']",4,0
NGC5631,MATLAS-1862,215.8373,57.2318,,"(235, 294)",3971.2483413570017,9492.808708316606,"['u', 'g', 'r', 'i']",4,0
NGC5611,MATLAS-1863,215.8407,32.9398,,"(362, 246)",4626.846718680103,3833.4265821100653,"['u', 'g', 'r', 'i']",4,0
NGC5582,MATLAS-1864,215.8504,40.3375,,"(328, 261)",2398.249736341098,1853.4984739714432,"['u', 'g', 'r', 'i']",4,0
NGC5631,MATLAS-1865,215.8694,56.2322,,"(241, 292)",904.0843447361735,9511.118903645296,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5582,MATLAS-1866,215.9446,39.5725,,"(333, 259)",2518.9409946285764,6407.266563626807,"['u', 'g', 'r', 'i']",4,0
NGC5611,MATLAS-1867,216.054,33.0283,,"(362, 246)",1161.6482516909036,5552.737846947032,"['u', 'g', 'r', 'i']",4,0
NGC5631,MATLAS-1868,216.0789,57.1279,,"(235, 294)",1427.1483699386777,7487.468771005695,"['u', 'g', 'r', 'i']",4,0
NGC5611,MATLAS-1869,216.1066,32.9949,,"(362, 246)",305.2502959098392,4907.611548696296,"['u', 'g', 'r', 'i']",4,0
NGC5611,MATLAS-1870,216.188,33.6521,,"(361, 247)",9331.18655357492,7953.170907205404,"['u', 'g', 'r', 'i']",4,0
NGC5611,MATLAS-1871,216.1911,32.8303,,"(363, 246)",8628.65999110571,1715.2059017981364,"['u', 'g', 'r', 'i']",4,0
NGC5631,MATLAS-1872,216.2551,56.9813,,"(236, 294)",9246.723572849503,4650.110181101181,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5611,MATLAS-1873,216.2926,33.3552,,"(361, 247)",7652.907560123671,2196.0062832604885,"['u', 'g', 'r', 'i']",4,0
NGC5631,MATLAS-1874,216.3177,56.9393,,"(236, 294)",8589.72425874951,3832.6113610483253,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5611,MATLAS-1875,216.4086,32.8244,,"(363, 246)",5086.923167570904,1597.0455133914638,"['u', 'g', 'r', 'i']",4,0
NGC5631,MATLAS-1876,216.4444,57.2402,,"(236, 294)",7232.115888902852,9658.341152134011,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5631,MATLAS-1877,216.448,57.1552,,"(236, 294)",7199.410390499352,8010.996881219877,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5631,MATLAS-1878,216.4986,56.9972,,"(236, 294)",6674.68943239139,4947.6834640313045,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5611,MATLAS-1879,216.592,33.2381,,"(363, 246)",2113.8346741181304,9616.616035429848,"['u', 'g', 'r', 'i']",4,0
NGC5611,MATLAS-1880,216.6349,33.2057,,"(363, 246)",1417.1577012184625,8990.053488947095,"['u', 'g', 'r', 'i']",4,0
NGC5631,MATLAS-1881,216.6796,56.4313,,"(239, 293)",3185.071978470381,3670.899785592498,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5631,MATLAS-1882,216.923,56.4026,,"(239, 293)",573.6191672688055,3125.7681157558795,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5631,MATLAS-1883,216.9266,56.596,,"(239, 293)",557.7271622453545,6873.857256502335,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5631,MATLAS-1884,216.9481,56.7941,,"(236, 294)",1913.312363731719,1016.4092251051952,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5631,MATLAS-1885,217.0548,56.4373,,"(240, 293)",8871.096265745713,3795.1096724285712,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5631,MATLAS-1886,217.3111,56.9955,,"(237, 294)",7788.817835397675,4918.186863508643,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5631,MATLAS-1887,217.3437,57.2349,,"(237, 294)",7428.971045219376,9556.272177545128,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5631,MATLAS-1888,217.3904,56.5239,,"(240, 293)",5274.968897305363,5463.2087460921375,"['u', 'g', 'r', 'i', 'z']",5,0
IC1024,MATLAS-1889,217.3925,3.4059,,,,,,0,0
IC1024,MATLAS-1890,217.3955,3.0188,,,,,,0,0
IC1024,MATLAS-1891,217.4529,3.1835,,,,,,0,0
IC1024,MATLAS-1892,217.4782,3.2534,,,,,,0,0
IC1024,MATLAS-1893,217.5333,2.5096,,,,,,0,0
IC1024,MATLAS-1894,217.534,3.4596,,,,,,0,0
IC1024,MATLAS-1895,217.5502,3.1438,,,,,,0,0
IC1024,MATLAS-1896,217.551,3.6021,,,,,,0,0
IC1024,MATLAS-1897,217.5618,2.6539,,,,,,0,0
IC1024,MATLAS-1898,217.581,2.8468,,,,,,0,0
IC1024,MATLAS-1899,217.6127,3.0851,,,,,,0,0
IC1024,MATLAS-1900,217.6255,3.5796,,,,,,0,0
IC1024,MATLAS-1901,217.6295,3.195,,,,,,0,0
IC1024,MATLAS-1902,217.6811,3.3457,,,,,,0,0
IC1024,MATLAS-1903,217.6906,3.0401,,,,,,0,0
IC1024,MATLAS-1904,217.6946,3.1644,,,,,,0,0
IC1024,MATLAS-1905,217.7009,3.0097,,,,,,0,0
IC1024,MATLAS-1906,217.7065,2.6865,,,,,,0,0
IC1024,MATLAS-1907,217.7121,3.2066,,,,,,0,0
IC1024,MATLAS-1908,217.8791,3.4805,,,,,,0,0
IC1024,MATLAS-1909,217.8848,2.9004,,,,,,0,0
IC1024,MATLAS-1910,217.9146,3.3547,,,,,,0,0
IC1024,MATLAS-1911,217.9212,3.1076,,,,,,0,0
IC1024,MATLAS-1912,217.9425,3.1903,,,,,,0,0
IC1024,MATLAS-1913,217.971,3.3801,,,,,,0,0
IC1024,MATLAS-1914,218.0182,3.0302,,,,,,0,0
IC1024,MATLAS-1915,218.065,3.4771,,,,,,0,0
IC1024,MATLAS-1916,218.0821,3.1937,,,,,,0,0
IC1024,MATLAS-1917,218.1115,2.7578,,,,,,0,0
IC1024,MATLAS-1918,218.148,3.2812,,,,,,0,0
IC1024,MATLAS-1919,218.175,3.1638,,,,,,0,0
IC1024,MATLAS-1920,218.2181,3.5104,,,,,,0,0
IC1024,MATLAS-1921,218.238,3.2169,,,,,,0,0
IC1024,MATLAS-1922,218.2573,3.554,,,,,,0,0
IC1024,MATLAS-1923,218.328,3.4772,,,,,,0,0
IC1024,MATLAS-1924,218.367,2.8835,,,,,,0,0
IC1024,MATLAS-1925,218.373,3.51,,,,,,0,0
UGC09519,MATLAS-1926,221.264,34.477,,"(365, 249)",7918.177358660143,4556.917112213179,"['u', 'g', 'r', 'i']",4,0
UGC09519,MATLAS-1927,221.398,34.5556,,"(365, 249)",5776.77369655309,6077.657849913259,"['u', 'g', 'r', 'i']",4,0
UGC09519,MATLAS-1928,221.401,34.1787,,"(367, 248)",4037.9709738965284,8463.315051161433,"['u', 'g', 'r', 'i']",4,0
UGC09519,MATLAS-1929,221.6279,34.5826,,"(365, 249)",2108.4882264873477,6603.299131657008,"['u', 'g', 'r', 'i']",4,0
NGC5813,MATLAS-1930,224.7794,2.0624,,,,,,0,0
NGC5813,MATLAS-1931,224.8114,1.3007,,,,,,0,0
NGC5813,MATLAS-1932,224.9364,2.1313,,,,,,0,0
NGC5813,MATLAS-1933,224.9386,1.9372,,,,,,0,0
NGC5813,MATLAS-1934,224.997,1.1669,,,,,,0,0
NGC5813,MATLAS-1935,225.0354,1.5288,,,,,,0,0
NGC5813,MATLAS-1936,225.0535,1.5486,,,,,,0,0
NGC5813,MATLAS-1937,225.0718,1.9188,,,,,,0,0
NGC5813,MATLAS-1938,225.1376,2.2304,,,,,,0,0
NGC5813,MATLAS-1939,225.1386,1.3804,,,,,,0,0
NGC5813,MATLAS-1940,225.1748,1.7285,,,,,,0,0
NGC5813,MATLAS-1941,225.1937,1.5512,,,,,,0,0
NGC5813,MATLAS-1942,225.219,1.4051,,,,,,0,0
NGC5813,MATLAS-1943,225.2283,1.3419,,,,,,0,0
NGC5813,MATLAS-1944,225.2473,1.8768,,,,,,0,0
NGC5813,MATLAS-1945,225.2473,1.6492,,,,,,0,0
NGC5813,MATLAS-1946,225.2666,2.0427,,,,,,0,0
NGC5813,MATLAS-1947,225.2789,2.0905,,,,,,0,0
NGC5813,MATLAS-1948,225.311,1.8908,,,,,,0,0
NGC5813,MATLAS-1949,225.3139,1.4982,,,,,,0,0
NGC5813,MATLAS-1950,225.3157,1.7738,,,,,,0,0
NGC5813,MATLAS-1951,225.321,1.5923,,,,,,0,0
NGC5813,MATLAS-1952,225.3305,1.6053,,,,,,0,0
NGC5813,MATLAS-1953,225.409,1.7572,,,,,,0,0
NGC5813,MATLAS-1954,225.41,1.7223,,,,,,0,0
NGC5813,MATLAS-1955,225.4109,1.8703,,,,,,0,0
NGC5813,MATLAS-1956,225.4562,1.9313,,,,,,0,0
NGC5813,MATLAS-1957,225.4779,1.6258,,,,,,0,0
NGC5813,MATLAS-1958,225.487,1.2532,,,,,,0,0
NGC5831,MATLAS-1959,225.5174,1.127,,,,,,0,0
NGC5813,MATLAS-1960,225.535,2.2903,,,,,,0,0
NGC5831,MATLAS-1961,225.578,1.3238,,,,,,0,0
NGC5831,MATLAS-1962,225.6171,1.3644,,,,,,0,0
NGC5813,MATLAS-1963,225.6377,1.9357,,,,,,0,0
NGC5831,MATLAS-1964,225.6583,0.8137,,,,,,0,0
NGC5831,MATLAS-1965,225.662,1.4414,,,,,,0,0
NGC5831,MATLAS-1966,225.6719,1.3856,,,,,,0,0
NGC5831,MATLAS-1967,225.694,1.4327,,,,,,0,0
NGC5831,MATLAS-1968,225.7079,1.2742,,,,,,0,0
NGC5831,MATLAS-1969,225.718,1.4166,,,,,,0,0
NGC5813,MATLAS-1970,225.7351,1.677,,,,,,0,0
NGC5831,MATLAS-1971,225.7626,1.0795,,,,,,0,0
NGC5831,MATLAS-1972,225.7681,1.227,,,,,,0,0
NGC5831,MATLAS-1973,225.7791,1.6597,,,,,,0,0
NGC5866,MATLAS-1974,225.7827,55.4832,,"(256, 291)",7234.776266121278,4677.703630651023,"['u', 'g', 'r', 'i']",4,0
NGC5831,MATLAS-1975,225.8389,1.4309,,,,,,0,0
NGC5831,MATLAS-1976,225.871,1.707,,,,,,0,0
NGC5831,MATLAS-1977,225.9013,1.4291,,,,,,0,0
NGC5831,MATLAS-1978,225.9234,0.9058,,,,,,0,0
NGC5838,MATLAS-1979,225.9344,2.5524,,,,,,0,0
NGC5866,MATLAS-1980,225.9495,56.2564,,"(253, 292)",7899.937354549022,9974.468474601075,"['u', 'g', 'r', 'i']",4,0
NGC5831,MATLAS-1981,225.958,0.9771,,,,,,0,0
NGC5831,MATLAS-1982,225.9634,1.707,,,,,,0,0
NGC5831,MATLAS-1983,225.9881,1.4103,,,,,,0,0
NGC5838,MATLAS-1984,226.0015,2.0066,,,,,,0,0
NGC5831,MATLAS-1985,226.0105,1.3671,,,,,,0,0
NGC5838,MATLAS-1986,226.024,1.9501,,,,,,0,0
NGC5831,MATLAS-1987,226.035,1.5243,,,,,,0,0
NGC5831,MATLAS-1988,226.0365,0.9636,,,,,,0,0
NGC5831,MATLAS-1989,226.067,1.594,,,,,,0,0
NGC5831,MATLAS-1990,226.072,1.3105,,,,,,0,0
NGC5845,MATLAS-1991,226.0792,1.7555,,,,,,0,0
NGC5838,MATLAS-1992,226.0804,1.8849,,,,,,0,0
NGC5838,MATLAS-1993,226.0842,2.2689,,,,,,0,0
NGC5838,MATLAS-1994,226.1028,2.1147,,,,,,0,0
NGC5831,MATLAS-1995,226.1099,1.5957,,,,,,0,0
NGC5838,MATLAS-1996,226.109,1.9246,,,,,,0,0
NGC5838,MATLAS-1997,226.12,2.4122,,,,,,0,0
NGC5831,MATLAS-1998,226.1378,1.4941,,,,,,0,0
NGC5831,MATLAS-1999,226.1388,1.2017,,,,,,0,0
NGC5831,MATLAS-2000,226.1429,1.0326,,,,,,0,0
NGC5831,MATLAS-2001,226.1549,1.2486,,,,,,0,0
NGC5831,MATLAS-2002,226.1787,1.291,,,,,,0,0
NGC5831,MATLAS-2003,226.1798,0.9606,,,,,,0,0
NGC5831,MATLAS-2004,226.1816,1.1782,,,,,,0,0
NGC5838,MATLAS-2005,226.202,1.981,,,,,,0,0
NGC5866,MATLAS-2006,226.2085,55.6452,,"(256, 291)",2569.0838054327946,7817.724542807204,"['u', 'g', 'r', 'i']",4,0
NGC5838,MATLAS-2007,226.2123,2.2131,,,,,,0,0
NGC5838,MATLAS-2008,226.2224,2.0679,,,,,,0,0
NGC5838,MATLAS-2009,226.235,2.2574,,,,,,0,0
NGC5831,MATLAS-2010,226.2448,0.873,,,,,,0,0
NGC5845,MATLAS-2011,226.254,1.6097,,,,,,0,0
NGC5845,MATLAS-2012,226.2648,1.7719,,,,,,0,0
NGC5838,MATLAS-2013,226.269,1.9641,,,,,,0,0
NGC5838,MATLAS-2014,226.2866,2.1576,,,,,,0,0
NGC5831,MATLAS-2015,226.304,1.2908,,,,,,0,0
NGC5845,MATLAS-2016,226.314,1.5621,,,,,,0,0
NGC5866,MATLAS-2017,226.3168,55.828,,"(253, 292)",3934.3089476562845,1667.5615564848795,"['u', 'g', 'r', 'i']",4,0
NGC5866,MATLAS-2018,226.3326,56.1174,,"(253, 292)",3771.5561165538234,7276.105478278625,"['u', 'g', 'r', 'i']",4,0
NGC5845,MATLAS-2019,226.334,1.8127,,,,,,0,0
NGC5845,MATLAS-2020,226.3336,1.3962,,,,,,0,0
NGC5838,MATLAS-2021,226.34,2.1722,,,,,,0,0
NGC5831,MATLAS-2022,226.3487,1.2434,,,,,,0,0
NGC5845,MATLAS-2023,226.3665,1.5944,,,,,,0,0
NGC5831,MATLAS-2024,226.369,1.2922,,,,,,0,0
NGC5845,MATLAS-2025,226.3777,1.5085,,,,,,0,0
NGC5866,MATLAS-2026,226.378,55.8666,,"(253, 292)",3269.880881011767,2416.8299652160604,"['u', 'g', 'r', 'i']",4,0
NGC5845,MATLAS-2027,226.3826,1.5877,,,,,,0,0
NGC5838,MATLAS-2028,226.3947,1.9098,,,,,,0,0
NGC5838,MATLAS-2029,226.4044,2.2509,,,,,,0,0
NGC5845,MATLAS-2030,226.4072,1.3032,,,,,,0,0
NGC5845,MATLAS-2031,226.4094,1.4406,,,,,,0,0
NGC5838,MATLAS-2032,226.4181,2.3331,,,,,,0,0
NGC5838,MATLAS-2033,226.429,2.0024,,,,,,0,0
NGC5831,MATLAS-2034,226.4437,1.0159,,,,,,0,0
NGC5838,MATLAS-2035,226.448,1.9442,,,,,,0,0
NGC5845,MATLAS-2036,226.4527,1.8044,,,,,,0,0
NGC5845,MATLAS-2037,226.456,1.4072,,,,,,0,0
NGC5831,MATLAS-2038,226.4585,0.8594,,,,,,0,0
NGC5845,MATLAS-2039,226.46,1.6326,,,,,,0,0
NGC5845,MATLAS-2040,226.4606,1.9084,,,,,,0,0
NGC5838,MATLAS-2041,226.465,2.1516,,,,,,0,0
NGC5838,MATLAS-2042,226.465,2.0114,,,,,,0,0
NGC5866,MATLAS-2043,226.4681,55.5333,,"(257, 291)",9396.381786155744,5657.999471218224,"['u', 'g', 'r', 'i']",4,0
NGC5838,MATLAS-2044,226.472,2.0077,,,,,,0,0
NGC5838,MATLAS-2045,226.478,2.2025,,,,,,0,0
NGC5831,MATLAS-2046,226.4807,0.7188,,,,,,0,0
NGC5845,MATLAS-2047,226.4971,1.5859,,,,,,0,0
NGC5845,MATLAS-2048,226.5034,1.8737,,,,,,0,0
NGC5845,MATLAS-2049,226.5062,1.7298,,,,,,0,0
NGC5838,MATLAS-2050,226.5127,2.2616,,,,,,0,0
NGC5845,MATLAS-2051,226.5172,1.7324,,,,,,0,0
NGC5838,MATLAS-2052,226.5247,2.3876,,,,,,0,0
NGC5866,MATLAS-2053,226.5253,55.9577,,"(253, 292)",1675.9708306725338,4187.634619081757,"['u', 'g', 'r', 'i']",4,0
NGC5845,MATLAS-2054,226.5246,1.4281,,,,,,0,0
NGC5838,MATLAS-2055,226.553,2.1695,,,,,,0,0
NGC5845,MATLAS-2056,226.5624,1.8433,,,,,,0,0
NGC5845,MATLAS-2057,226.5655,1.4873,,,,,,0,0
NGC5845,MATLAS-2058,226.5698,1.873,,,,,,0,0
NGC5838,MATLAS-2059,226.5711,2.1011,,,,,,0,0
NGC5845,MATLAS-2060,226.5718,1.4277,,,,,,0,0
NGC5866,MATLAS-2061,226.5839,56.2992,,"(250, 293)",3830.4298805634417,1109.61175763228,"['u', 'g', 'r', 'i']",4,0
NGC5845,MATLAS-2062,226.5977,1.7273,,,,,,0,0
NGC5845,MATLAS-2063,226.6397,1.6553,,,,,,0,0
NGC5838,MATLAS-2064,226.6613,2.2715,,,,,,0,0
NGC5845,MATLAS-2065,226.6641,1.8344,,,,,,0,0
NGC5838,MATLAS-2066,226.664,2.2857,,,,,,0,0
NGC5838,MATLAS-2067,226.6659,2.034,,,,,,0,0
NGC5838,MATLAS-2068,226.6656,2.1625,,,,,,0,0
NGC5845,MATLAS-2069,226.6712,1.4357,,,,,,0,0
NGC5838,MATLAS-2070,226.7001,2.2495,,,,,,0,0
NGC5838,MATLAS-2071,226.7115,2.5391,,,,,,0,0
NGC5838,MATLAS-2072,226.7221,2.1608,,,,,,0,0
NGC5866,MATLAS-2073,226.727,55.5379,,"(257, 291)",6556.823064787654,5736.053123485631,"['u', 'g', 'r', 'i']",4,0
NGC5845,MATLAS-2074,226.7325,1.3823,,,,,,0,0
NGC5845,MATLAS-2075,226.7356,1.7357,,,,,,0,0
NGC5845,MATLAS-2076,226.7397,1.2727,,,,,,0,0
NGC5845,MATLAS-2077,226.743,1.9945,,,,,,0,0
NGC5845,MATLAS-2078,226.755,1.6606,,,,,,0,0
NGC5845,MATLAS-2079,226.7668,1.8355,,,,,,0,0
NGC5845,MATLAS-2080,226.7768,1.1392,,,,,,0,0
NGC5845,MATLAS-2081,226.7767,1.6393,,,,,,0,0
NGC5838,MATLAS-2082,226.7806,2.5967,,,,,,0,0
NGC5866,MATLAS-2083,226.798,56.005,,"(254, 292)",8413.50816969528,5104.675439798582,"['u', 'g', 'r', 'i']",4,0
NGC5866,MATLAS-2084,226.819,55.4746,,"(257, 291)",5548.851076907073,4507.9714770478595,"['u', 'g', 'r', 'i']",4,0
NGC5866,MATLAS-2085,226.8659,56.268,,"(250, 293)",794.760193766936,515.9820771710092,"['u', 'g', 'r', 'i']",4,0
NGC5845,MATLAS-2086,226.8657,1.3651,,,,,,0,0
NGC5845,MATLAS-2087,226.8687,1.3048,,,,,,0,0
NGC5845,MATLAS-2088,226.8973,1.9944,,,,,,0,0
NGC5845,MATLAS-2089,226.998,1.6249,,,,,,0,0
NGC5838,MATLAS-2090,227.0057,2.1512,,,,,,0,0
NGC5838,MATLAS-2091,227.0116,2.2354,,,,,,0,0
NGC5866,MATLAS-2092,227.019,55.3319,,"(257, 291)",3346.194308978682,1744.167695123827,"['u', 'g', 'r', 'i']",4,0
NGC5866,MATLAS-2093,227.0216,56.2591,,"(251, 293)",8868.866378722705,341.67133100931915,"['u', 'g', 'r', 'i']",4,0
NGC6010,MATLAS-2094,238.3115,0.7097,,,,,,0,0
NGC6010,MATLAS-2095,238.384,0.3949,,,,,,0,0
NGC6010,MATLAS-2096,238.5175,0.6143,,,,,,0,0
NGC6014,MATLAS-2097,238.661,6.4012,,,,,,0,0
NGC6010,MATLAS-2098,238.7639,0.4664,,,,,,0,0
NGC6014,MATLAS-2099,239.01,5.457,,,,,,0,0
NGC6014,MATLAS-2100,239.011,6.3885,,,,,,0,0
NGC6014,MATLAS-2101,239.025,5.9546,,,,,,0,0
NGC6014,MATLAS-2102,239.062,6.0974,,,,,,0,0
NGC6014,MATLAS-2103,239.0837,6.1882,,,,,,0,0
NGC6014,MATLAS-2104,239.153,6.1942,,,,,,0,0
NGC6014,MATLAS-2105,239.503,6.3116,,,,,,0,0
PGC056772,MATLAS-2106,240.188,6.8583,,,,,,0,0
PGC056772,MATLAS-2107,240.31,7.101,,,,,,0,0
PGC056772,MATLAS-2108,240.421,6.9859,,,,,,0,0
PGC056772,MATLAS-2109,240.452,6.8385,,,,,,0,0
PGC056772,MATLAS-2110,240.615,7.1055,,,,,,0,0
PGC056772,MATLAS-2111,240.634,6.9818,,,,,,0,0
PGC058114,MATLAS-2112,246.362,3.0924,,,,,,0,0
PGC058114,MATLAS-2113,246.783,3.066,,,,,,0,0
PGC058114,MATLAS-2114,246.785,3.2922,,,,,,0,0
NGC6278,MATLAS-2115,254.7279,23.1581,,"(469, 226)",5420.645350950113,8063.856019867619,['u'],1,0
NGC6278,MATLAS-2116,255.138,22.8661,,"(470, 226)",7797.858355134738,2406.6386263614636,['u'],1,0
NGC6278,MATLAS-2117,255.3575,22.8731,,"(470, 226)",3878.4911091070444,2541.044427431531,['u'],1,0
NGC6278,MATLAS-2118,255.505,23.1632,,"(470, 226)",1252.8994099433862,8165.360561500184,['u'],1,0
NGC6278,MATLAS-2119,255.6,23.4279,,"(469, 227)",6928.197007056517,3603.501458549268,['u'],1,0
NGC6547,MATLAS-2120,270.7961,25.2896,,"(489, 231)",6619.524334874137,923.2057562884979,['u'],1,0
NGC6547,MATLAS-2121,271.0585,24.8558,,"(491, 230)",1848.5869770269892,2207.6192943397295,['u'],1,0
NGC6548,MATLAS-2122,271.175,18.6965,,,,,,0,0
NGC6547,MATLAS-2123,271.193,24.852,,"(492, 230)",9184.557803905944,2135.55917163812,['u'],1,0
NGC6547,MATLAS-2124,271.3416,24.8099,,"(492, 230)",6572.027989432108,1316.5599244783953,['u'],1,0
NGC6547,MATLAS-2125,271.389,25.288,,"(490, 231)",5937.311782819175,891.8278557997437,['u'],1,0
NGC6548,MATLAS-2126,271.4073,18.5369,,,,,,0,0
NGC6548,MATLAS-2127,271.4844,18.7628,,,,,,0,0
