host,ID,ra,dec,re,tile,x,y,bands,n_bands,cutout
NGC3619,MATLAS-962,170.333,57.7509,,"(183, 295)",4617.891103056609,9862.31728288552,"['g', 'i', 'z']",3,0
NGC3640,MATLAS-963,170.338,2.8952,,,,,,0,0
NGC3619,MATLAS-964,170.3696,57.7319,,"(183, 295)",4239.021466297595,9494.419233200064,"['g', 'i', 'z']",3,0
NGC3658,MATLAS-965,170.372,38.7299,,"(267, 257)",8196.661560767385,9458.938195304032,"['u', 'g', 'r', 'i']",4,0
NGC3619,MATLAS-966,170.376,57.6888,,"(183, 295)",4171.823074315841,8659.24994870301,"['g', 'i', 'z']",3,0
NGC3648,MATLAS-967,170.403,40.1562,,"(261, 260)",4298.708806186038,8027.1884959841755,"['u', 'r', 'i']",3,0
NGC3619,MATLAS-968,170.422,57.4109,,"(183, 295)",3685.349735555714,3274.550419295554,"['g', 'i', 'z']",3,0
NGC3640,MATLAS-969,170.4377,2.8253,,,,,,0,0
NGC3619,MATLAS-970,170.448,57.3467,,"(183, 295)",3411.186173610341,2030.9716161690312,"['g', 'i', 'z']",3,0
NGC3610,MATLAS-971,170.454,58.9093,,"(176, 298)",9074.467676557932,3254.7239472148517,"['g', 'i', 'z']",3,0
NGC3648,MATLAS-972,170.457,40.0016,,"(261, 260)",3495.497635882868,5031.861685659737,"['u', 'r', 'i']",3,0
NGC3610,MATLAS-973,170.459,58.9443,,"(176, 298)",9020.351207298265,3932.6783594977815,"['g', 'i', 'z']",3,0
NGC3640,MATLAS-974,170.4586,2.9454,,,,,,0,0
NGC3640,MATLAS-975,170.466,3.4053,,,,,,0,0
NGC3640,MATLAS-976,170.4675,3.2408,,,,,,0,0
NGC3626,MATLAS-977,170.4733,18.5027,,,,,,0,0
NGC3619,MATLAS-978,170.4849,57.4721,,"(183, 295)",3032.114033992618,4462.06127758948,"['g', 'i', 'z']",3,0
NGC3640,MATLAS-979,170.4971,3.4957,,,,,,0,0
NGC3619,MATLAS-980,170.5518,58.0375,,"(181, 296)",7348.507761045353,5730.691810883112,"['g', 'i', 'z']",3,0
NGC3619,MATLAS-981,170.5527,58.1097,,"(181, 296)",7334.552687761221,7129.819377784643,"['g', 'i', 'z']",3,0
NGC3610,MATLAS-982,170.5649,59.2901,,"(173, 299)",3669.547791340541,933.6792710049212,"['g', 'i', 'z']",3,0
NGC3658,MATLAS-983,170.574,38.5276,,"(267, 257)",5143.276799646439,5534.866800076434,"['u', 'g', 'r', 'i']",4,0
NGC3665,MATLAS-984,170.5741,39.0399,,"(265, 258)",3819.0735556626164,5773.7300490623,"['u', 'g', 'r', 'i']",4,0
NGC3619,MATLAS-985,170.579,58.0612,,"(181, 296)",7068.104693437004,6189.082656565406,"['g', 'i', 'z']",3,0
NGC3658,MATLAS-986,170.598,38.6798,,"(267, 257)",4779.895269036077,8484.366577185865,"['u', 'g', 'r', 'i']",4,0
NGC3658,MATLAS-987,170.6945,38.4596,,"(267, 257)",3314.8669451415044,4218.105427662699,"['u', 'g', 'r', 'i']",4,0
NGC3658,MATLAS-988,170.7,38.3215,,"(267, 257)",3228.017345429431,1541.9613235416136,"['u', 'g', 'r', 'i']",4,0
NGC3640,MATLAS-989,170.704,3.2024,,,,,,0,0
NGC3674,MATLAS-990,170.709,56.7401,,"(188, 293)",751.8613824211561,9665.307087683417,"['g', 'i', 'z']",3,0
NGC3674,MATLAS-991,170.7138,56.915,,"(186, 294)",5438.978757087602,3352.9200682060355,"['g', 'i', 'z']",3,0
NGC3640,MATLAS-992,170.7233,3.2479,,,,,,0,0
NGC3658,MATLAS-993,170.757,38.5199,,"(267, 257)",2368.6528001673255,5388.123312783552,"['u', 'g', 'r', 'i']",4,0
NGC3658,MATLAS-994,170.7649,38.4315,,"(267, 257)",2245.4956734717125,3675.251435601728,"['u', 'g', 'r', 'i']",4,0
NGC3648,MATLAS-995,170.779,39.9568,,"(262, 260)",8406.96838530898,4167.20787364911,"['u', 'r', 'i']",3,0
NGC3665,MATLAS-996,170.788,39.2297,,"(265, 258)",611.2916796333702,9458.453158222881,"['u', 'g', 'r', 'i']",4,0
NGC3674,MATLAS-997,170.7894,56.8398,,"(186, 294)",4638.505255303629,1895.5719876626003,"['g', 'i', 'z']",3,0
NGC3658,MATLAS-998,170.7974,38.637,,"(267, 257)",1761.3823528748612,7658.69856054708,"['u', 'g', 'r', 'i']",4,0
NGC3648,MATLAS-999,170.804,39.7553,,"(262, 260)",8044.555302430335,261.41097685025125,"['u', 'r', 'i']",3,0
NGC3658,MATLAS-1000,170.8503,38.3924,,"(267, 257)",946.870733885457,2920.6828076955053,"['u', 'g', 'r', 'i']",4,0
NGC3658,MATLAS-1001,170.8536,38.2228,,"(269, 256)",2401.9453897443054,9320.048746690474,"['u', 'g', 'r', 'i']",4,0
NGC3648,MATLAS-1002,170.872,39.7824,,"(262, 260)",7030.660807921413,784.6633786916964,"['u', 'r', 'i']",3,0
NGC3674,MATLAS-1003,170.881,57.2746,,"(184, 295)",8621.002718673157,641.1471419090412,"['g', 'i', 'z']",3,0
NGC3658,MATLAS-1004,170.9076,38.7566,,"(266, 258)",8497.282345380405,287.5533762692103,"['u', 'g', 'r', 'i']",4,0
NGC3658,MATLAS-1005,170.94,38.5667,,"(268, 257)",9278.05748969072,6299.148775813316,"['u', 'g', 'r', 'i']",4,0
NGC3658,MATLAS-1006,170.9671,38.224,,"(269, 256)",674.0308628296989,9347.547252263957,"['u', 'g', 'r', 'i']",4,0
NGC3658,MATLAS-1007,171.0518,38.5146,,"(268, 257)",7585.913185184347,5285.329372871541,"['u', 'g', 'r', 'i']",4,0
NGC3658,MATLAS-1008,171.0526,38.5755,,"(268, 257)",7571.606178699549,6465.487833173496,"['u', 'g', 'r', 'i']",4,0
NGC3665,MATLAS-1009,171.06,39.3874,,"(264, 259)",5114.497154463754,2817.930724535429,"['u', 'g', 'r', 'i']",4,0
NGC3665,MATLAS-1010,171.074,38.7217,,"(268, 257)",7242.823694498216,9298.153873453815,"['u', 'g', 'r', 'i']",4,0
NGC3648,MATLAS-1011,171.075,39.9751,,"(262, 260)",4010.28275021847,4517.833575367534,"['u', 'r', 'i']",3,0
NGC3665,MATLAS-1012,171.0837,38.8238,,"(266, 258)",5835.243927036489,1585.668632545724,"['u', 'g', 'r', 'i']",4,0
NGC3648,MATLAS-1013,171.092,39.5775,,"(264, 259)",4636.212928004254,6501.919865173242,"['u', 'g', 'r', 'i']",4,0
NGC3665,MATLAS-1014,171.0953,38.976,,"(266, 258)",5658.693088640942,4535.062925066255,"['u', 'g', 'r', 'i']",4,0
NGC3665,MATLAS-1015,171.0988,38.8399,,"(266, 258)",5607.129419871429,1897.5534848020416,"['u', 'g', 'r', 'i']",4,0
NGC3648,MATLAS-1016,171.116,39.8146,,"(262, 260)",3397.653020578693,1408.0913909722158,"['u', 'r', 'i']",3,0
NGC3665,MATLAS-1017,171.1213,38.7955,,"(266, 258)",5267.673743982547,1037.01103101315,"['u', 'g', 'r', 'i']",4,0
NGC3665,MATLAS-1018,171.1308,38.7809,,"(266, 258)",5124.213079148873,754.0539381518065,"['u', 'g', 'r', 'i']",4,0
NGC3658,MATLAS-1019,171.1817,38.5899,,"(268, 257)",5615.584076460572,6742.306441078937,"['u', 'g', 'r', 'i']",4,0
NGC3674,MATLAS-1020,171.2,57.6341,,"(184, 295)",5276.237229111301,7598.777995594035,"['g', 'i', 'z']",3,0
NGC3665,MATLAS-1021,171.225,38.7272,,"(268, 257)",4959.786886179771,9402.924215559193,"['u', 'g', 'r', 'i']",4,0
NGC3665,MATLAS-1022,171.2456,38.6732,,"(268, 257)",4648.085484708991,8356.491373962052,"['u', 'g', 'r', 'i']",4,0
NGC3665,MATLAS-1023,171.2582,39.1223,,"(266, 258)",3208.2509049092605,7371.226664700909,"['u', 'g', 'r', 'i']",4,0
NGC3674,MATLAS-1024,171.2646,56.9362,,"(187, 294)",9321.412542558046,3776.5395950254706,"['g', 'i', 'z']",3,0
NGC3665,MATLAS-1025,171.3087,38.758,,"(268, 257)",3694.9450173536534,10000.422157997215,"['u', 'g', 'r', 'i']",4,0
NGC3665,MATLAS-1026,171.328,38.7725,,"(266, 258)",2144.786391216463,594.2113114971344,"['u', 'g', 'r', 'i']",4,0
NGC3665,MATLAS-1027,171.351,38.618,,"(268, 257)",3051.921822167464,7288.086066747479,"['u', 'g', 'r', 'i']",4,0
NGC3665,MATLAS-1028,171.374,39.0738,,"(266, 258)",1464.8518391499742,6434.737556568419,"['u', 'g', 'r', 'i']",4,0
NGC3665,MATLAS-1029,171.3923,38.9089,,"(266, 258)",1180.6441017949974,3239.877086403243,"['u', 'g', 'r', 'i']",4,0
NGC3665,MATLAS-1030,171.404,38.8881,,"(266, 258)",1003.0372813460667,2837.293645338116,"['u', 'g', 'r', 'i']",4,0
NGC3665,MATLAS-1031,171.408,38.9716,,"(266, 258)",947.4809965352388,4455.620061248742,"['u', 'g', 'r', 'i']",4,0
NGC3665,MATLAS-1032,171.4225,38.8498,,"(266, 258)",721.6677718675237,2095.9120241616797,"['u', 'g', 'r', 'i']",4,0
NGC3674,MATLAS-1033,171.433,56.8657,,"(187, 294)",7545.789815631897,2401.8715555248477,"['g', 'i', 'z']",3,0
NGC3665,MATLAS-1034,171.4557,39.0182,,"(266, 258)",231.95064006090615,5360.992771895929,"['u', 'g', 'r', 'i']",4,0
NGC3665,MATLAS-1035,171.456,38.8729,,"(266, 258)",217.63017507104541,2545.232019502208,"['u', 'g', 'r', 'i']",4,0
NGC3674,MATLAS-1036,171.481,57.4466,,"(184, 295)",2347.5231869954496,3970.1259982594947,"['g', 'i', 'z']",3,0
NGC3665,MATLAS-1037,171.4849,38.9473,,"(267, 258)",9483.818701054719,3986.0458558946157,"['u', 'g', 'r', 'i']",4,0
NGC3665,MATLAS-1038,171.5173,38.9456,,"(267, 258)",8995.593213993245,3951.5944411001847,"['u', 'g', 'r', 'i']",4,0
NGC3665,MATLAS-1039,171.5483,38.9774,,"(267, 258)",8526.7772789442,4566.567413483406,"['u', 'g', 'r', 'i']",4,0
NGC3665,MATLAS-1040,171.5709,38.488,,"(269, 257)",9403.924714805189,4774.396507933627,"['u', 'g', 'r', 'i']",4,0
NGC3674,MATLAS-1041,171.5827,57.1629,,"(187, 294)",5952.432002896681,8157.474650712164,"['g', 'i', 'z']",3,0
NGC3665,MATLAS-1042,171.608,38.7955,,"(267, 258)",7634.139049871267,1039.4969300740145,"['u', 'g', 'r', 'i']",4,0
NGC3694,MATLAS-1043,171.6143,35.2649,,"(279, 251)",843.3770234301592,449.4816825821126,"['u', 'g', 'r', 'i']",4,0
NGC3674,MATLAS-1044,171.6164,57.1284,,"(187, 294)",5598.858456532513,7488.513013572703,"['g', 'i', 'z']",3,0
NGC3694,MATLAS-1045,171.6327,35.3471,,"(279, 251)",556.770921407815,2043.2550331922066,"['u', 'g', 'r', 'i']",4,0
NGC3674,MATLAS-1046,171.6328,57.2649,,"(184, 295)",743.5730893919026,456.6710998157414,"['g', 'i', 'z']",3,0
NGC3674,MATLAS-1047,171.6529,57.6057,,"(184, 295)",574.3792287544729,7062.25991395725,"['g', 'i', 'z']",3,0
NGC3694,MATLAS-1048,171.659,35.2798,,"(280, 251)",9853.075052017779,740.2350053376749,"['u', 'g', 'r', 'i']",4,0
NGC3674,MATLAS-1049,171.664,56.8843,,"(187, 294)",5098.842484899748,2757.857596394873,"['g', 'i', 'z']",3,0
NGC3694,MATLAS-1050,171.692,35.1655,,"(281, 250)",2256.595715804443,8209.615169808998,"['u', 'g', 'r', 'i']",4,0
NGC3665,MATLAS-1051,171.7102,38.9535,,"(267, 258)",6088.098150420577,4099.309013728237,"['u', 'g', 'r', 'i']",4,0
NGC3694,MATLAS-1052,171.72,35.3938,,"(280, 251)",8882.543022934327,2946.7746491644148,"['u', 'g', 'r', 'i']",4,0
NGC3665,MATLAS-1053,171.757,38.9305,,"(267, 258)",5382.937812357223,3653.2147033710285,"['u', 'g', 'r', 'i']",4,0
NGC3694,MATLAS-1054,171.7575,35.2474,,"(280, 251)",8296.118080425165,108.29932565452691,"['u', 'g', 'r', 'i']",4,0
NGC3665,MATLAS-1055,171.7979,39.3276,,"(265, 259)",3766.713167473433,1659.6177327486862,"['u', 'g', 'r', 'i']",4,0
NGC3665,MATLAS-1056,171.799,39.2536,,"(267, 258)",4750.926072823585,9914.560117199093,"['u', 'g', 'r', 'i']",4,0
NGC3674,MATLAS-1057,171.9599,56.7958,,"(187, 294)",1958.850129258219,1049.1623115153584,"['g', 'i', 'z']",3,0
NGC3674,MATLAS-1058,171.9613,56.8801,,"(187, 294)",1950.8787505854234,2682.876304679587,"['g', 'i', 'z']",3,0
NGC3674,MATLAS-1059,171.9652,56.855,,"(187, 294)",1907.50540074127,2196.6392669765896,"['g', 'i', 'z']",3,0
NGC3674,MATLAS-1060,171.972,56.8603,,"(187, 294)",1835.9039566490733,2299.658732283083,"['g', 'i', 'z']",3,0
NGC3674,MATLAS-1061,171.9743,57.245,,"(185, 295)",6917.7908079243425,60.906026043368,"['g', 'i', 'z']",3,0
NGC3674,MATLAS-1062,172.0299,56.9117,,"(187, 294)",1227.7015376633744,3298.6705751215727,"['g', 'i', 'z']",3,0
NGC3674,MATLAS-1063,172.1317,57.0064,,"(187, 294)",163.01549978191815,5140.253102526814,"['g', 'i', 'z']",3,0
NGC3694,MATLAS-1064,172.1835,35.1037,,"(282, 250)",4139.386573268961,7009.835170578818,"['u', 'g', 'r', 'i']",4,0
NGC3674,MATLAS-1065,172.198,56.746,,"(190, 293)",4182.79564480851,9767.712986409124,"['g', 'i', 'z']",3,0
NGC3694,MATLAS-1066,172.223,35.8533,,"(279, 252)",8274.66306852661,2160.589369214959,"['u', 'g', 'r', 'i']",4,0
NGC3694,MATLAS-1067,172.2542,35.6365,,"(280, 251)",457.197588295322,7651.895761387857,"['u', 'g', 'r', 'i']",4,0
NGC3674,MATLAS-1068,172.263,56.8666,,"(188, 294)",8478.272238539284,2423.18830560526,"['g', 'i', 'z']",3,0
NGC3757,MATLAS-1069,173.825,58.8884,,"(179, 298)",4484.921616881265,2837.5028746203775,"['g', 'i', 'z']",3,0
NGC3757,MATLAS-1070,173.8679,58.2754,,"(182, 297)",8008.749638672169,654.056581134565,"['g', 'i', 'z']",3,0
NGC3757,MATLAS-1071,173.9721,58.3816,,"(182, 297)",6941.075530925998,2708.283376291512,"['g', 'i', 'z']",3,0
NGC3757,MATLAS-1072,174.103,58.2903,,"(182, 297)",5612.765102572954,936.4868339258742,"['g', 'i', 'z']",3,0
NGC3757,MATLAS-1073,174.4956,58.3821,,"(182, 297)",1622.5634653015663,2723.560865559441,"['g', 'i', 'z']",3,0
NGC3796,MATLAS-1074,174.5984,59.8,,"(175, 300)",8914.814905900706,1136.0494388689299,"['g', 'i', 'z']",3,0
NGC3796,MATLAS-1075,174.6831,60.0323,,"(175, 300)",8067.594658575696,5633.289803919131,"['g', 'i', 'z']",3,0
NGC3796,MATLAS-1076,174.7673,59.7574,,"(175, 300)",7271.276819010391,302.61988491417924,"['g', 'i', 'z']",3,0
NGC3757,MATLAS-1077,174.7772,58.6189,,"(183, 297)",8460.248370567693,7313.0018213376425,"['g', 'i', 'z']",3,0
NGC3796,MATLAS-1078,174.7864,59.9216,,"(175, 300)",7074.577324288131,3484.0346070718224,"['g', 'i', 'z']",3,0
NGC3796,MATLAS-1079,174.873,60.0929,,"(175, 300)",6227.108064291942,6801.486189917268,"['g', 'i', 'z']",3,0
NGC3796,MATLAS-1080,174.8823,59.8722,,"(175, 300)",6144.857836342154,2524.3813910124263,"['g', 'i', 'z']",3,0
NGC3796,MATLAS-1081,174.9967,60.016,,"(175, 300)",5031.959824306656,5310.0642245491645,"['g', 'i', 'z']",3,0
NGC3796,MATLAS-1082,175.1124,60.3658,,"(172, 301)",534.6850831501852,2415.1221497874512,"['g', 'i', 'z']",3,0
NGC3796,MATLAS-1083,175.144,60.9042,,"(170, 302)",6720.285959127643,3145.888273785176,"['g', 'i', 'z']",3,0
NGC3838,MATLAS-1084,175.242,57.8284,,"(186, 296)",7645.994767159894,1679.5719464198628,"['g', 'i', 'z']",3,0
NGC3796,MATLAS-1085,175.2565,59.9265,,"(175, 300)",2509.1277535791396,3580.4703692237317,"['g', 'i', 'z']",3,0
NGC3838,MATLAS-1086,175.2871,58.2286,,"(186, 296)",7156.371676566185,9433.435560370819,"['g', 'i', 'z']",3,0
NGC3796,MATLAS-1087,175.291,59.84,,"(175, 300)",2166.725720221749,1905.578741236675,"['g', 'i', 'z']",3,0
NGC3838,MATLAS-1088,175.385,57.8505,,"(186, 296)",6169.730482088627,2103.818700784148,"['g', 'i', 'z']",3,0
NGC3838,MATLAS-1089,175.581,57.8962,,"(186, 296)",4149.628092734405,2988.980401232504,"['g', 'i', 'z']",3,0
NGC3796,MATLAS-1090,175.6541,60.6068,,"(173, 301)",5073.063896706174,7069.679988303997,"['g', 'i', 'z']",3,0
NGC3796,MATLAS-1091,175.689,59.8496,,"(176, 300)",8027.126048932276,2092.501300475821,"['g', 'i', 'z']",3,0
NGC3796,MATLAS-1092,175.6936,60.3915,,"(173, 301)",4695.354141300079,2897.4534688077815,"['g', 'i', 'z']",3,0
NGC3838,MATLAS-1093,175.707,58.4669,,"(184, 297)",8750.347250432173,4368.878602328396,"['g', 'i', 'z']",3,0
NGC3838,MATLAS-1094,175.7121,58.0949,,"(186, 296)",2811.5998867637772,6842.5293835973935,"['g', 'i', 'z']",3,0
NGC3796,MATLAS-1095,175.7235,59.7975,,"(176, 300)",7695.539794274442,1081.3647565303272,"['g', 'i', 'z']",3,0
NGC3796,MATLAS-1096,175.8727,60.2868,,"(173, 301)",2974.0439759878855,871.624588191733,"['g', 'i', 'z']",3,0
NGC3796,MATLAS-1097,175.919,59.7732,,"(176, 300)",5790.229038656223,605.310714560318,"['g', 'i', 'z']",3,0
NGC3838,MATLAS-1098,175.9395,58.5191,,"(184, 297)",6391.887623153363,5371.562945878568,"['g', 'i', 'z']",3,0
NGC3838,MATLAS-1099,175.9596,58.1921,,"(186, 296)",289.5535465630519,8738.823052955462,"['g', 'i', 'z']",3,0
NGC3838,MATLAS-1100,175.9981,57.8785,,"(187, 296)",9573.710899639686,2660.4568505009797,"['g', 'i', 'z']",3,0
NGC3796,MATLAS-1101,176.0243,60.0863,,"(176, 300)",4765.159857998333,6672.448997764548,"['g', 'i', 'z']",3,0
NGC3838,MATLAS-1102,176.179,58.1719,,"(187, 296)",7687.567277150274,8336.494093615645,"['g', 'i', 'z']",3,0
NGC3838,MATLAS-1103,176.204,57.8113,,"(187, 296)",7456.682192136037,1347.4939897092531,"['g', 'i', 'z']",3,0
NGC3838,MATLAS-1104,176.217,57.8736,,"(187, 296)",7318.457794845393,2554.34977113749,"['g', 'i', 'z']",3,0
NGC3838,MATLAS-1105,176.978,58.3641,,"(185, 297)",5569.0094753582,2366.6305547989964,"['g', 'i', 'z']",3,0
NGC3945,MATLAS-1106,177.304,61.1948,,"(172, 302)",5795.732743083827,8775.555223716061,"['g', 'i', 'z']",3,0
NGC3945,MATLAS-1107,177.8246,60.4367,,"(175, 301)",3737.4690208453317,3774.5765349248536,"['g', 'i', 'z']",3,0
NGC3941,MATLAS-1108,177.8688,37.4096,,"(282, 255)",2811.2761078183826,3249.7901351862897,"['u', 'g', 'r', 'i']",4,0
NGC3941,MATLAS-1109,178.0211,36.7401,,"(286, 253)",3000.8318711587463,9654.25988415925,"['u', 'g', 'r', 'i']",4,0
NGC3945,MATLAS-1110,178.072,60.6531,,"(175, 301)",1396.184259926105,7977.328347702069,"['g', 'i', 'z']",3,0
NGC3941,MATLAS-1111,178.1421,37.1168,,"(285, 254)",9438.588768309233,7270.179785651173,"['u', 'g', 'r', 'i']",4,0
NGC3941,MATLAS-1112,178.2889,36.6552,,"(287, 253)",8505.30023535111,8011.740026110461,"['u', 'g', 'r', 'i']",4,0
NGC3945,MATLAS-1113,178.4545,60.8696,,"(173, 302)",4679.744181916355,2473.061646112742,"['g', 'i', 'z']",3,0
NGC3941,MATLAS-1114,178.598,36.5864,,"(287, 253)",3698.652204098069,6674.909817992209,"['u', 'g', 'r', 'i']",4,0
NGC3998,MATLAS-1115,178.665,54.9327,,"(205, 290)",5426.392384434838,3695.9117764000785,"['u', 'g', 'i', 'z']",4,0
NGC3945,MATLAS-1116,178.6859,61.1349,,"(173, 302)",2517.6173923091546,7619.261096625385,"['g', 'i', 'z']",3,0
NGC3998,MATLAS-1117,178.6986,55.1589,,"(205, 290)",5051.99688996031,8079.326976644639,"['u', 'g', 'i', 'z']",4,0
NGC3998,MATLAS-1118,178.7126,55.3968,,"(202, 291)",649.0726780295508,3012.444654144844,"['u', 'g', 'i', 'z']",4,0
NGC3998,MATLAS-1119,178.8553,55.9506,,"(200, 292)",4716.423958627979,4042.732542919487,"['u', 'g', 'i', 'z']",4,0
NGC3998,MATLAS-1120,178.9199,55.3648,,"(203, 291)",8085.081058513892,2386.163977935396,"['u', 'g', 'i', 'z']",4,0
NGC3945,MATLAS-1121,178.9377,61.2056,,"(174, 302)",9799.526965949184,9003.20543295406,"['g', 'i', 'z']",3,0
NGC3998,MATLAS-1122,178.9691,55.4243,,"(203, 291)",7539.360298051548,3537.2247075404343,"['u', 'g', 'i', 'z']",4,0
NGC3998,MATLAS-1123,179.0043,55.8127,,"(200, 292)",3092.9378583008884,1372.7181898449699,"['u', 'g', 'i', 'z']",4,0
NGC3998,MATLAS-1124,179.0393,55.2653,,"(203, 291)",6774.46075832393,453.7768595025327,"['u', 'g', 'i', 'z']",4,0
NGC4026,MATLAS-1125,179.0678,51.2853,,"(223, 283)",5538.811117880504,839.480115508848,"['u', 'g', 'i', 'z']",4,0
NGC3945,MATLAS-1126,179.1023,60.388,,"(176, 301)",1223.7624937489154,2840.851715383338,"['g', 'i', 'z']",3,0
NGC3998,MATLAS-1127,179.2571,55.4198,,"(203, 291)",4372.018533857487,3446.0637127957602,"['u', 'g', 'i', 'z']",4,0
NGC3998,MATLAS-1128,179.2627,55.5869,,"(203, 291)",4313.345929523242,6684.343172217071,"['u', 'g', 'i', 'z']",4,0
NGC3998,MATLAS-1129,179.3189,55.5436,,"(203, 291)",3696.400493013666,5846.038248678207,"['u', 'g', 'i', 'z']",4,0
NGC4026,MATLAS-1130,179.509,51.3489,,"(223, 283)",197.91065795633494,2084.8162525749026,"['u', 'g', 'i', 'z']",4,0
NGC3998,MATLAS-1131,179.511,55.2464,,"(206, 290)",5707.231520503419,9775.330728300021,"['u', 'g', 'i', 'z']",4,0
NGC3998,MATLAS-1132,179.5569,55.388,,"(203, 291)",1071.4393349227093,2839.6233964867615,"['u', 'g', 'i', 'z']",4,0
NGC4026,MATLAS-1133,179.5807,51.5182,,"(224, 283)",9036.69177212079,5361.928110365648,"['u', 'g', 'i', 'z']",4,0
NGC4036,MATLAS-1134,179.5869,61.8601,,"(169, 304)",8680.55098162949,2300.2831627923206,"['g', 'i', 'z']",3,0
NGC3998,MATLAS-1135,179.6012,55.8408,,"(201, 292)",6328.714563775691,1916.0326750339186,"['u', 'g', 'i', 'z']",4,0
NGC3998,MATLAS-1136,179.7046,55.307,,"(204, 291)",9171.196168755485,1271.1640089176458,"['u', 'g', 'i', 'z']",4,0
NGC3998,MATLAS-1137,179.706,55.5881,,"(204, 291)",9126.23271055322,6718.480444180372,"['u', 'g', 'i', 'z']",4,0
NGC4026,MATLAS-1138,179.7511,51.0024,,"(226, 282)",2654.635226816711,5049.568698757012,"['u', 'i', 'z']",3,0
NGC3998,MATLAS-1139,179.849,55.4226,,"(204, 291)",7570.908870079842,3504.385472670064,"['u', 'g', 'i', 'z']",4,0
NGC3998,MATLAS-1140,179.8946,54.9784,,"(206, 290)",1445.8541552068245,4589.531695350209,"['u', 'g', 'i', 'z']",4,0
NGC4036,MATLAS-1141,179.941,61.5298,,"(172, 303)",7702.234200414622,5583.556885567442,"['g', 'i', 'z']",3,0
NGC4026,MATLAS-1142,179.961,50.4988,,"(229, 281)",5595.480324957442,4976.938943125285,"['u', 'g', 'i', 'z']",4,0
NGC4036,MATLAS-1143,180.0308,61.4838,,"(172, 303)",6875.43738516469,4688.975960623862,"['g', 'i', 'z']",3,0
NGC3998,MATLAS-1144,180.0504,55.2947,,"(204, 291)",5357.077678563017,1021.5646290438481,"['u', 'g', 'i', 'z']",4,0
NGC3998,MATLAS-1145,180.0713,55.6869,,"(204, 291)",5125.222467395062,8621.951509675675,"['u', 'g', 'i', 'z']",4,0
NGC3998,MATLAS-1146,180.09,54.9393,,"(207, 290)",8971.314599772144,3833.8164786639827,"['u', 'g', 'i', 'z']",4,0
NGC4026,MATLAS-1147,180.1353,50.7664,,"(227, 282)",7671.841973663448,476.9858746161308,"['u', 'g', 'i', 'z']",4,0
NGC4036,MATLAS-1148,180.172,61.7846,,"(169, 304)",3328.8393237666915,828.0955145936377,"['g', 'i', 'z']",3,0
NGC4026,MATLAS-1149,180.2063,50.4553,,"(229, 281)",2569.4665766533326,4136.982146882212,"['u', 'g', 'i', 'z']",4,0
NGC4036,MATLAS-1150,180.2197,61.9368,,"(169, 304)",2902.2619572187414,3778.965984834631,"['g', 'i', 'z']",3,0
NGC3998,MATLAS-1151,180.2514,55.0248,,"(207, 290)",7169.960937662649,5483.62938938741,"['u', 'g', 'i', 'z']",4,0
NGC3998,MATLAS-1152,180.2909,55.6715,,"(204, 291)",2725.3597551452394,8326.914103178682,"['u', 'g', 'i', 'z']",4,0
NGC3998,MATLAS-1153,180.3317,54.987,,"(207, 290)",6279.157610206461,4749.125256445971,"['u', 'g', 'i', 'z']",4,0
NGC4036,MATLAS-1154,180.3999,61.8362,,"(169, 304)",1247.1065933034747,1837.56355531377,"['g', 'i', 'z']",3,0
NGC4036,MATLAS-1155,180.4679,61.881,,"(169, 304)",631.5303754706174,2709.9817167753995,"['g', 'i', 'z']",3,0
NGC4036,MATLAS-1156,180.4846,62.1661,,"(169, 304)",521.1492426154518,8235.96384281345,"['g', 'i', 'z']",3,0
NGC4036,MATLAS-1157,180.679,62.4972,,"(167, 305)",6390.033895358548,4947.410144455097,"['g', 'i', 'z']",3,0
NGC4036,MATLAS-1158,180.7527,61.742,,"(170, 304)",7770.1777870462765,6.622754890676333,"['g', 'i', 'z']",3,0
NGC4036,MATLAS-1159,180.836,61.9042,,"(170, 304)",6995.319219618023,3146.8518376431402,"['g', 'i', 'z']",3,0
NGC4078,MATLAS-1160,181.1015,10.1937,,,,,,0,0
NGC4036,MATLAS-1161,181.126,61.9676,,"(170, 304)",4349.992484938791,4372.478853481959,"['g', 'i', 'z']",3,0
NGC4078,MATLAS-1162,181.1508,10.2672,,,,,,0,0
NGC4078,MATLAS-1163,181.1609,10.5333,,,,,,0,0
NGC4111,MATLAS-1164,181.166,43.3886,,"(263, 267)",6685.716741763549,2842.390331015172,"['u', 'g', 'r', 'i']",4,0
NGC4111,MATLAS-1165,181.1703,43.0563,,"(265, 266)",5008.334448506062,6091.03603700454,"['u', 'g', 'r', 'i']",4,0
NGC4111,MATLAS-1166,181.179,42.5788,,"(267, 265)",3467.688666998569,6528.03484640424,"['u', 'g', 'r', 'i']",4,0
NGC4036,MATLAS-1167,181.2273,61.8386,,"(170, 304)",3420.746610236467,1874.324962362315,"['g', 'i', 'z']",3,0
NGC4111,MATLAS-1168,181.23,43.622,,"(263, 267)",5781.381247953603,7364.499171320536,"['u', 'g', 'r', 'i']",4,0
NGC4111,MATLAS-1169,181.231,43.5102,,"(263, 267)",5768.776426416259,5197.918083321272,"['u', 'g', 'r', 'i']",4,0
NGC4111,MATLAS-1170,181.2582,42.7957,,"(265, 266)",3758.43127958038,1041.503636312687,"['u', 'g', 'r', 'i']",4,0
