host,ID,ra,dec,morph,re,zspec
,7,188.1375,11.2522222222222,,7.88311831752177,
,8,188.208333333333,11.4208333333333,,7.88311831752177,
,9,189.533333333333,11.2902777777778,,7.88311831752177,
,10,189.370833333333,11.3166666666667,,7.88311831752177,
,11,190.941666666667,11.2647222222222,,7.88311831752177,
,12,192.5375,11.2291666666667,,7.88311831752177,
,13,192.333333333333,11.4297222222222,,7.88311831752177,
,14,189.416666666667,11.7527777777778,,7.88311831752177,
,16,191.579166666667,11.81,,7.88311831752177,
,17,191.583333333333,11.7797222222222,,7.88311831752177,
,18,187.320833333333,11.9777777777778,,7.88311831752177,
,19,187.925,11.9713888888889,,7.88311831752177,
,20,187.666666666667,11.95,,7.88311831752177,
,30,187.7375,11.0877777777778,,7.88311831752177,
,32,188.4375,10.8725,,7.88311831752177,
,34,188.183333333333,11.0183333333333,,7.88311831752177,
,35,188.175,11.0758333333333,,7.88311831752177,
,37,188.258333333333,10.9208333333333,,7.88311831752177,
,41,189.058333333333,10.8688888888889,,7.88311831752177,
,47,189.725,11.1266666666667,,7.88311831752177,
,48,190.154166666667,11.1238888888889,,7.88311831752177,
,51,190.783333333333,11.0986111111111,,7.88311831752177,
,53,190.841666666667,11.0052777777778,,7.88311831752177,
,55,192.35,11.2019444444444,,7.88311831752177,
,60,188.0625,11.3969444444444,,7.88311831752177,
,61,188.3,11.215,,7.88311831752177,
,77,192.133333333333,11.4558333333333,,7.88311831752177,
,81,192.65,11.3880555555556,,7.88311831752177,
,82,192.545833333333,11.47,,7.88311831752177,
,91,189.5,11.5747222222222,,7.88311831752177,
,96,188.708333333333,11.8205555555556,,7.88311831752177,
,99,190.425,11.6130555555556,,7.88311831752177,
,101,191.291666666667,11.6886111111111,,7.88311831752177,
,102,191.220833333333,11.5597222222222,,7.88311831752177,
,104,190.908333333333,11.6222222222222,,7.88311831752177,
,105,191.179166666667,11.8363888888889,,7.88311831752177,
,120,189.075,11.9533333333333,,7.88311831752177,
,123,188.758333333333,11.9480555555556,,7.88311831752177,
,124,188.775,11.9041666666667,,7.88311831752177,
,132,191.095833333333,12.0097222222222,,7.88311831752177,
,133,191.2375,12.1566666666667,,7.88311831752177,
,136,191.866666666667,12.1972222222222,,7.88311831752177,
,149,189.075,12.2488888888889,,7.88311831752177,
,155,188.8375,12.4916666666667,,7.88311831752177,
,159,189.941666666667,12.4633333333333,,7.88311831752177,
,168,191.145833333333,12.3094444444444,,7.88311831752177,
,169,191.704166666667,12.1952777777778,,7.88311831752177,
,190,192.9125,10.8652777777778,,7.88311831752177,
,191,193.354166666667,11.1613888888889,,7.88311831752177,
,192,193.345833333333,11.1475,,7.88311831752177,
,193,193.233333333333,11.0488888888889,,7.88311831752177,
,195,193.1125,11.1558333333333,,7.88311831752177,
,196,193.845833333333,10.9183333333333,,7.88311831752177,
,198,193.608333333333,10.9025,,7.88311831752177,
,199,193.604166666667,11.1588888888889,,7.88311831752177,
,200,194.329166666667,10.9991666666667,,7.88311831752177,
,201,194.2375,10.9997222222222,,7.88311831752177,
,202,193.979166666667,11.0061111111111,,7.88311831752177,
,203,194.095833333333,11.1836111111111,,7.88311831752177,
,205,192.991666666667,11.39,,7.88311831752177,
,206,193.066666666667,11.4488888888889,,7.88311831752177,
,207,194.154166666667,11.4408333333333,,7.88311831752177,
,208,194.7,11.5302777777778,,7.88311831752177,
,209,193.195833333333,11.5836111111111,,7.88311831752177,
,210,193.204166666667,11.7686111111111,,7.88311831752177,
,211,194.408333333333,11.6505555555556,,7.88311831752177,
,212,194.8375,11.6494444444444,,7.88311831752177,
,213,193.320833333333,11.9786111111111,,7.88311831752177,
,214,193.291666666667,11.8772222222222,,7.88311831752177,
,215,193.9125,12.4388888888889,,7.88311831752177,
,219,190.2125,11.4555555555556,,7.88311831752177,
,223,188.029166666667,11.3419444444444,,7.88311831752177,
,224,187.95,10.9691666666667,,7.88311831752177,
,225,191.395833333333,11.4802777777778,,7.88311831752177,
,229,191.145833333333,12.3094444444444,,7.88311831752177,
,230,188.65,11.0730555555556,,7.88311831752177,
,233,189.695833333333,12.2380555555556,,7.88311831752177,
,234,192.820833333333,12.1705555555556,,7.88311831752177,
,1,184.71125,15.905,,18.0,
,3,184.880416666667,16.4083333333333,,4.0,
,6,185.305416666667,16.2936111111111,,4.5,
,9,185.465833333333,13.5161111111111,,5.5,
,10,185.475833333333,13.2505555555556,,3.8,
,11,185.55125,13.1477777777778,,4.6,
,13,185.621666666667,13.3158333333333,,4.4,
,19,185.845416666667,13.0022222222222,,1.0,
,20,185.892083333333,13.2997222222222,,0.9,
,21,185.971666666667,13.5063888888889,,3.4,
,22,185.9775,13.1822222222222,,10.0,
,29,186.11,13.4683333333333,,12.0,
,36,186.28875,13.1091666666667,,5.0,
,37,186.2975,13.465,,7.0,
,41,186.3475,13.4125,,8.0,
,76,188.561666666667,12.7152777777778,,13.0,
,79,188.873333333333,12.6830555555556,,6.0,
,80,188.909166666667,12.6816666666667,,16.0,
,85,189.2275,11.845,,3.0,
,88,189.316666666667,11.6633333333333,,6.0,
,90,189.330833333333,11.8702777777778,,7.0,
,91,189.33125,11.5316666666667,,5.0,
,93,189.362083333333,12.36,,2.4,
,96,189.407083333333,12.4775,,20.0,
,99,189.527083333333,12.2972222222222,,4.0,
,100,189.5475,12.6686111111111,,3.0,
,103,189.61,11.6533333333333,,5.0,
,105,189.661666666667,11.4816666666667,,3.7,
,107,189.682916666667,11.875,,3.5,
,108,189.685,11.9486111111111,,15.0,
,109,189.689166666667,11.1472222222222,,3.9,
,110,189.7575,12.2036111111111,,10.0,
,115,189.903333333333,11.1113888888889,,8.0,
,118,189.985,11.9044444444444,,12.5,
,119,189.985833333333,11.5713888888889,,1.8,
,120,189.989583333333,12.1130555555556,,7.0,
,121,189.999166666667,12.1519444444444,,2.3,
,122,190.006666666667,11.8791666666667,,3.3,
,124,190.044166666667,11.4925,,3.2,
,126,190.095,11.2269444444444,,0.4,
,145,190.605416666667,11.7394444444444,,5.8,
,147,190.700416666667,12.6466666666667,,6.0,
,152,190.76,12.3033333333333,,4.0,
,157,190.91,11.2977777777778,,5.8,
,158,190.96,12.7055555555556,,2.5,
,166,191.163333333333,12.3205555555556,,5.1,
,172,191.317916666667,12.2483333333333,,0.7,
,173,191.319166666667,12.1816666666667,,2.2,
,178,191.694166666667,11.6552777777778,,9.0,
,F1 ,189.94875,0.0408333333333333,,8.4,
,F3 ,192.95875,-0.168888888888889,,3.6,
,F4 ,193.505,0.0349999999999999,,1.6,
,F5 ,193.65,-0.0444444444444444,,8.0,
,F6 ,195.198333333333,-0.235833333333333,,4.0,
,F7 ,198.235,-0.233333333333333,,2.0,
,F8 ,198.673333333333,-0.0674999999999999,,2.1,
,F9 ,198.684583333333,-0.0322222222222222,,5.0,
,1,186.08182,12.32702,,8.01307520026599,
,2,186.09055,12.60981,,6.475464826424,
,3,186.17314,12.51108,,2.43767498292023,
,4,186.18954,12.77586,,1.72512383406662,
,5,186.25246,13.0401,,5.17537150219987,
,6,186.3069,13.07214,,4.83784727379553,
,7,186.32645,12.40963,,3.45024766813325,
,8,186.33395,13.14852,,11.3008112028712,
,9,186.35361,13.10954,,4.18780061168347,
,10,186.3669,12.33431,,7.07550789914282,
,11,186.41136,12.82371,,2.98771446624582,
,12,186.43758,12.78776,,1.62511665528015,
,13,186.44778,12.42193,,4.58782932682936,
,14,186.50537,13.22742,,4.73784009500906,
,15,186.54506,12.48158,,6.12543970067135,
,16,186.57158,12.83289,,3.92528176736899,
,19,186.61797,12.97582,,1.25008973483089,
,24,186.76381,13.28985,,2.86270549276273,
,25,186.76797,13.45586,,2.85020459541442,
,32,186.83725,12.57477,,2.06264806247096,
,37,186.95143,13.07543,,2.6751920325381,
,42,187.07405,11.84793,,5.71291008817715,
,43,187.0834,12.81626,,1.87513460224633,
,51,187.21622,12.79762,,2.38767139352699,
,58,187.39923,12.75197,,1.67512024467339,
,70,187.6333,12.38538,,1.51260857914537,
,74,187.70131,12.33112,,13.0759386263311,
,283,184.5945,3.67,,5.51,
,365,184.9355,3.8446,,7.22,
,548,185.5955,3.7445,,10.35,
,396,185.0512,4.2699,,4.04,
,541,185.5766,4.2852,,3.89,
,604,185.7556,4.3799,,6.32,
,621,185.8012,4.5389,,11.75,
,1801,189.9153,2.2329,,5.74,
,1872,190.3293,2.1,,7.14,
,1893,190.4649,2.7402,,8.69,
,1734,189.4754,2.1484,,9.83,
,1735,189.4695,2.1803,,5.01,
,1741,189.5116,2.3695,,7.87,
,1645,188.9802,2.4864,,6.82,
,1559,188.6031,2.3316,,11.25,
,1797,189.8903,2.7113,,8.12,
,1854,190.1999,2.981,,13.27,
,1974,190.9042,3.3627,,9.09,
,1973,190.8967,3.3854,,10.02,
,1967,190.8519,3.6586,,9.6,
,1981,190.9584,3.7605,,15.39,
,1864,190.2787,3.6107,,7.09,
,1865,190.2841,3.7557,,5.37,
,1423,188.0666,2.9999,,6.45,
,1460,188.2193,3.1832,,4.21,
,1362,187.8748,3.1326,,3.29,
,1397,188.0,3.5404,,4.21,
,1364,187.8703,3.9747,,4.28,
,1610,188.8469,3.9359,,5.62,
,1848,190.1446,3.9344,,4.63,
,1911,190.5407,4.6928,,6.59,
,1782,189.8059,5.1481,,7.32,
,1380,187.9283,4.7824,,7.21,
,1159,187.2684,4.8489,,7.91,
,1646,188.9899,5.7896,,14.58,
,1651,189.0297,6.054,,18.98,
,1533,188.5062,5.9528,,9.52,
,1671,189.1344,6.1696,,6.32,
,1648,189.0104,6.4078,,4.86,
,1378,187.9236,5.7742,,7.55,
,1234,187.4674,6.0585,,8.89,
,1236,187.4668,6.1944,,6.69,
,1332,187.7596,6.1223,,13.04,
,1534,188.5067,6.6451,,9.13,
,1894,190.4688,6.3632,,4.0,
,1935,190.6893,6.6015,,4.52,
,2059,191.9516,7.7063,,3.56,
,2069,192.09,7.8304,,3.54,
,1937,190.703,6.8435,,7.04,
,1652,189.0356,7.5965,,14.1,
,1856,190.2123,7.9307,,10.45,
,1930,190.6729,7.8438,,4.59,
,2024,191.3915,7.9435,,2.59,
,2053,191.8804,7.9342,,8.58,
,2067,192.0869,8.0412,,7.46,
,2064,192.0289,8.2924,,9.31,
,2061,191.9973,8.3225,,14.6,
,2030,191.4614,8.3062,,3.32,
,1996,191.0868,8.4037,,8.38,
,1877,190.3497,8.3659,,8.73,
,1899,190.4894,8.8316,,3.31,
,2013,191.2854,8.5898,,9.4,
,2035,191.5393,8.708,,3.09,
,2022,191.388,8.7293,,2.29,
,2060,191.9814,9.1591,,9.19,
,2074,192.1189,9.7548,,13.59,
,2068,192.0855,10.0278,,3.33,
,2089,192.8014,10.5701,,4.05,
,2084,192.6002,10.4905,,10.79,
,2094,193.1482,10.4489,,8.24,
,253,184.4428,3.8633,,6.79,
,211,184.2343,4.0577,,5.91,
,506,185.4769,4.7534,,8.02,
,427,185.1717,4.7972,,6.07,
,291,184.6306,4.9791,,5.87,
,317,184.7614,5.0981,,10.19,
,214,184.2403,4.8577,,6.51,
,244,184.4159,5.3417,,12.12,
,242,184.4012,5.4249,,11.2,
,252,184.4417,5.4481,,10.72,
,192,184.1255,5.5681,,11.11,
,231,184.34,5.697,,6.15,
,91,183.4484,6.3629,,12.61,
,11,182.3987,6.7425,,13.88,
,533,185.5546,5.1995,,8.43,
,438,185.2076,5.2067,,4.03,
,954,186.7346,5.972,,12.87,
,671,185.9702,5.7557,,9.15,
,771,186.2815,6.0987,,9.29,
,387,185.0148,5.7206,,7.61,
,399,185.0593,5.916,,7.73,
,258,184.4657,5.989,,7.53,
,349,184.8607,6.2564,,10.58,
,296,184.6555,6.3131,,4.54,
,730,186.1167,6.677,,2.06,
,457,185.2909,6.3692,,6.25,
,484,185.3915,6.5471,,5.34,
,629,185.8236,6.9121,,6.33,
,601,185.744,7.0409,,4.51,
,589,185.7134,7.0707,,5.55,
,587,185.7022,7.084,,12.5,
,1032,186.9277,6.3686,,5.27,
,1296,187.6367,6.5327,,17.41,
,891,186.5881,6.7899,,5.05,
,960,186.7451,6.8006,,8.18,
,1109,187.1297,6.9049,,9.96,
,988,186.8237,6.768,,14.49,
,1045,186.9568,7.0258,,6.83,
,1320,187.7233,6.6094,,4.39,
,1267,187.5556,7.1028,,6.87,
,1230,187.4548,7.2829,,5.07,
,791,186.3429,6.7114,,11.73,
,676,185.9759,6.9007,,6.12,
,639,185.8551,6.9987,,4.85,
,724,186.1069,7.1312,,7.14,
,591,185.7159,7.1332,,3.37,
,661,185.9222,7.291,,9.69,
,783,186.3151,7.2384,,8.32,
,913,186.6363,7.4707,,2.83,
,819,186.4169,7.556,,3.98,
,1151,187.2471,7.5264,,17.39,
,1113,187.1421,7.5717,,7.48,
,1275,187.574,7.8845,,7.64,
,1281,187.5786,7.906,,4.68,
,1195,187.383,7.8219,,8.03,
,948,186.7223,7.7523,,4.92,
,970,186.7832,7.8168,,4.25,
,883,186.5646,7.7562,,8.32,
,893,186.5898,7.7774,,5.11,
,821,186.4118,7.7573,,5.91,
,807,186.3884,7.8081,,5.81,
,1054,186.9834,8.0877,,4.78,
,1057,186.9969,8.1161,,5.51,
,1133,187.2021,8.2314,,5.43,
,294,184.6466,6.4939,,12.31,
,254,184.4419,6.4232,,8.81,
,250,184.4399,6.4309,,10.49,
,326,184.7977,6.4929,,7.59,
,212,184.2358,6.5863,,5.6,
,205,184.1771,6.6893,,6.09,
,376,184.9606,6.7522,,4.03,
,268,184.505,7.1657,,5.17,
,255,184.4443,7.2627,,6.72,
,301,184.6758,7.4652,,4.02,
,368,184.9369,7.6305,,5.32,
,380,184.9686,7.7309,,5.4,
,116,183.649,7.2537,,2.59,
,160,183.9277,7.4501,,9.19,
,149,183.8641,7.8028,,4.44,
,229,184.3276,8.2188,,4.0,
,579,185.6889,7.2643,,5.17,
,633,185.8394,7.5921,,17.21,
,694,186.0242,7.5317,,9.73,
,653,185.9037,7.5955,,11.2,
,631,185.8271,7.6632,,3.81,
,640,185.8638,7.8013,,6.35,
,683,185.9929,7.9084,,5.73,
,474,185.366,7.7193,,2.68,
,602,185.745,8.1921,,5.96,
,520,185.5113,8.2362,,7.77,
,744,186.1957,7.9162,,11.04,
,1009,186.8629,8.3523,,6.33,
,1012,186.869,8.3909,,5.2,
,894,186.5854,8.5585,,3.63,
,746,186.1987,8.4389,,7.04,
,582,185.6972,8.4374,,4.95,
,702,186.0378,8.5137,,9.98,
,451,185.2716,8.4341,,3.8,
,225,184.2982,8.3254,,2.05,
,243,184.4064,8.4847,,4.05,
,652,185.9005,8.7267,,11.65,
,561,185.6488,8.812,,8.3,
,574,185.6749,8.833,,9.33,
,590,185.7126,8.9025,,7.87,
,622,185.7957,9.0289,,6.37,
,447,185.2455,8.8652,,8.52,
,496,185.4279,9.3555,,9.22,
,1394,187.9808,7.8689,,7.9,
,1408,188.0182,7.9439,,10.16,
,1415,188.0368,8.0395,,8.57,
,1506,188.3665,7.8546,,3.69,
,1580,188.6811,8.0907,,6.64,
,1659,189.089,8.291,,6.23,
,1777,189.752,8.4066,,2.92,
,1589,188.723,8.1604,,4.8,
,1666,189.1223,8.5124,,3.23,
,1349,187.8222,7.8615,,5.05,
,1299,187.6536,7.9848,,6.56,
,1406,188.0116,8.075,,4.72,
,1292,187.6129,8.1853,,12.01,
,1487,188.3014,8.3775,,7.08,
,1360,187.858,8.334,,5.31,
,1171,187.3109,8.2418,,5.66,
,1260,187.5433,8.3522,,10.29,
,1116,187.1569,8.3039,,2.43,
,1160,187.2678,8.4563,,5.86,
,1439,188.1466,8.6365,,4.69,
,1367,187.8887,8.9675,,9.29,
,1485,188.2965,9.1118,,4.87,
,1756,189.5791,9.116,,8.59,
,1723,189.4014,9.2071,,7.57,
,1846,190.1282,9.3142,,7.33,
,1994,191.0556,9.7233,,12.13,
,1849,190.148,9.555,,3.52,
,1708,189.3189,9.4084,,4.19,
,1640,188.957,9.3423,,3.73,
,1655,189.0591,9.4719,,6.77,
,1742,189.5166,9.5239,,6.03,
,1771,189.6828,9.5321,,6.73,
,1705,189.2949,9.4901,,12.36,
,1719,189.3797,9.5065,,11.6,
,1712,189.3468,9.9643,,3.21,
,1825,190.0475,9.8478,,12.74,
,1773,189.7142,9.8203,,13.43,
,1851,190.1817,10.4077,,8.47,
,1776,189.7269,10.243,,12.71,
,1807,189.9315,10.3536,,5.62,
,1800,189.907,10.4398,,4.76,
,1074,187.0422,8.4446,,13.77,
,1108,187.1239,8.5379,,8.08,
,1031,186.9244,8.5359,,34.41,
,1098,187.0923,8.7285,,7.44,
,1117,187.1669,8.8275,,4.37,
,1050,186.9797,8.8483,,4.63,
,1127,187.1852,9.0259,,5.67,
,1128,187.1876,9.054,,14.79,
,1168,187.2994,9.1572,,7.47,
,869,186.5247,8.9669,,22.86,
,1092,187.0835,9.1701,,12.91,
,1165,187.293,9.267,,6.89,
,1421,188.0542,9.3144,,17.62,
,1197,187.3896,9.6145,,6.68,
,1361,187.8624,9.7331,,20.05,
,1263,187.5538,9.9481,,7.13,
,860,186.4975,9.4068,,4.55,
,703,186.042,9.2359,,7.28,
,926,186.6664,9.5003,,9.22,
,993,186.8355,9.5914,,5.84,
,983,186.8136,9.6265,,16.67,
,686,185.9994,9.4943,,6.84,
,651,185.8943,9.5152,,8.76,
,1119,187.1729,9.7317,,10.37,
,1090,187.0741,9.728,,7.62,
,1174,187.3257,9.9366,,3.45,
,1034,186.9322,9.9847,,8.45,
,1184,187.3507,9.9509,,4.57,
,1238,187.4748,10.3381,,15.65,
,906,186.6241,9.979,,6.4,
,955,186.7386,10.1859,,5.43,
,922,186.654,10.208,,6.93,
,811,186.4075,10.251,,17.06,
,1591,188.7381,10.0629,,6.64,
,1432,188.1229,10.0189,,9.3,
,1425,188.0867,10.0574,,3.71,
,1470,188.2517,10.1283,,4.39,
,1600,188.7793,10.5101,,4.85,
,1573,188.6357,10.5481,,9.18,
,1520,188.4259,10.7873,,2.8,
,1679,189.1539,10.4304,,2.96,
,1657,189.0645,10.5968,,7.91,
,1788,189.8272,10.8193,,5.99,
,1707,189.3129,10.7205,,5.48,
,1729,189.4417,10.9852,,7.17,
,1680,189.1528,10.9911,,4.94,
,1384,187.9442,10.6746,,14.17,
,1447,188.161,10.7599,,3.57,
,1445,188.153,11.0161,,5.48,
,1245,187.4938,10.7808,,6.23,
,1124,187.1836,10.8651,,13.83,
,1363,187.8646,10.9357,,4.28,
,1527,188.4605,10.9875,,3.65,
,1578,188.6737,11.1427,,5.61,
,1464,188.2244,11.1911,,11.57,
,1594,188.7504,11.3438,,5.41,
,1558,188.589,11.4156,,4.84,
,1548,188.5582,11.4851,,4.89,
,1595,188.7499,11.5469,,12.31,
,1609,188.8346,11.6361,,13.24,
,80,183.3486,7.7525,,3.6,
,248,184.4225,8.8168,,8.95,
,138,183.7978,9.1578,,6.46,
,196,184.1366,9.4939,,2.99,
,471,185.3536,9.6204,,4.3,
,383,184.9886,9.5591,,2.81,
,455,185.2875,9.7101,,3.37,
,128,183.7488,9.5654,,24.76,
,147,183.8571,9.5956,,7.51,
,104,183.5373,9.7213,,17.84,
,184,184.0781,9.747,,6.02,
,239,184.378,10.1589,,4.7,
,191,184.1108,10.3472,,5.72,
,44,183.0269,9.8967,,5.7,
,63,183.1725,10.1656,,5.73,
,69,183.2315,10.56,,4.48,
,111,183.5975,10.7964,,3.71,
,139,183.8014,11.0004,,2.99,
,78,183.3227,11.1395,,3.97,
,14,182.4631,11.2567,,2.79,
,626,185.8035,9.8765,,3.74,
,658,185.9138,10.0312,,5.41,
,498,185.4305,10.2344,,4.9,
,553,185.577,10.3269,,4.31,
,569,185.6627,10.6288,,4.15,
,932,186.6816,10.9569,,7.46,
,868,186.5264,10.9582,,5.19,
,935,186.6873,11.0024,,6.92,
,673,185.9688,10.7601,,4.13,
,412,185.1023,10.6816,,3.0,
,305,184.6952,10.6472,,2.43,
,285,184.6124,10.6507,,2.59,
,540,185.5704,10.9535,,7.49,
,564,185.6522,11.2975,,3.51,
,585,185.6975,11.3445,,15.85,
,743,186.1773,11.4822,,6.9,
,586,185.6958,11.4451,,5.38,
,1089,187.0735,10.8687,,15.79,
,1121,187.1709,11.1329,,14.24,
,1000,186.853,11.2383,,7.53,
,1096,187.0895,11.2433,,5.57,
,1227,187.4457,11.1701,,14.27,
,969,186.7815,11.3963,,6.45,
,910,186.6319,11.4699,,2.33,
,1111,187.1272,11.948,,6.25,
,707,186.054,11.7617,,10.07,
,999,186.8504,12.1331,,3.03,
,880,186.5497,12.0871,,3.22,
,691,186.0023,11.86,,3.98,
,705,186.0466,11.9469,,16.11,
,842,186.4522,12.2258,,4.8,
,876,186.5402,12.3951,,6.28,
,728,186.1076,12.2614,,8.31,
,775,186.2901,12.3824,,8.54,
,803,186.3702,12.4935,,8.72,
,1162,187.1945,12.2415,,1.42,
,987,186.8149,12.6666,,3.1,
,832,186.4316,12.6743,,9.79,
,280,184.561,11.4807,,5.77,
,156,183.899,11.7442,,6.15,
,430,185.1905,12.2346,,4.49,
,456,185.2876,12.2996,,5.54,
,263,184.4868,11.996,,4.93,
,364,184.9348,12.2825,,11.04,
,106,183.5346,11.9579,,8.5,
,164,183.9709,12.0298,,3.71,
,65,183.1791,12.1277,,3.27,
,290,184.6273,12.3995,,4.64,
,163,183.9396,12.5636,,5.12,
,175,184.0124,12.5961,,3.4,
,146,183.8344,12.6153,,4.13,
,150,183.8691,12.6477,,4.04,
,197,184.1359,13.1638,,8.11,
,580,185.6881,12.2939,,7.95,
,398,185.0531,12.674,,3.11,
,431,185.1935,12.7578,,9.42,
,416,185.1118,12.7979,,7.06,
,838,186.4462,12.7603,,5.83,
,723,186.0911,13.0285,,4.45,
,844,186.4514,13.1226,,6.02,
,767,186.27,13.0755,,2.42,
,884,186.5644,13.1429,,20.42,
,850,186.4705,13.1927,,9.56,
,886,186.5638,13.3412,,2.7,
,635,185.8412,13.3439,,7.64,
,789,186.3296,13.2565,,7.59,
,766,186.2668,13.3532,,3.64,
,401,185.0608,12.8653,,5.92,
,493,185.4229,13.1939,,4.46,
,605,185.7585,13.559,,4.38,
,708,186.0557,13.6326,,7.02,
,603,185.7467,13.7569,,6.14,
,660,185.9129,13.818,,5.82,
,607,185.7597,13.9142,,4.16,
,735,186.1384,14.0063,,7.78,
,391,185.0123,13.7963,,8.35,
,519,185.5032,14.1366,,6.33,
,133,183.7689,13.1076,,8.86,
,185,184.0819,13.1359,,4.94,
,70,183.2342,13.0701,,10.96,
,88,183.4323,13.3954,,4.81,
,84,183.3921,13.4017,,4.09,
,100,183.5189,13.6528,,12.17,
,19,182.5575,13.188,,5.01,
,8,182.3373,13.526,,6.68,
,2,182.1055,13.8284,,8.07,
,98,183.4746,13.8721,,19.23,
,333,184.8103,13.7957,,5.0,
,155,183.899,13.6196,,18.76,
,151,183.872,13.9683,,4.81,
,245,184.4128,14.2774,,9.93,
,188,184.0938,14.2572,,5.22,
,354,184.8753,13.9904,,24.83,
,240,184.38,14.3557,,7.92,
,273,184.5425,14.6958,,12.59,
,414,185.1013,14.6912,,8.92,
,112,183.623,14.0768,,5.52,
,90,183.4497,14.8374,,6.47,
,79,183.336,14.8044,,7.07,
,288,184.6213,15.0721,,5.14,
,148,183.86,15.2472,,4.44,
,182,184.0576,15.5562,,8.18,
,42,183.0252,14.9529,,8.87,
,45,183.0316,15.1095,,3.16,
,5,182.1409,15.1188,,7.38,
,108,183.5477,15.9647,,22.57,
,2043,191.6659,10.1457,,7.94,
,2027,191.404,10.5991,,5.26,
,2040,191.6278,11.1213,,2.52,
,1924,190.6206,10.3217,,3.88,
,1926,190.6418,10.3435,,5.62,
,1985,190.982,10.6118,,4.94,
,1968,190.8633,10.9563,,5.07,
,1843,190.1146,10.8388,,9.4,
,1904,190.4708,10.8906,,36.17,
,1901,190.4948,10.8979,,7.19,
,1879,190.3639,11.146,,11.56,
,2002,191.1433,11.2038,,24.71,
,2032,191.4684,11.246,,18.06,
,2047,191.7858,11.461,,5.24,
,1945,190.7254,11.4383,,14.97,
,2003,191.1729,11.5204,,10.87,
,2093,193.0794,11.1909,,7.05,
,2065,192.0409,11.7151,,5.83,
,2051,191.8717,12.0505,,6.47,
,1795,189.8747,11.1716,,6.63,
,1718,189.3754,11.4818,,8.33,
,1815,189.98,11.9015,,0.96,
,1882,190.3783,11.6821,,1.52,
,1925,190.6397,11.8208,,7.08,
,1995,191.0698,12.0273,,18.31,
,1841,190.1127,12.1993,,5.8,
,1863,190.2709,12.2659,,6.99,
,1915,190.5562,12.546,,13.21,
,1621,188.8918,11.7861,,6.57,
,1746,189.5485,12.0575,,12.13,
,1626,188.8945,11.9579,,5.59,
,1563,188.6085,11.9172,,14.46,
,1689,189.2143,12.3694,,10.49,
,1706,189.2972,12.446,,4.26,
,1631,188.9097,12.3416,,3.12,
,1783,189.8063,12.1008,,11.61,
,1787,189.8263,12.2559,,4.63,
,1858,190.2261,12.5325,,10.78,
,1823,190.0368,12.7918,,5.98,
,1769,189.6583,12.6109,,4.52,
,1792,189.8584,12.9281,,12.92,
,1820,190.0174,13.0343,,6.81,
,1775,189.7211,12.9833,,3.75,
,1786,189.8183,12.9704,,9.87,
,1946,190.7269,12.5396,,0.61,
,2021,191.3654,13.0271,,12.37,
,1998,191.0925,13.0074,,5.34,
,2063,192.0133,13.7244,,12.39,
,2052,191.8727,13.6488,,2.72,
,1900,190.4881,13.0685,,18.9,
,1960,190.8171,13.244,,6.95,
,1941,190.7083,13.2938,,3.45,
,1976,190.8992,13.2504,,9.02,
,1874,190.3255,13.1653,,14.88,
,1888,190.432,13.6693,,3.95,
,2075,192.1228,13.8054,,7.5,
,2079,192.1855,14.1152,,2.97,
,2026,191.3943,14.387,,7.41,
,2031,191.457,14.5219,,5.27,
,1561,188.6042,12.9035,,22.25,
,1731,189.4547,13.4401,,6.06,
,1601,188.7838,12.9655,,15.88,
,1650,189.0122,13.486,,18.05,
,1658,189.0741,13.5755,,13.09,
,1677,189.1453,13.5999,,13.74,
,1694,189.2191,13.7677,,5.41,
,1272,187.5667,13.3074,,6.39,
,1325,187.7334,13.4491,,5.52,
,1315,187.6607,13.4807,,1.05,
,1301,187.6592,13.6195,,9.76,
,1305,187.6683,13.641,,1.9,
,1511,188.3889,13.4767,,14.18,
,1546,188.547,13.5725,,5.39,
,1612,188.8519,13.766,,4.7,
,1604,188.7931,13.9866,,14.37,
,1387,187.9605,13.6808,,4.91,
,1467,188.2292,13.8889,,6.56,
,1766,189.6563,13.5078,,8.35,
,1852,190.1819,13.7896,,5.28,
,1702,189.2797,13.9821,,20.72,
,1944,190.7134,14.2896,,4.22,
,1862,190.244,14.2409,,4.05,
,1953,190.7672,14.8933,,7.98,
,1670,189.1262,13.9455,,4.81,
,1656,189.0567,14.6712,,15.94,
,1738,189.4782,15.1587,,6.61,
,1832,190.0742,15.4037,,6.71,
,1751,189.5566,15.3737,,7.78,
,1319,187.7179,13.8586,,3.69,
,1256,187.517,13.9138,,4.52,
,1241,187.4378,13.9841,,0.67,
,1214,187.4099,14.059,,9.01,
,900,186.6083,13.7384,,8.07,
,897,186.5915,13.7572,,5.35,
,1053,186.9774,13.8205,,3.9,
,924,186.6455,13.8708,,8.36,
,1088,187.0651,14.1544,,6.19,
,964,186.7582,14.1089,,5.05,
,991,186.8242,14.1474,,20.16,
,1350,187.8256,13.9625,,5.5,
,1287,187.6048,13.9839,,33.48,
,1355,187.8336,14.1154,,25.83,
,1235,187.4564,14.2198,,14.66,
,1452,188.1792,14.351,,4.93,
,1433,188.1187,14.3627,,4.91,
,1390,187.9658,14.3724,,3.24,
,1228,187.4378,14.6314,,19.05,
,1276,187.5756,14.6817,,3.91,
,1274,187.5708,14.7044,,8.53,
,863,186.499,14.0397,,12.93,
