host,ID,ra,dec,morph,re,zspec
PGC45165,130338-053507,195.9096,-5.5854,dE,6.28,
PGC44846,130416-020000,196.0689,-2.0002,BC,8.09,
PGC41361,130429+174531,196.1249,17.7586,dE,16.72,
PGC44846,130533-001738,196.3894,-0.2941,dE,8.99,
PGC45643,130543-074523,196.4326,-7.7566,UDG,21.32,
PGC45643,130609-080401,196.5384,-8.0671,dE,9.71,
PGC45552,130642+180006,196.6764,18.0018,dE,9.27,0.0051
PGC45643,130701-074154,196.7569,-7.6986,dE,7.33,
PGC45643,130740-081136,196.9173,-8.1934,dE,4.4,
PGC45643,130754-080935,196.9765,-8.1598,dE,4.89,
PGC45606,130803-050702,197.0165,-5.1174,dE,5.27,
PGC45606,130901-052341,197.2561,-5.3947,dE,3.2,
PGC45606,130907-051836,197.2794,-5.3103,TS,8.31,
PGC45606,130921-052420,197.3393,-5.4057,dE,3.24,
PGC45606,130932-052632,197.3843,-5.4425,dE,3.58,
PGC45749,131115+365911,197.8158,36.9866,dE,6.07,
PGC45795,131118+224831,197.8285,22.8086,dE,3.54,
PGC45749,131126+371842,197.8619,37.3118,dE,7.01,
PGC45606,131301-034115,198.2555,-3.6877,BC,4.79,
PGC47404,132737+465454,201.9065,46.9151,BC,2.9,
PGC47441,132836+464603,202.1505,46.7677,BC,4.94,0.0083
PGC47441,132923+464046,202.3495,46.6795,dE,5.22,
PGC47441,132941+463837,202.422,46.6439,dE,6.28,
PGC47441,132951+463455,202.4633,46.5822,dE,7.16,0.0096
PGC47404,133245+470302,203.1912,47.0507,dE,2.85,
PGC48130,133537+142139,203.9051,14.361,BC,4.43,0.0034
PGC48085,133734-081302,204.3943,-8.2174,dE,2.73,
PGC49044,134002+584012,205.0099,58.6702,dE,6.1,
PGC48959,134018+060227,205.0774,6.0409,dE,6.14,0.0036
PGC48860,134140+613852,205.4187,61.648,dE,4.03,0.0063
PGC48860,134309+614331,205.7896,61.7255,dE,3.39,
PGC48860,134323+620035,205.848,62.0098,BC,7.12,0.0075
PGC48860,134331+611414,205.8817,61.2373,dE,4.76,
PGC49044,134332+592606,205.8861,59.4351,dE,3.16,
PGC48860,134510+611534,206.2954,61.2595,dE,3.56,0.0066
PGC48767,134529+413831,206.3736,41.642,dE,5.3,0.0092
PGC48767,134548+414443,206.4524,41.7454,TS,5.91,0.009
PGC48860,134554+610550,206.475,61.0973,dE,10.12,
PGC48860,134603+605958,206.513,60.9996,dE,3.73,
PGC49044,134624+595042,206.6032,59.8451,dE,8.14,
PGC49044,134641+594922,206.6723,59.823,dE,6.73,0.0067
PGC48860,134646+605912,206.6924,60.9867,dE,6.17,0.0055
PGC48959,134757+041850,206.9893,4.3141,dE,5.59,0.0032
PGC49044,134806+600359,207.0252,60.0665,dE,12.71,
PGC49044,134807+601026,207.0307,60.1741,dE,3.1,
PGC49044,134811+600504,207.0495,60.0847,dE,4.24,0.0065
PGC48860,134822+605826,207.0954,60.9741,dE,6.55,
PGC48860,134833+610133,207.1404,61.0259,dE,4.67,0.0072
PGC48860,134843+610029,207.1822,61.0082,dE,6.43,
PGC49044,134847+600634,207.1971,60.1097,dE,3.28,
PGC49044,134847+600634,207.1972,60.1097,dE,2.92,
PGC48860,134856+610756,207.2358,61.1325,dE,5.77,0.0069
PGC49514,134911+401937,207.296,40.327,dE,7.12,0.0081
PGC49044,134915+600333,207.3132,60.0592,dE,3.47,
PGC48860,134931+610057,207.3828,61.016,dE,6.82,0.0072
PGC49044,134951+594340,207.4627,59.728,dE,8.18,
PGC49514,135024+395128,207.6014,39.8579,dE,4.17,0.0075
PGC49044,135051+600911,207.7166,60.1531,dE,4.5,
PGC49044,135053+600830,207.7237,60.1417,BC,4.36,0.0084
PGC48917,135105+392208,207.7718,39.3689,dE,4.94,0.0088
PGC49514,135119+401133,207.833,40.1925,dE,6.41,
PGC49514,135126+403511,207.8594,40.5864,dE,4.53,
PGC49514,135139+404414,207.9137,40.7374,dE,4.24,
PGC49514,135140+400856,207.9188,40.1491,dE,3.37,
PGC49547,135142+052647,207.9288,5.4465,BC,7.0,0.0041
PGC49547,135205+054553,208.0236,5.765,BC,6.74,
PGC49514,135206+401945,208.0275,40.3293,dE,2.88,
PGC49514,135212+400533,208.0514,40.0926,BC,13.69,0.0084
PGC49547,135213+044713,208.0569,4.7872,dE,6.57,
PGC49514,135219+401935,208.083,40.3265,dE,3.2,
PGC49489,135224+594826,208.1014,59.8074,dE,5.7,
PGC49489,135229+594027,208.1217,59.6744,BC,9.82,
PGC49514,135239+400425,208.1663,40.0738,dE,3.35,
PGC49514,135241+401141,208.1721,40.195,dE,5.47,
PGC49514,135242+400204,208.1757,40.0346,dE,4.25,
PGC49514,135258+401605,208.2421,40.2683,dE,5.99,
PGC49514,135258+400701,208.2426,40.1171,dE,2.95,
PGC49514,135300+401654,208.2513,40.2817,dE,4.18,
PGC49514,135302+401747,208.2599,40.2964,dE,4.54,
PGC49514,135310+401815,208.2939,40.3044,dE,5.43,
PGC49514,135312+401436,208.3028,40.2436,dE,3.53,
PGC49547,135319+054617,208.3326,5.7716,dE,15.01,0.0035
PGC49514,135331+400150,208.3799,40.0307,dE,3.44,
PGC49412,135336-074308,208.4022,-7.7191,dE,2.69,
PGC49514,135340+411507,208.4186,41.2522,dE,3.45,0.0097
PGC49514,135341+400447,208.4249,40.08,dE,4.21,
PGC49514,135407+404901,208.5317,40.817,dE,5.76,0.0091
PGC49514,135408+402005,208.5344,40.3348,dE,5.26,
PGC49412,135416-072236,208.5687,-7.3768,dE,5.29,
PGC49412,135427-073434,208.615,-7.5763,dE,6.63,
PGC49412,135430-073907,208.6274,-7.6522,UDG,9.41,
PGC49547,135445+065804,208.6886,6.968,dE,4.81,
PGC49489,135453+593222,208.7233,59.5397,dE,6.53,
PGC49514,135453+402648,208.7244,40.4469,dE,4.12,
PGC49514,135454+395838,208.729,39.9774,BC,11.64,
PGC49514,135455+394913,208.7315,39.8205,dE,3.91,
PGC49547,135456+050328,208.7349,5.058,dE,6.62,
PGC49547,135502+050525,208.7613,5.0903,dE,6.74,0.0047
PGC49514,135508+402640,208.784,40.4445,dE,3.31,
PGC49412,135509-074032,208.7894,-7.6757,dE,1.76,
PGC49547,135526+051425,208.8616,5.2405,dE,11.08,
PGC49514,135527+410819,208.8645,41.1388,dE,6.2,0.0075
PGC49412,135532-072034,208.8856,-7.3429,dE,3.49,
PGC49547,135541+053332,208.9243,5.559,dE,9.54,
PGC49489,135542+592800,208.9277,59.4667,dE,5.16,
PGC49514,135548+403414,208.9529,40.5706,dE,5.7,
PGC49547,135558+053633,208.9946,5.6094,dE,10.63,
PGC49583,135605-052614,209.022,-5.4372,dE,4.08,
PGC49583,135610-055347,209.0458,-5.8966,dE,4.5,
PGC49583,135614-053049,209.0608,-5.5139,dE,3.0,
PGC49583,135619-053141,209.0797,-5.5282,dE,4.55,
PGC49547,135621+051944,209.0889,5.3289,dE,7.2,0.0047
PGC49583,135635-052544,209.1478,-5.4291,dE,3.04,
PGC49489,135636+593353,209.1513,59.5647,dE,4.45,
PGC49583,135653-052950,209.2213,-5.4974,dE,4.79,
PGC49547,135655+050906,209.2316,5.1519,dE,8.74,0.0051
PGC49489,135706+592522,209.2779,59.4229,dE,5.11,0.0066
PGC49874,135714+540603,209.3116,54.1011,dE,13.05,0.0011
PGC49547,135723+053425,209.3487,5.5738,dE,13.94,0.0035
PGC49583,135737-053302,209.4071,-5.5508,dE,3.57,
PGC49514,135844+405450,209.6847,40.914,dE,5.56,0.0075
PGC49881,140005+574119,210.0221,57.6888,dE,6.17,
PGC49874,140101+545555,210.2581,54.932,dE,2.91,0.006
PGC50331,140116+515222,210.3169,51.873,dE,2.82,0.0076
PGC50331,140230+502905,210.6255,50.485,dE,5.24,
PGC49874,140304+554229,210.7668,55.7081,dE,6.56,0.0076
PGC49547,140415+040643,211.066,4.1122,MD,13.64,0.0041
PGC50331,140511+504205,211.2974,50.7016,dE,3.88,
PGC50331,140518+504355,211.3273,50.7321,dE,4.59,
PGC50063,140521+541611,211.3414,54.2698,BC,9.35,0.0071
PGC50331,140533+504051,211.3908,50.6811,dE,3.33,
PGC50331,140545+520230,211.4402,52.0417,BC,4.35,
PGC50331,140556+502556,211.4854,50.4322,dE,4.91,
PGC50191,140609+551326,211.5375,55.2241,dE,6.09,0.0064
PGC50191,140614+544115,211.559,54.6875,dE,5.03,0.0055
PGC50191,140617+551624,211.5742,55.2736,dE,3.58,
PGC50191,140642+541408,211.6759,54.2356,dE,4.19,
PGC50191,140648+550147,211.7009,55.0299,dE,4.8,0.0068
PGC50331,140648+503856,211.702,50.6491,dE,3.95,
PGC50331,140703+504314,211.7625,50.7207,dE,4.57,0.0074
PGC50191,140715+544950,211.8138,54.8307,dE,3.93,
PGC50191,140716+544802,211.8197,54.8007,dE,3.33,0.0063
PGC50191,140727+543725,211.866,54.6236,dE,2.56,
PGC50331,140729+505026,211.8739,50.8407,dE,6.71,
PGC50191,140736+545227,211.9006,54.8744,dE,4.01,
PGC50331,140738+503019,211.91,50.5054,dE,3.81,
PGC50191,140739+544740,211.9136,54.7946,dE,5.98,0.0077
PGC50331,140758+505148,211.9931,50.8634,dE,5.49,
PGC50331,140820+505240,212.0858,50.8779,dE,3.97,0.008
PGC50063,140824+532928,212.1041,53.4913,dE,3.79,0.0073
PGC50191,140830+545248,212.1276,54.8801,dE,4.61,
PGC50191,140833+552649,212.141,55.4471,dE,6.01,
PGC50782,140843-010941,212.1804,-1.1616,dE,7.46,0.0051
PGC50191,140846+550459,212.1934,55.0832,dE,3.24,
PGC50191,140849+545121,212.2052,54.856,dE,4.5,0.0068
PGC50191,140855+550119,212.2325,55.0221,dE,5.19,0.0068
PGC50191,140902+545145,212.2585,54.8627,dE,6.01,
PGC50191,140916+550204,212.3197,55.0347,dE,2.36,
PGC50191,140942+563231,212.425,56.542,dE,6.02,0.0063
PGC50191,141012+552223,212.5513,55.3731,dE,4.29,
PGC50613,141036+193441,212.653,19.5781,dE,5.26,
PGC50782,141050-033157,212.7088,-3.5326,dE,5.11,
PGC50782,141337-030536,213.4057,-3.0934,dE,2.73,
PGC50782,141338-032008,213.4116,-3.3357,dE,4.6,
PGC50782,141352-030322,213.4694,-3.0561,dE,5.93,
PGC50191,141354+551603,213.4756,55.2676,dE,6.17,0.0056
PGC50942,141541+361612,213.9221,36.2701,dE,3.66,
PGC50942,141542+362632,213.9283,36.4423,dE,2.91,
PGC50942,141543+361318,213.9313,36.2219,dE,2.99,0.0103
PGC50942,141549+361324,213.9565,36.2236,dE,2.68,
PGC50942,141600+361710,214.0027,36.2863,dE,5.4,0.0088
PGC51104,141658+362713,214.2431,36.4537,dE,3.16,
PGC51104,141703+362923,214.2628,36.49,dE,6.36,0.0115
PGC51104,141715+363032,214.3152,36.5091,dE,2.55,
PGC51104,141723+361157,214.3462,36.1994,dE,4.67,
PGC51104,141727+361627,214.3627,36.2744,dE,3.81,
PGC51104,141756+363129,214.4837,36.5248,dE,7.03,
PGC51104,141803+362027,214.5148,36.341,dE,4.5,0.0117
PGC51104,141820+364411,214.5843,36.7365,dE,3.18,
PGC51104,141824+362529,214.6005,36.4248,dE,5.43,
PGC51104,141824+363326,214.6038,36.5575,dE,2.4,
PGC51104,141902+363912,214.7605,36.6534,dE,4.75,
PGC51104,141914+362133,214.8094,36.3594,dE,4.52,0.0108
PGC51104,141924+363005,214.8527,36.5016,UDG,9.42,
PGC51251,141931+391603,214.88,39.2677,dE,6.16,
PGC51233,141933+033048,214.8876,3.5135,dE,2.13,
PGC51233,141959+033314,214.9999,3.554,dE,2.22,
PGC51233,142008+033325,215.0339,3.5571,dE,3.12,
PGC51233,142041+032737,215.1748,3.4603,dE,7.18,
PGC51233,142043+040837,215.1816,4.1437,BC,8.3,0.0057
PGC51233,142054+032216,215.2258,3.3712,dE,11.06,
PGC51233,142055+031416,215.2332,3.238,TS,8.68,0.0051
PGC51104,142057+353606,215.2413,35.6017,dE,4.71,
PGC51233,142106+042414,215.2755,4.404,dE,3.48,
PGC51233,142113+032513,215.3071,3.4204,dE,3.8,
PGC51104,142122+350936,215.343,35.1601,dE,6.43,
PGC51104,142152+351241,215.4678,35.2116,dE,4.01,
PGC51233,142159+024714,215.4989,2.7875,dE,5.64,
PGC51233,142200+023422,215.5001,2.5729,dE,5.24,0.0054
PGC51036,142320+571353,215.8374,57.2316,dE,6.4,
PGC51431,142415+345627,216.066,34.941,dE,2.87,
PGC51431,142418+345548,216.0778,34.9303,dE,8.16,
PGC51471,142437-031317,216.1542,-3.2216,dE,4.41,
PGC51431,142444+345311,216.1866,34.8864,dE,5.15,
PGC51620,142715+460530,216.8161,46.0917,dE,3.71,
PGC51932,142742+563545,216.9267,56.596,dE,4.78,0.0064
PGC51787,142855+035105,217.2328,3.8516,dE,4.07,0.0056
PGC51787,142919+024237,217.3316,2.7105,dE,5.02,0.0058
PGC51787,142934+030107,217.3956,3.0188,dE,6.28,
PGC51787,143027+030505,217.6128,3.085,dE,4.35,
PGC51787,143041+032532,217.6729,3.4257,BC,5.14,
PGC51787,143046+030945,217.6948,3.1627,dE,7.66,
PGC51787,143116+031524,217.8189,3.2568,BC,9.78,0.0051
PGC51787,143139+032116,217.9145,3.3544,dE,4.89,
PGC51787,143141+030626,217.9211,3.1074,dE,3.76,
PGC51787,143215+032837,218.0649,3.477,dE,3.15,
PGC51932,143225+580028,218.1046,58.0079,dE,3.5,
PGC51787,143235+031651,218.1476,3.2811,BC,5.53,0.0049
PGC51978,143259+492441,218.2488,49.4114,UDG,9.37,
PGC51787,143301+033314,218.2575,3.554,dE,2.38,
PGC51787,143329+033036,218.3728,3.51,dE,2.05,
PGC52116,143409+543404,218.5388,54.5679,dE,8.04,
PGC52116,143449+543203,218.7073,54.5344,dE,5.44,0.0069
PGC52412,144028-002227,220.1194,-0.3744,dE,3.46,
PGC52455,144110-001940,220.2946,-0.3278,dE,3.01,
PGC52665,144421+015325,221.0908,1.8903,dE,5.92,
PGC52665,144430+015919,221.1279,1.9887,dE,4.58,
PGC52665,144517+020920,221.324,2.1556,dE,4.87,
PGC52665,144540+015717,221.4175,1.9548,dE,7.04,
PGC52665,144544+015418,221.4352,1.9051,dE,4.2,
PGC52665,144551+020250,221.4655,2.0472,dE,3.45,
PGC52735,144617-001149,221.5717,-0.197,dE,9.63,
PGC53247,145000+024613,222.5006,2.7705,dE,6.43,
PGC53247,145022+025730,222.5957,2.9585,BC,6.44,0.0055
PGC53247,145038+024645,222.66,2.7792,dE,5.34,
PGC53247,145059+022016,222.7494,2.3379,dE,5.0,0.0052
PGC53089,145153-022534,222.9741,-2.4261,dE,3.62,
PGC53089,145154-022804,222.9758,-2.4679,dE,2.36,
PGC53089,145200-022907,223.0019,-2.4855,dE,10.46,
PGC53247,145202+025842,223.0083,2.9784,BC,4.74,0.0059
PGC53247,145225+033448,223.108,3.5801,dE,2.3,
PGC53247,145242+032919,223.1762,3.4888,dE,3.27,
PGC53247,145253+035724,223.2231,3.9569,dE,5.3,
PGC53247,145315+035535,223.3125,3.9266,BC,8.42,
PGC53247,145337+035842,223.4081,3.9785,dE,7.41,
PGC53247,145352+022024,223.4708,2.3402,dE,4.5,
PGC53247,145406+021120,223.5261,2.1891,dE,3.17,
PGC53247,145434+022036,223.6435,2.3436,dE,5.64,0.0071
PGC53643,145455+013132,223.7326,1.5256,dE,6.53,0.0058
PGC53247,145458+020036,223.742,2.0101,dE,3.6,
PGC53247,145601+022748,224.005,2.4636,dE,4.02,0.0069
PGC53511,145632+550147,224.1344,55.0298,dE,7.89,0.0028
PGC53643,145634+011045,224.1427,1.1792,dE,5.01,0.0065
PGC53643,145643+014128,224.1796,1.6913,dE,3.42,
PGC53643,145649+014259,224.2051,1.7164,dE,2.03,
PGC53247,145656+024222,224.2346,2.7063,dE,6.18,
PGC53643,145658+014351,224.245,1.7311,dE,7.9,
PGC53511,145714+535013,224.311,53.8372,dE,4.44,
PGC53643,145717+021051,224.3246,2.181,dE,6.02,
PGC53643,145721+021622,224.3401,2.2729,dE,7.47,
PGC53643,145723+021932,224.3479,2.3257,UDG,10.05,
PGC53643,145753+005602,224.4711,0.9341,dE,8.59,0.0062
PGC53511,145753+534602,224.4735,53.7673,dE,5.14,
PGC53511,145803+534800,224.513,53.8,dE,2.97,
PGC53643,145821+015043,224.5882,1.8454,dE,7.9,0.0063
PGC53643,145828+013234,224.6192,1.5429,dE,7.44,0.0049
PGC53643,145840+022023,224.6704,2.3399,dE,5.08,0.0052
PGC53643,145848+020124,224.703,2.0235,dE,4.55,0.0059
PGC53511,145851+535628,224.7127,53.9412,dE,5.45,
PGC53499,145854-010044,224.7263,-1.0125,dE,3.95,
PGC53643,145907+020344,224.7797,2.0623,dE,3.38,
PGC53643,145944+020752,224.9365,2.1311,dE,7.31,
PGC53630,145947-074929,224.9459,-7.8248,dE,6.15,
PGC53643,145948+024709,224.95,2.7859,dE,6.73,
PGC53630,145951-070303,224.9648,-7.0509,dE,2.71,
PGC53630,150016-073403,225.0697,-7.5675,dE,8.1,
PGC53643,150019+005700,225.08,0.95,dE,8.24,0.0065
PGC53630,150023-072558,225.0986,-7.4328,dE,7.47,
PGC53630,150027-070532,225.1142,-7.0923,dE,5.33,
PGC53643,150033+021349,225.1377,2.2303,dE,8.61,0.0042
PGC53643,150042+014342,225.1751,1.7285,dE,4.53,
PGC53643,150046+013303,225.1938,1.5511,dE,3.35,
PGC53643,150052+012417,225.2191,1.405,dE,10.15,0.0062
PGC53630,150054-072500,225.2287,-7.4168,TS,7.3,
PGC53643,150059+015236,225.2472,1.8768,dE,5.19,0.0073
PGC53643,150059+013857,225.2474,1.6492,dE,4.23,0.0079
PGC53643,150106+020525,225.2791,2.0904,dE,6.91,0.0065
PGC53630,150111-073135,225.2991,-7.5266,dE,9.4,
PGC53643,150115+012953,225.314,1.4982,BC,6.48,0.0071
PGC53643,150115+014624,225.3161,1.7736,dE,6.85,0.0045
PGC53643,150119+013618,225.3307,1.6051,dE,8.43,
PGC53643,150138+014322,225.411,1.7228,dE,1.88,0.0077
PGC53643,150138+015212,225.4111,1.8701,dE,6.08,0.0071
PGC53643,150140+023855,225.4201,2.6488,dE,7.22,
PGC53643,150149+015552,225.4563,1.9311,dE,5.57,
PGC53643,150154+013732,225.478,1.6258,UDG,9.82,
PGC53630,150157-074436,225.4892,-7.7434,dE,3.13,
PGC53643,150228+012151,225.6173,1.3642,dE,4.79,0.005
PGC53643,150229+012651,225.6209,1.4476,dE,3.42,
PGC53643,150233+015607,225.6378,1.9354,dE,7.57,0.0055
PGC53643,150236+020139,225.6504,2.0275,dE,4.95,0.0065
PGC53862,150240+030727,225.6702,3.1244,dE,7.84,
PGC53643,150241+012307,225.6721,1.3853,dE,4.58,
PGC53643,150304+011336,225.7682,1.2268,dE,5.65,
PGC53643,150307+013933,225.7792,1.6594,dE,5.22,
PGC53643,150329+014224,225.8711,1.7068,dE,4.23,
PGC53643,150336+012542,225.9016,1.4286,dE,2.99,
PGC53932,150341+005420,225.9234,0.9056,dE,4.98,
PGC53862,150344+023308,225.9345,2.5522,dE,6.13,0.0058
PGC53932,150350+010736,225.9597,1.1268,dE,7.68,0.0051
PGC53862,150351+014224,225.9632,1.7069,dE,2.55,
PGC53932,150357+012436,225.9886,1.4101,dE,5.92,
PGC53862,150413+023234,226.0546,2.543,dE,11.01,0.0064
PGC53932,150416+013538,226.067,1.594,dE,5.59,
PGC53862,150424+020652,226.103,2.1146,dE,5.56,0.0057
PGC53932,150434+010156,226.143,1.0325,dE,5.37,0.0073
PGC53932,150442+011727,226.1787,1.2909,dE,9.98,0.0066
PGC53932,150443+011041,226.1817,1.1781,dE,2.85,
PGC53862,150448+015851,226.2023,1.9808,dE,8.23,0.0065
PGC53862,150508+020927,226.2867,2.1575,dE,4.44,
PGC53933,150516+554940,226.3169,55.8279,dE,9.68,0.0019
PGC53862,150520+014846,226.3345,1.8129,dE,11.35,
PGC53932,150523+011435,226.3487,1.2432,dE,7.45,
PGC53932,150527+013539,226.3665,1.5943,dE,2.81,
PGC53932,150531+013515,226.3826,1.5876,dE,5.63,0.0031
PGC53862,150531+024721,226.3826,2.7892,dE,6.43,
PGC53862,150537+021502,226.4044,2.2507,dE,5.05,
PGC53932,150537+011810,226.4074,1.3031,dE,5.42,0.007
PGC53862,150540+021957,226.4179,2.3327,dE,3.21,
PGC53862,150542+020008,226.4277,2.0024,dE,5.56,
PGC53932,150546+010056,226.4439,1.0158,dE,4.78,
PGC53862,150550+015429,226.4607,1.9083,dE,6.9,0.0058
PGC53862,150554+021208,226.4782,2.2022,dE,6.94,
PGC53932,150555+004307,226.4808,0.7186,dE,4.9,
PGC53862,150600+015224,226.5035,1.8735,dE,3.04,
PGC53932,150601+014346,226.5063,1.7296,dE,3.92,
PGC53932,150604+014355,226.5175,1.7321,dE,4.01,
PGC53932,150605+012540,226.5248,1.428,dE,7.38,
PGC53862,150605+022314,226.5248,2.3875,dE,4.63,
PGC53932,150606+011920,226.528,1.3224,dE,3.74,0.0077
PGC53932,150615+012913,226.5656,1.4872,dE,3.78,
PGC53932,150616+015222,226.5695,1.8728,dE,5.5,
PGC53862,150617+020603,226.5711,2.1008,dE,3.0,
PGC53932,150617+012539,226.5715,1.4278,dE,3.94,
PGC53933,150633+552845,226.6412,55.4792,BC,18.16,0.0027
PGC54119,150634+001255,226.6427,0.2155,dE,6.99,0.0068
PGC53932,150634+013331,226.6428,1.5588,dE,0.94,0.005
PGC53862,150638+021617,226.6615,2.2714,dE,4.72,
PGC53932,150639+015003,226.6643,1.8343,dE,3.07,
PGC53862,150639+020202,226.6656,2.0341,dE,3.46,
PGC54119,150640+000436,226.6707,0.0767,dE,3.99,0.0056
PGC53932,150641+012606,226.6718,1.4353,dE,6.64,
PGC53932,150655+012254,226.7328,1.3817,dE,8.03,
PGC53932,150657+011621,226.7397,1.2727,dE,11.95,
PGC53862,150658+015939,226.7431,1.9944,BC,4.03,0.0043
PGC53862,150700+022309,226.7502,2.3861,dE,9.12,
PGC53932,150704+015006,226.7669,1.8353,dE,5.08,
PGC53932,150706+010819,226.7769,1.1387,dE,3.89,
PGC53862,150707+023544,226.7797,2.5956,dE,5.71,
PGC53933,150727+561604,226.866,56.2678,dE,2.75,
PGC53932,150728+011818,226.8697,1.3051,dE,5.33,
PGC53932,150734+010712,226.8925,1.1201,dE,5.28,0.0054
PGC53932,150735+015939,226.8974,1.9942,dE,3.56,
PGC53932,150737+020109,226.9052,2.0193,dE,10.28,0.0064
PGC53932,150747+011731,226.9493,1.2922,BC,9.59,0.007
PGC53862,150801+020903,227.0057,2.1511,dE,3.7,0.0036
PGC53862,150808+025416,227.0351,2.9047,BC,3.95,0.0054
PGC53932,150809+012515,227.0381,1.421,dE,4.96,0.0076
PGC53932,150812+012958,227.0517,1.4996,dE,6.68,0.0054
PGC53932,150819+014207,227.0829,1.702,dE,5.52,
PGC53932,150822+014754,227.0946,1.7986,dE,5.94,0.0056
PGC53932,150824+015308,227.1012,1.8856,dE,6.84,
PGC53932,150825+014224,227.1066,1.7069,dE,5.01,0.0067
PGC53932,150826+012723,227.1113,1.4566,dE,8.46,
PGC53932,150828+012014,227.117,1.3373,dE,10.26,
PGC53932,150847+015400,227.1966,1.9,dE,6.24,0.0066
PGC53932,150901+013654,227.2573,1.6151,dE,5.44,
PGC53932,150902+015049,227.2615,1.847,dE,8.69,0.004
PGC54119,150902+010338,227.2623,1.0606,dE,2.99,
PGC54119,150904+004917,227.2679,0.8216,BC,5.1,0.0054
PGC53932,150915+015517,227.3126,1.9215,dE,4.76,0.0057
PGC53932,150922+013552,227.3438,1.5979,dE,2.95,
PGC53932,151101+014050,227.7556,1.6806,dE,7.47,0.0056
PGC54119,151121+013638,227.8397,1.6107,dE,8.9,0.0065
PGC53932,151224+020448,228.1002,2.08,dE,7.07,0.0056
PGC54119,151241+013723,228.1726,1.6233,dE,3.44,0.0063
PGC54119,151442+013710,228.6751,1.6196,BC,5.06,
PGC54119,151443+013209,228.6816,1.536,dE,5.3,
PGC54849,151444+031930,228.6841,3.3252,dE,4.99,
PGC54470,151452+553716,228.7169,55.6212,dE,4.56,
PGC53932,151509+024506,228.7892,2.7517,BC,8.12,0.0059
PGC54470,151510+562700,228.7937,56.4502,dE,1.53,
PGC54428,151510+420334,228.7953,42.0596,dE,3.58,
PGC54470,151543+561921,228.933,56.3227,dE,2.75,
PGC55080,152612+413951,231.5513,41.6644,dE,4.36,
PGC55674,153403+592728,233.5151,59.4578,dE,5.89,0.0103
PGC55674,153438+591021,233.6605,59.1725,BC,5.43,0.0108
PGC55588,153652+163605,234.2202,16.6016,dE,8.05,
PGC55648,153732-014908,234.3836,-1.819,UDG,6.85,
PGC55674,153757+592343,234.4889,59.3954,dE,2.7,
PGC55674,153808+590000,234.5348,59.0002,dE,9.31,
PGC55674,153810+591751,234.5454,59.2977,dE,4.14,
PGC55674,153828+592707,234.6168,59.4522,dE,5.37,
PGC55674,154106+595211,235.2776,59.8698,dE,3.34,
PGC56111,154849+051011,237.2078,5.1699,dE,5.24,
PGC56111,154903+050639,237.2665,5.1109,dE,4.21,
PGC56111,154909+050738,237.2908,5.1275,dE,4.63,
PGC56334,155445+143502,238.6877,14.5841,dE,2.96,
PGC56413,155614+060550,239.0615,6.0974,BC,8.83,
PGC56475,155718+055903,239.3291,5.9842,dE,2.54,
PGC57345,161001+003926,242.5051,0.6573,dE,7.03,
PGC57345,161014+003905,242.5603,0.6516,dE,9.66,
PGC58477,163329+780536,248.3731,78.0936,dE,10.27,
PGC59742,170130+715515,255.3765,71.921,dE,4.14,
PGC59742,170306+722924,255.7777,72.4901,dE,11.77,
PGC59742,170954+720450,257.4777,72.0808,dE,6.47,
PGC59742,171036+720410,257.6535,72.0696,dE,6.32,
PGC59742,171330+722547,258.3773,72.4297,dE,7.71,
PGC60025,171643+615101,259.1803,61.8505,dE,6.33,0.0116
PGC60025,171732+615120,259.3867,61.8556,dE,5.04,
PGC60393,172932+754436,262.3836,75.7434,dE,12.79,
PGC60911,174904+204836,267.2682,20.8101,dE,3.06,
PGC61128,175233+180809,268.1393,18.136,dE,5.48,
PGC61128,175342+181632,268.4282,18.2757,dE,2.68,
PGC61128,175352+184345,268.4684,18.7294,dE,3.15,
PGC61128,175413+181051,268.5543,18.1811,dE,1.92,
PGC61128,175416+182259,268.5677,18.3833,dE,2.09,
PGC61128,175419+183440,268.5812,18.578,dE,4.17,
PGC61128,175420+180905,268.5846,18.1516,dE,2.14,
PGC61128,175425+181309,268.6078,18.2194,dE,3.99,
PGC61128,175436+181707,268.6532,18.2855,dE,3.13,
PGC61128,175437+182239,268.6576,18.3776,dE,3.42,
PGC61128,175448+182801,268.7003,18.467,dE,3.33,
PGC61128,175448+181402,268.7015,18.2342,dE,2.92,
PGC61128,175453+180442,268.7238,18.0785,dE,4.83,
PGC61128,175455+181208,268.7328,18.2024,BC,2.35,
PGC61128,175459+182016,268.7478,18.3378,dE,3.02,
PGC61128,175500+180335,268.7504,18.06,dE,4.2,
PGC61128,175507+175410,268.7793,17.903,dE,2.16,
PGC61128,175519+182937,268.8298,18.4937,dE,2.38,
PGC61128,175519+181636,268.8322,18.2768,dE,2.65,
PGC61128,175522+182048,268.8417,18.3468,dE,2.19,
PGC61128,175528+185245,268.8707,18.8793,dE,2.1,
PGC61128,175532+182036,268.8864,18.3435,dE,4.6,
PGC61128,175536+181008,268.9041,18.1691,dE,3.64,
PGC61128,175540+180003,268.919,18.0011,dE,2.32,
PGC61128,175541+181649,268.9241,18.2804,dE,4.39,
PGC61128,175543+185326,268.9295,18.8907,dE,3.07,
PGC61128,175544+181607,268.9359,18.2689,dE,4.05,
