---,ID,ra,dec,re,E_Re,Re-bias,e_Re,f_Re,b/a,E_b/a,b/a-bias,e_b/a,f_b/a,n,E_n,n-bias,e_n,f_n,PA,E_PA,PA-bias,e_PA,f_PA,mu0g,E_mu0g,mu0g-bias,e_mu0g,f_mu0g,mu0r,E_mu0r,mu0r-bias,e_mu0r,f_mu0r,mu0z,E_mu0z,mu0z-bias,e_mu0z,f_mu0z,gmag,E_gmag,gmag-bias,e_gmag,f_gmag,rmag,E_rmag,rmag-bias,e_rmag,f_rmag,zmag,E_zmag,zmag-bias,e_zmag,f_zmag,VC,SFD,Ag,Ar,Az,comp,f_comp,cz,n_cz,sigma,MassTot,sigEnv,Nenv,Ref
SMDG,2243422+190027,340.92563,19.00761,5.66,-0.29,-0.04,0.64,0,0.79,-0.04,0,0.04,0,0.99,-0.05,-0.03,0.16,0,39.17,-5.89,0,5.72,0,24.2,-0.3,0.08,0.04,0,23.76,-0.32,0.08,0.04,0,23.42,-0.3,0.07,0.06,0,19.8,-0.23,0.03,0.07,0,19.37,-0.22,0.02,0.07,0,19.03,-0.21,0.02,0.09,0,0,0.05,0.15,0.11,0.06,0.55,0,0,none  ,0,0,0,0,D 
SMDG,2244080-592130,341.03325,-59.35827,5.82,0.12,-2.04,6.89,0,1,-0.14,0.04,0.14,0,1.45,0.02,-0.32,0.87,0,-89,-46.7,0,50.33,0,24.35,-0.94,0.39,-0.04,0,24.59,-1.15,0.55,-0.02,1,23.66,-0.95,0.41,-0.06,0,20.45,-0.73,0.27,-0.03,0,20.7,-1.11,0.59,-0.19,0,19.76,-0.76,0.31,-0.03,0,2,0.02,0.07,0.05,0.03,0.41,0,0,none  ,0,0,0,0,D 
SMDG,2244187-405159,341.0778,-40.86629,5.3,-0.28,-0.03,0.65,0,0.56,-0.05,0.01,0.05,0,0.96,-0.06,-0.03,0.18,0,-88.55,-2.52,0,2.36,0,24.16,-0.31,0.07,0.06,0,23.73,-0.34,0.08,0.07,0,23.54,-0.34,0.08,0.1,0,20.23,-0.2,0.01,0.09,0,19.8,-0.18,0,0.1,0,19.61,-0.2,0.01,0.14,0,0,0.01,0.04,0.03,0.02,0.5,0,0,none  ,0,0,0,0,D 
SMDG,2244219-563336,341.0912,-56.55993,5.66,-0.31,0.05,0.37,0,0.85,-0.04,0,0.04,0,0.8,-0.05,-0.01,0.09,0,45.55,-8.92,0,9.05,0,24.59,-0.23,0.05,0.05,0,24.2,-0.24,0.05,0.06,0,23.96,-0.26,0.06,0.08,0,19.8,-0.19,0.02,0.07,0,19.41,-0.21,0.02,0.07,0,19.17,-0.22,0.03,0.1,0,0,0.02,0.05,0.04,0.02,0.55,0,0,none  ,0,0,0,0,D 
SMDG,2244589-091358,341.24531,-9.23289,6.72,0.14,-2.76,7.38,1,0.38,-0.08,0.01,0.08,1,0.95,-0.02,-0.38,0.93,1,61.92,-4.71,0,5.69,1,26.09,-1.26,0.57,-0.05,1,25.33,-1.14,0.47,-0.01,1,-99.99,-99.99,-99.99,-99.99,1,22.06,-1.09,0.53,-0.16,1,21.3,-0.99,0.41,-0.07,1,-99.99,-99.99,-99.99,-99.99,1,0,0.05,0.16,0.11,0.06,0.08,2,0,none  ,0,0,0,0,D 
SMDG,2245191-424048,341.32971,-42.67988,7.04,-0.02,-1.95,6.61,0,0.61,-0.07,0,0.07,0,1.18,-0.01,-0.3,0.79,0,89.95,-6.5,0,7.19,0,25.1,-0.8,0.3,0.05,0,24.58,-0.81,0.3,0.04,0,23.97,-0.65,0.23,0.06,0,20.84,-0.73,0.29,0.01,0,20.32,-0.73,0.28,0,0,19.71,-0.57,0.17,0.08,0,0,0.01,0.04,0.03,0.02,0.32,0,0,none  ,0,0,0,0,D 
SMDG,2245239-460253,341.34952,-46.04792,5.37,-0.21,0.03,0.16,0,0.52,-0.03,0.01,0.03,0,0.45,-0.07,0.03,0.01,0,14.77,-1.74,0,1.74,0,24.88,-0.16,0.01,0.08,0,24.21,-0.15,0,0.08,0,23.86,-0.14,0,0.11,0,20.22,-0.13,0,0.08,0,19.55,-0.13,-0.01,0.08,0,19.2,-0.12,-0.01,0.11,0,0,0.01,0.03,0.02,0.01,0.54,0,0,none  ,0,0,0,0,D 
SMDG,2246263-645556,341.60941,-64.93223,11.34,-0.39,-0.84,3.01,0,0.6,-0.05,0,0.05,0,0.58,-0.06,-0.05,0.19,0,38.69,-4.63,0,5.01,0,26.33,-0.41,0.13,0.05,0,25.57,-0.28,0.07,0.07,0,25.44,-0.51,0.23,0,0,20.08,-0.5,0.19,0.02,0,19.32,-0.39,0.11,0.05,0,19.19,-0.57,0.27,-0.04,0,0,0.04,0.12,0.09,0.05,0.26,0,3315,z_est ,31.6,10.82,129,10,D 
SMDG,2246485-105427,341.70205,-10.9076,10.93,-0.39,-0.23,1.32,0,0.93,-0.03,-0.01,0.03,0,0.85,-0.03,-0.02,0.1,0,-60.1,-19.74,0,21.25,0,24.73,-0.19,0.05,0.03,0,24.1,-0.17,0.04,0.02,0,23.72,-0.17,0.05,0.03,0,18.49,-0.26,0.07,0.03,0,17.86,-0.25,0.06,0.04,0,17.48,-0.24,0.06,0.04,0,0,0.05,0.18,0.12,0.07,0.54,0,0,none  ,0,0,0,0,D 
SMDG,2247005-582429,341.75203,-58.40796,10.01,-0.36,-0.41,1.94,0,0.9,-0.04,-0.01,0.04,0,0.67,-0.04,-0.03,0.15,0,-44.43,-22.55,0,21.29,0,25.65,-0.23,0.08,0.04,0,25.21,-0.26,0.09,0.04,0,25.49,-0.59,0.29,-0.05,0,19.36,-0.37,0.11,0.03,0,18.93,-0.4,0.13,0.03,0,19.2,-0.76,0.39,-0.12,0,0,0.02,0.07,0.05,0.03,0.45,0,0,none  ,0,0,0,0,D 
SMDG,2247044-650047,341.76813,-65.0131,5.31,-0.2,-0.82,4.17,0,0.76,-0.09,-0.02,0.09,0,0.79,-0.04,-0.17,0.68,0,-37.77,-17.5,0,18.77,0,25.76,-0.71,0.23,0.07,0,25.08,-0.62,0.17,0.08,0,24.93,-0.67,0.24,0.07,0,21.21,-0.75,0.22,0.02,0,20.54,-0.59,0.14,0.05,0,20.38,-0.73,0.23,0.04,0,0,0.03,0.11,0.07,0.04,0.33,0,3330,z_est ,17.6,9.89,128,9,D 
SMDG,2247149-080227,341.81221,-8.04079,7.89,-0.18,-0.58,2.09,1,0.65,-0.08,-0.02,0.08,1,0.43,-0.07,-0.08,0.34,1,85.46,-11.05,0,13.64,1,27.17,-0.83,0.36,-0.05,1,26.66,-0.85,0.44,-0.09,1,-99.99,-99.99,-99.99,-99.99,1,21.42,-1.02,0.46,-0.19,1,20.91,-1.15,0.53,-0.19,1,-99.99,-99.99,-99.99,-99.99,1,1,0.04,0.13,0.09,0.05,0.1,2,0,none  ,0,0,0,0,D 
SMDG,2247344-651257,341.89314,-65.21588,6.63,-0.19,-1.04,4.26,0,0.56,-0.07,0.01,0.07,0,1.13,-0.04,-0.18,0.66,0,21.48,-4.59,0,4.64,0,24.8,-0.69,0.23,0.05,0,24.04,-0.55,0.16,0.05,0,23.65,-0.5,0.14,0.08,0,20.68,-0.54,0.14,0.06,0,19.92,-0.39,0.08,0.08,0,19.53,-0.35,0.07,0.12,0,0,0.03,0.1,0.07,0.04,0.42,0,0,none  ,0,0,0,0,D 
SMDG,2247586-581434,341.99424,-58.2429,5.37,-0.3,-0.26,1.82,0,0.5,-0.07,0.01,0.07,0,0.48,-0.09,-0.06,0.38,0,2.11,-6.11,0,5.66,0,26.23,-0.64,0.18,0.08,0,25.66,-0.56,0.15,0.09,0,25.41,-0.63,0.24,0.05,0,21.65,-0.63,0.15,0.06,0,21.09,-0.54,0.14,0.07,0,20.83,-0.68,0.23,0.03,0,0,0.02,0.07,0.05,0.03,0.24,0,0,none  ,0,0,0,0,D 
SMDG,2249075-395504,342.28143,-39.91791,9.25,-0.21,0.05,0.1,0,0.81,-0.02,0,0.02,0,0.41,-0.03,0.01,0.01,0,62.76,-2.69,0,2.83,0,24.56,-0.15,0,0.04,0,24.2,-0.13,0,0.06,0,24,-0.14,0,0.07,0,18.21,-0.16,0,0.05,0,17.84,-0.15,-0.01,0.05,0,17.65,-0.14,0,0.07,0,0,0.01,0.04,0.03,0.02,0.56,0,1609,z_est ,14,9.53,411,6,D 
SMDG,2249162-070950,342.31734,-7.164,5.7,-0.33,-0.32,1.9,0,0.64,-0.08,0,0.08,0,0.46,-0.07,-0.05,0.32,0,-47.89,-9.55,0,9.31,0,26.39,-0.57,0.16,0.07,0,26.07,-0.71,0.22,0.05,0,25.93,-0.88,0.42,-0.1,0,21.41,-0.64,0.18,0.04,0,21.09,-0.82,0.28,0.01,0,20.95,-0.96,0.47,-0.14,0,0,0.04,0.14,0.1,0.05,0.27,0,0,none  ,0,0,0,0,D 
SMDG,2250517-422216,342.71536,-42.37122,5.74,-0.27,0,0.51,0,0.74,-0.04,0.01,0.04,0,0.97,-0.05,-0.02,0.13,0,-22.19,-4.28,0,4.4,0,24.09,-0.28,0.07,0.03,0,23.76,-0.31,0.07,0.04,0,23.51,-0.31,0.07,0.07,0,19.7,-0.21,0.02,0.07,0,19.37,-0.22,0.02,0.08,0,19.12,-0.22,0.02,0.1,0,0,0.02,0.05,0.04,0.02,0.56,0,0,none  ,0,0,0,0,D 
SMDG,2251006-572601,342.75263,-57.43348,5.49,-0.23,0.08,0.04,0,0.85,-0.02,0,0.02,0,0.65,-0.05,0.02,0.02,0,-6.96,-4.55,0,4.8,0,24.16,-0.14,0.01,0.04,0,23.66,-0.15,0.01,0.05,0,23.39,-0.14,0.01,0.06,0,19.2,-0.13,0,0.05,0,18.7,-0.13,0,0.05,0,18.43,-0.14,-0.01,0.07,0,0,0.01,0.05,0.03,0.02,0.57,0,0,none  ,0,0,0,0,D 
SMDG,2252376-100716,343.15666,-10.12122,5.6,-0.27,0,0.23,0,0.41,-0.04,0.02,0.04,0,0.56,-0.09,0.03,0.04,0,-3.03,-1.42,0,1.42,0,24.83,-0.19,0.02,0.08,0,24.59,-0.2,0.03,0.11,0,24.5,-0.25,0.05,0.15,0,20.49,-0.14,-0.01,0.1,0,20.25,-0.16,-0.01,0.11,0,20.16,-0.22,0.01,0.15,0,0,0.05,0.16,0.11,0.06,0.5,0,0,none  ,0,0,0,0,D 
SMDG,2253002-430700,343.25097,-43.11639,9.67,-0.36,-0.54,2.41,0,0.61,-0.05,0,0.05,0,0.72,-0.05,-0.05,0.2,0,-12.86,-4.26,0,4.41,0,25.64,-0.29,0.08,0.08,0,25.1,-0.28,0.07,0.08,0,24.87,-0.35,0.11,0.09,0,19.93,-0.39,0.1,0.06,0,19.4,-0.35,0.09,0.07,0,19.16,-0.41,0.13,0.06,0,0,0.01,0.04,0.03,0.02,0.42,0,0,none  ,0,0,0,0,D 
SMDG,2253003-141429,343.2512,-14.24133,6.49,-0.27,0.04,0.29,0,0.82,-0.02,0,0.02,0,0.88,-0.04,0,0.06,0,-29.26,-4.38,0,4.77,0,24.04,-0.19,0.04,0.03,0,23.64,-0.19,0.03,0.04,0,23.25,-0.19,0.03,0.05,0,19.12,-0.17,0,0.06,0,18.72,-0.18,0.01,0.06,0,18.33,-0.16,0.01,0.07,0,0,0.04,0.14,0.1,0.05,0.58,0,0,none  ,0,0,0,0,D 
SMDG,2253377-394717,343.40718,-39.78798,7.95,-0.25,-0.36,1.67,0,0.99,-0.06,0.02,0.06,0,0.96,-0.04,-0.04,0.17,0,-76.62,-46.74,0,41.62,0,24.76,-0.28,0.09,0.01,0,24.14,-0.25,0.08,0.02,0,23.83,-0.26,0.08,0.02,0,19.33,-0.32,0.1,0.02,0,18.7,-0.27,0.07,0.03,0,18.39,-0.29,0.08,0.04,0,0,0.01,0.04,0.03,0.02,0.53,0,0,none  ,0,0,0,0,D 
SMDG,2253397-604021,343.41561,-60.67247,5.53,-0.19,-1.04,4.34,0,0.66,-0.07,0.01,0.07,0,1.35,-0.03,-0.26,0.84,0,-72.49,-6.8,0,6.97,0,24.27,-0.95,0.33,0.03,0,23.63,-0.83,0.27,0.04,0,23.3,-0.78,0.26,0.05,0,20.75,-0.57,0.15,0.06,0,20.11,-0.49,0.11,0.07,0,19.77,-0.43,0.1,0.1,0,0,0.02,0.07,0.05,0.03,0.37,0,10638,z_est ,43.7,11.25,127,3,D 
SMDG,2254044-451650,343.51827,-45.28064,11.87,-0.44,-2.93,6.4,0,0.91,-0.06,-0.01,0.06,0,1.47,-0.09,-0.17,0.39,0,89.81,-39.24,0,39.21,0,25.14,-0.46,0.19,0.1,0,24.5,-0.46,0.19,0.07,0,23.86,-0.48,0.21,0.02,0,19.82,-0.6,0.33,-0.02,0,19.18,-0.58,0.32,-0.03,0,18.54,-0.56,0.3,-0.02,0,0,0.01,0.04,0.03,0.02,0.34,0,0,none  ,0,0,0,0,D 
SMDG,2254283-430936,343.61799,-43.15987,6.02,-0.23,-0.36,1.79,0,0.93,-0.08,0.01,0.08,0,0.76,-0.05,-0.06,0.25,0,81.98,-42.23,0,39.5,0,25.54,-0.38,0.11,0.05,0,24.89,-0.31,0.1,0.06,0,24.54,-0.33,0.11,0.06,0,20.45,-0.42,0.12,0.04,0,19.81,-0.35,0.1,0.04,0,19.46,-0.36,0.09,0.07,0,0,0.01,0.04,0.03,0.02,0.44,0,0,none  ,0,0,0,0,D 
SMDG,2254289-543644,343.62047,-54.61211,5.76,-0.26,0.05,0.23,0,0.69,-0.03,0.01,0.03,0,0.77,-0.05,0,0.06,0,59.02,-2.73,0,2.49,0,24.22,-0.19,0.03,0.04,0,23.86,-0.21,0.03,0.05,0,23.48,-0.2,0.03,0.07,0,19.57,-0.17,0,0.07,0,19.22,-0.16,0,0.08,0,18.83,-0.16,0,0.09,0,0,0.01,0.05,0.03,0.02,0.57,0,0,none  ,0,0,0,0,D 
SMDG,2255255-590441,343.85638,-59.07819,6.2,-0.32,-0.23,1.47,0,0.52,-0.06,0.01,0.06,0,0.84,-0.06,-0.05,0.27,0,8.39,-3.43,0,3.15,0,25.01,-0.36,0.09,0.09,0,24.44,-0.34,0.08,0.09,0,23.98,-0.3,0.07,0.12,0,20.63,-0.29,0.05,0.1,0,20.06,-0.26,0.03,0.1,0,19.6,-0.23,0.02,0.15,0,0,0.02,0.06,0.04,0.02,0.45,0,0,none  ,0,0,0,0,D 
SMDG,2255425-062330,343.92719,-6.39165,5.85,-0.25,0.08,0.08,0,0.91,-0.02,0,0.02,0,0.57,-0.05,0.02,0.02,0,38.24,-9.53,0,9.63,0,24.56,-0.15,0.01,0.04,0,24.32,-0.16,0.02,0.05,0,24.2,-0.18,0.03,0.08,0,19.29,-0.15,0,0.05,0,19.05,-0.16,0.01,0.06,0,18.92,-0.17,0.02,0.08,0,0,0.04,0.14,0.1,0.05,0.57,0,0,none  ,0,0,0,0,D 
SMDG,2255501-430357,343.9586,-43.06584,9.22,-0.16,-1.52,5.65,0,0.79,-0.05,-0.01,0.05,0,1.13,-0.03,-0.16,0.45,0,-66.92,-10.87,0,10.16,0,24.96,-0.46,0.16,0.03,0,24.4,-0.43,0.16,0.03,0,24.06,-0.43,0.16,0.05,0,19.73,-0.61,0.22,0,0,19.18,-0.58,0.21,0.02,0,18.84,-0.55,0.2,0.02,0,0,0.01,0.04,0.03,0.02,0.48,0,0,none  ,0,0,0,0,D 
SMDG,2256598-422057,344.24917,-42.34926,6.18,-0.32,0.03,0.38,0,0.5,-0.04,0.01,0.04,0,0.7,-0.06,0.01,0.07,0,-54.68,-1.94,0,1.89,0,24.6,-0.21,0.03,0.07,0,24.02,-0.2,0.02,0.07,0,23.72,-0.19,0.02,0.11,0,20.04,-0.17,-0.01,0.09,0,19.46,-0.16,-0.02,0.09,0,19.16,-0.15,-0.01,0.13,0,0,0.01,0.03,0.02,0.01,0.54,0,0,none  ,0,0,0,0,D 
SMDG,2257020-132852,344.25823,-13.48122,8.76,-0.34,-0.56,2.44,0,0.44,-0.06,0.01,0.06,0,0.54,-0.06,-0.05,0.25,0,8.47,-3.5,0,3.5,0,26.39,-0.51,0.15,0.05,0,26.05,-0.62,0.21,0.02,0,25.71,-0.72,0.36,-0.08,0,21,-0.55,0.18,0.03,0,20.65,-0.71,0.25,-0.01,0,20.31,-0.72,0.36,-0.09,0,0,0.04,0.15,0.1,0.06,0.22,0,0,none  ,0,0,0,0,D 
SMDG,2257029-424632,344.26213,-42.77548,12.71,-0.49,-0.61,2.49,0,0.69,-0.04,0,0.04,0,0.7,-0.05,-0.04,0.14,0,-24.94,-4.44,0,4.5,0,25.61,-0.23,0.06,0.06,0,25.14,-0.24,0.06,0.07,0,24.95,-0.33,0.13,0.05,0,19.12,-0.37,0.1,0.06,0,18.65,-0.36,0.11,0.06,0,18.47,-0.47,0.17,0.02,0,0,0.01,0.03,0.02,0.01,0.44,0,0,none  ,0,0,0,0,D 
SMDG,2257074-481416,344.28094,-48.23769,5.33,-0.22,-0.56,2.68,0,0.86,-0.07,-0.01,0.07,0,1,-0.03,-0.15,0.53,0,-78.9,-27.08,0,25.65,0,25.05,-0.6,0.2,0.03,0,24.38,-0.51,0.16,0.04,0,24.11,-0.52,0.17,0.07,0,20.7,-0.54,0.16,0.04,0,20.03,-0.43,0.11,0.05,0,19.76,-0.45,0.12,0.08,0,0,0.01,0.03,0.02,0.01,0.43,0,0,none  ,0,0,0,0,D 
SMDG,2257115-441059,344.29774,-44.18303,9.6,-0.43,-0.34,1.77,0,0.51,-0.06,0,0.06,0,0.43,-0.06,-0.02,0.15,0,63.13,-3.91,0,3.93,0,26.57,-0.47,0.12,0.04,0,26.02,-0.45,0.12,0.06,0,26.02,-0.76,0.42,-0.16,0,20.65,-0.5,0.16,0.04,0,20.1,-0.47,0.14,0.03,0,20.1,-0.76,0.45,-0.19,0,0,0.01,0.04,0.03,0.02,0.21,0,1915,z_est ,18.2,10,656,7,D 
SMDG,2257305-530629,344.37714,-53.10811,6.12,-0.35,-0.14,1.05,0,0.59,-0.06,0.01,0.06,0,0.76,-0.06,-0.03,0.21,0,79.72,-4.21,0,4.1,0,25.1,-0.33,0.07,0.09,0,24.5,-0.28,0.05,0.09,0,24.42,-0.36,0.09,0.13,0,20.48,-0.27,0.03,0.09,0,19.88,-0.23,0.02,0.1,0,19.8,-0.31,0.06,0.14,0,0,0.01,0.04,0.03,0.02,0.48,0,0,none  ,0,0,0,0,D 
SMDG,2257587-425436,344.4946,-42.91005,7.3,-0.22,-0.84,3.49,0,0.67,-0.07,0,0.07,0,0.77,-0.05,-0.11,0.44,0,-72.26,-8.09,0,8.85,0,25.78,-0.5,0.15,0.08,0,25.61,-0.66,0.24,0.05,0,25.78,-1.04,0.56,-0.19,0,20.65,-0.58,0.18,0.04,0,20.47,-0.85,0.33,-0.02,0,20.69,-1.26,0.7,-0.3,0,0,0.01,0.04,0.03,0.01,0.37,0,0,none  ,0,0,0,0,D 
SMDG,2258119-650750,344.54968,-65.13046,29.34,-8.18,7.24,-6.49,1,0.56,-0.01,-0.01,0.01,1,1.35,-0.27,0.27,-0.02,1,-47.14,-1.1,0,2.05,1,24.1,-0.05,-0.16,0.22,1,23.45,-0.24,-0.2,0.25,1,23.06,-0.04,-0.01,0.19,1,17.15,0.24,-0.39,0.37,1,16.5,0.29,-0.44,0.48,1,16.11,0.13,-0.4,0.49,1,0,0.03,0.09,0.06,0.03,0.27,1,0,none  ,0,0,0,0,D 
SMDG,2258157-514512,344.56524,-51.75333,5.36,-0.28,-0.07,0.74,0,0.59,-0.05,0.01,0.05,0,0.84,-0.06,-0.03,0.19,0,52.5,-3.59,0,3.36,0,24.65,-0.3,0.07,0.07,0,24.24,-0.34,0.08,0.08,0,23.98,-0.35,0.08,0.12,0,20.43,-0.22,0.02,0.09,0,20.02,-0.22,0.01,0.1,0,19.76,-0.24,0.02,0.15,0,0,0.01,0.02,0.01,0.01,0.49,0,0,none  ,0,0,0,0,D 
SMDG,2258201-472343,344.58366,-47.39539,6.06,-0.3,0.02,0.33,0,0.41,-0.04,0.01,0.04,0,0.69,-0.07,0.02,0.06,0,11.91,-1.39,0,1.32,0,24.6,-0.21,0.03,0.08,0,24.18,-0.21,0.03,0.09,0,24,-0.22,0.03,0.13,0,20.28,-0.15,-0.01,0.1,0,19.86,-0.16,-0.02,0.11,0,19.68,-0.15,-0.01,0.16,0,0,0.01,0.04,0.03,0.01,0.52,0,5721,z_est ,24.6,10.36,200,5,D 
SMDG,2258330+004849,344.63763,0.81353,12.1,-0.46,-0.67,2.55,0,0.45,-0.04,0.01,0.04,0,0.69,-0.05,-0.04,0.17,0,-70.53,-2.36,0,2.32,0,25.82,-0.27,0.07,0.08,0,25.5,-0.31,0.1,0.07,0,25.77,-0.75,0.42,-0.15,0,19.89,-0.34,0.09,0.06,0,19.58,-0.4,0.13,0.05,0,19.85,-0.83,0.48,-0.2,0,0,0.05,0.18,0.13,0.07,0.33,0,0,none  ,0,0,0,0,D 
SMDG,2258556-645349,344.73165,-64.89685,5.35,-0.3,0,0.58,0,0.66,-0.05,0.01,0.05,0,0.87,-0.05,-0.02,0.15,0,51.94,-3.81,0,3.45,0,24.4,-0.27,0.06,0.05,0,23.7,-0.25,0.05,0.06,0,23.3,-0.23,0.04,0.08,0,20.11,-0.2,0.01,0.08,0,19.42,-0.16,-0.01,0.08,0,19.02,-0.16,0,0.1,0,0,0.03,0.08,0.06,0.03,0.52,0,0,none  ,0,0,0,0,D 
SMDG,2259163+154218,344.81783,15.70495,6.7,-0.32,0,0.56,0,0.76,-0.04,0,0.04,0,0.66,-0.06,-0.01,0.1,0,-40.98,-5.78,0,5.79,0,25.14,-0.22,0.04,0.07,0,24.6,-0.21,0.03,0.07,0,24.28,-0.22,0.04,0.1,0,19.89,-0.21,0.02,0.07,0,19.35,-0.2,0.02,0.08,0,19.03,-0.2,0.02,0.1,0,0,0.05,0.16,0.11,0.06,0.52,0,0,none  ,0,0,0,0,D 
SMDG,2259292-114223,344.87164,-11.70634,16.24,-1.05,0.13,0.59,1,0.92,-0.03,-0.01,0.03,1,0.25,-0.05,0.02,0.01,1,-75.08,-15.61,0,14.41,1,26.6,-0.93,0.56,-0.13,1,25.72,-0.6,0.3,-0.05,1,25.14,-0.46,0.23,-0.06,1,18.73,-0.81,0.54,-0.28,1,17.84,-0.67,0.29,-0.1,1,17.27,-0.5,0.24,-0.05,1,1,0.04,0.13,0.09,0.05,0.08,2,0,none  ,0,0,0,0,D 
SMDG,2259346-002045,344.89401,-0.3458,7.39,-2.51,0.42,-5.01,1,0.82,0.08,0.05,-0.08,1,1.45,0.43,0.07,-0.02,1,73.82,82.25,0,-11.71,1,-99.99,-99.99,-99.99,-99.99,1,24.53,-0.94,0.43,0.02,0,23.94,-0.89,0.4,-0.01,0,-99.99,-99.99,-99.99,-99.99,1,20.32,-0.88,0.51,-0.09,0,19.73,-0.82,0.38,-0.04,0,0,0.05,0.16,0.11,0.06,-0.25,1,0,none  ,0,0,0,0,D 
SMDG,2259380+305245,344.90849,30.87915,6.69,-0.29,-0.54,2.25,0,0.83,-0.06,-0.01,0.06,0,0.89,-0.04,-0.09,0.35,0,65.6,-15.39,0,15.71,0,25.26,-0.42,0.13,0.05,0,24.75,-0.43,0.13,0.06,0,24.33,-0.39,0.12,0.07,0,20.27,-0.46,0.14,0.04,0,19.77,-0.46,0.13,0.05,0,19.35,-0.41,0.11,0.07,0,0,0.06,0.2,0.14,0.07,0.46,0,0,none  ,0,0,0,0,D 
SMDG,2300062-130306,345.02586,-13.05173,5.96,-0.31,-0.24,1.5,0,0.8,-0.05,0,0.05,0,0.95,-0.05,-0.07,0.28,0,55.75,-9.65,0,10.12,0,24.78,-0.4,0.11,0.05,0,24.1,-0.34,0.09,0.05,0,23.79,-0.34,0.09,0.07,0,20.2,-0.35,0.07,0.06,0,19.51,-0.28,0.05,0.07,0,19.2,-0.27,0.04,0.09,0,0,0.05,0.16,0.11,0.06,0.5,0,0,none  ,0,0,0,0,D 
SMDG,2300066+154949,345.02742,15.83036,6.54,-0.31,0.04,0.33,0,0.9,-0.03,0,0.03,0,0.82,-0.05,0,0.07,0,-13.82,-10.66,0,10.58,0,24.42,-0.2,0.04,0.03,0,23.88,-0.18,0.03,0.04,0,23.58,-0.2,0.04,0.05,0,19.3,-0.19,0.02,0.06,0,18.77,-0.17,0.01,0.06,0,18.46,-0.18,0.02,0.07,0,0,0.05,0.18,0.12,0.07,0.57,0,0,none  ,0,0,0,0,D 
SMDG,2300273-641617,345.11383,-64.27147,7.96,-0.16,-2.59,7.36,1,0.39,-0.07,0.02,0.07,0,1.47,-0.04,-0.34,0.85,0,-81.21,-3.07,0,3.19,1,24.68,-0.99,0.41,0.06,0,23.81,-0.9,0.34,0.05,0,23.32,-0.79,0.3,0.05,0,21.18,-0.69,0.28,0.03,0,20.3,-0.51,0.16,0.07,0,19.81,-0.42,0.12,0.1,0,0,0.02,0.08,0.06,0.03,0.2,2,3298,z_est ,32.8,0,128,6,D 
SMDG,2301060+155508,345.27503,15.91891,6.2,-0.3,-0.48,2.31,0,0.8,-0.08,-0.02,0.08,0,0.54,-0.06,-0.07,0.32,0,11.06,-21.85,0,19.42,0,26.42,-0.55,0.17,0.06,0,25.67,-0.4,0.11,0.09,0,25.93,-0.86,0.44,-0.13,0,21.11,-0.65,0.21,0,0,20.37,-0.45,0.14,0.04,0,20.63,-0.99,0.49,-0.17,0,0,0.06,0.18,0.13,0.07,0.27,0,0,none  ,0,0,0,0,D 
SMDG,2301092+142823,345.28827,14.47305,6.79,-0.24,0.08,0.14,0,0.87,-0.02,0,0.02,0,0.6,-0.04,0.01,0.02,0,-74.91,-6.1,0,5.79,0,24.51,-0.14,0.01,0.04,0,24.03,-0.14,0.01,0.05,0,22.76,-0.12,0,0.03,1,19,-0.15,0,0.05,0,18.51,-0.14,0,0.05,0,17.24,-0.1,-0.01,0.05,0,0,0.06,0.2,0.14,0.08,0.57,0,0,none  ,0,0,0,0,D 
SMDG,2301377-491828,345.40699,-49.30772,5.35,-0.24,0.05,0.19,0,0.66,-0.03,0.01,0.03,0,0.79,-0.05,0,0.06,0,-85.97,-2.24,0,2.12,0,24.02,-0.19,0.02,0.04,0,23.68,-0.21,0.03,0.06,0,23.5,-0.22,0.03,0.09,0,19.62,-0.15,-0.01,0.07,0,19.28,-0.15,-0.01,0.08,0,19.09,-0.16,0,0.11,0,0,0.01,0.03,0.02,0.01,0.57,0,0,none  ,0,0,0,0,D 
SMDG,2302155+300423,345.56479,30.073,7.41,-0.31,0.04,0.32,0,0.72,-0.03,0,0.03,0,0.53,-0.05,0.01,0.04,0,50.59,-3.83,0,3.64,0,25.09,-0.17,0.02,0.07,0,24.82,-0.18,0.02,0.08,0,24.81,-0.24,0.06,0.11,0,19.49,-0.16,0.01,0.07,0,19.22,-0.18,0.01,0.08,0,19.21,-0.24,0.05,0.1,0,0,0.06,0.19,0.13,0.07,0.54,0,0,none  ,0,0,0,0,D 
SMDG,2302196-443237,345.58162,-44.54371,6.63,-0.37,-0.12,0.98,0,0.58,-0.06,0,0.06,0,0.53,-0.07,-0.02,0.15,0,-53.51,-4.36,0,4.52,0,25.81,-0.3,0.06,0.1,0,25.62,-0.4,0.1,0.09,0,25.75,-0.78,0.36,-0.06,0,20.69,-0.28,0.04,0.09,0,20.51,-0.45,0.11,0.07,0,20.63,-0.83,0.39,-0.09,0,0,0.01,0.03,0.02,0.01,0.44,0,0,none  ,0,0,0,0,D 
