---,ID,ra,dec,re,E_Re,Re-bias,e_Re,f_Re,b/a,E_b/a,b/a-bias,e_b/a,f_b/a,n,E_n,n-bias,e_n,f_n,PA,E_PA,PA-bias,e_PA,f_PA,mu0g,E_mu0g,mu0g-bias,e_mu0g,f_mu0g,mu0r,E_mu0r,mu0r-bias,e_mu0r,f_mu0r,mu0z,E_mu0z,mu0z-bias,e_mu0z,f_mu0z,gmag,E_gmag,gmag-bias,e_gmag,f_gmag,rmag,E_rmag,rmag-bias,e_rmag,f_rmag,zmag,E_zmag,zmag-bias,e_zmag,f_zmag,VC,SFD,Ag,Ar,Az,comp,f_comp,cz,n_cz,sigma,MassTot,sigEnv,Nenv,Ref
SMDG,2302596-483418,345.74832,-48.57155,8.99,-0.12,-1.44,4.73,0,0.52,-0.06,0.01,0.06,0,0.83,-0.05,-0.15,0.43,0,-47,-4.3,0,4.65,0,25.85,-0.49,0.17,0.07,0,25.32,-0.48,0.17,0.07,0,25.26,-0.68,0.32,0,0,20.65,-0.61,0.23,0.02,0,20.12,-0.59,0.21,0.02,0,20.06,-0.81,0.39,-0.06,0,0,0.01,0.03,0.02,0.01,0.3,0,0,none  ,0,0,0,0,D 
SMDG,2304047-071305,346.01943,-7.21807,6.09,0.14,-2.23,7.6,0,0.59,-0.08,0,0.08,0,1.16,0.01,-0.41,1.03,0,-81.89,-8.63,0,8.77,0,25.33,-1.06,0.4,0.02,0,24.86,-1.11,0.45,0.02,0,24.43,-1.01,0.41,0.02,0,21.38,-0.95,0.41,-0.05,0,20.9,-0.98,0.43,-0.04,0,20.47,-0.91,0.37,-0.02,0,0,0.05,0.18,0.12,0.07,0.21,0,0,none  ,0,0,0,0,D 
SMDG,2304444+022343,346.18517,2.39525,6.36,-0.35,-0.08,0.87,0,0.83,-0.05,0,0.05,0,0.78,-0.05,-0.03,0.15,0,-4.31,-11.13,0,10.75,0,25.07,-0.27,0.07,0.06,0,24.36,-0.24,0.05,0.06,0,24,-0.24,0.05,0.08,0,20.02,-0.27,0.05,0.06,0,19.3,-0.23,0.03,0.07,0,18.95,-0.22,0.03,0.09,0,0,0.05,0.17,0.12,0.06,0.5,0,0,none  ,0,0,0,0,D 
SMDG,2304466-403113,346.19428,-40.52035,6.78,-0.06,-1.64,5.64,0,0.57,-0.08,0,0.08,0,0.95,-0.02,-0.25,0.73,0,-7.89,-6.81,0,7.45,0,25.59,-0.75,0.27,0.05,0,25.04,-0.73,0.26,0.06,0,24.68,-0.69,0.25,0.06,0,21.09,-0.78,0.28,0.01,0,20.53,-0.76,0.26,0.01,0,20.18,-0.72,0.25,0.03,0,0,0.01,0.04,0.02,0.01,0.29,0,0,none  ,0,0,0,0,D 
SMDG,2304487-093400,346.20308,-9.56642,5.47,-0.1,-1.13,5.29,0,0.71,-0.08,-0.01,0.08,0,0.92,-0.02,-0.25,0.84,0,-80.9,-14.57,0,14.53,0,25.54,-0.85,0.29,0.05,0,24.96,-0.81,0.26,0.06,0,24.7,-0.79,0.29,0.05,0,21.21,-0.83,0.26,0.01,0,20.64,-0.79,0.24,0.02,0,20.38,-0.79,0.26,0.04,0,0,0.04,0.14,0.1,0.06,0.31,0,0,none  ,0,0,0,0,D 
SMDG,2304527-084831,346.2197,-8.80864,7.07,-0.37,-0.13,0.98,0,0.76,-0.05,0,0.05,0,0.68,-0.06,-0.03,0.15,0,-62.2,-7.44,0,8.04,0,25.4,-0.27,0.06,0.07,0,25.2,-0.35,0.09,0.09,0,25.35,-0.61,0.26,0.03,0,20.07,-0.29,0.06,0.07,0,19.87,-0.39,0.09,0.07,0,20.02,-0.71,0.3,-0.02,0,0,0.04,0.14,0.09,0.05,0.48,0,0,none  ,0,0,0,0,D 
SMDG,2305144+000458,346.31012,0.08271,7.34,-0.17,-1.08,3.53,1,0.38,-0.06,0.01,0.06,0,0.63,-0.06,-0.13,0.53,1,45.08,-4.04,0,4.27,1,26.4,-0.83,0.32,0.01,1,25.86,-0.8,0.3,0,1,26,-1.11,0.67,-0.29,1,21.66,-0.84,0.29,-0.03,1,21.12,-0.82,0.31,-0.03,1,21.26,-1.13,0.64,-0.29,1,0,0.05,0.17,0.12,0.06,0.17,2,7723,z_est ,54,0,219,4,D 
SMDG,2305318-001402,346.38265,-0.23382,5.58,-0.19,0.09,0.04,0,0.89,-0.02,0,0.02,0,0.59,-0.04,0.02,0.01,0,-76.78,-5.83,0,5.51,0,24.02,-0.12,0.01,0.03,0,23.49,-0.14,0,0.04,0,23.27,-0.12,0,0.05,0,18.89,-0.13,0,0.04,0,18.36,-0.14,-0.01,0.04,0,18.15,-0.13,-0.01,0.06,0,0,0.05,0.16,0.11,0.06,0.56,0,16007,specz ,54.1,11.55,0,0,D 
SMDG,2306233+013113,346.59722,1.52034,9.58,-0.31,0.03,0.31,0,0.64,-0.02,0,0.02,0,0.43,-0.04,0.01,0.03,0,16.41,-2.25,0,2.25,0,25.12,-0.15,0,0.07,0,24.62,-0.16,0,0.07,0,24.4,-0.16,0.01,0.1,0,19,-0.17,0,0.07,0,18.51,-0.15,-0.01,0.07,0,18.28,-0.17,0,0.09,0,0,0.05,0.16,0.11,0.06,0.53,0,0,none  ,0,0,0,0,D 
SMDG,2307099-613052,346.79142,-61.51449,14.41,-1.81,-1.47,4.33,1,0.58,-0.05,0,0.05,1,1.95,-0.2,-0.1,0.35,1,-81.25,-4.43,0,4.75,1,24.27,-0.49,0.15,0.23,1,23.39,-0.48,0.2,0.1,1,23.24,-0.52,0.18,0.15,1,19.93,-0.34,0.13,0.13,1,19.04,-0.3,0.12,0.1,1,18.89,-0.36,0.13,0.13,1,0,0.02,0.07,0.05,0.03,0.31,1,0,none  ,0,0,0,0,D 
SMDG,2307533-434319,346.97219,-43.72207,6.17,-0.29,-0.44,2.37,0,0.5,-0.07,0.01,0.07,0,0.53,-0.08,-0.08,0.4,0,-24.91,-5.81,0,5.59,0,26.27,-0.63,0.17,0.07,0,25.8,-0.65,0.19,0.07,0,-99.99,-99.99,-99.99,-99.99,1,21.48,-0.66,0.17,0.05,0,21.02,-0.66,0.21,0.05,0,-99.99,-99.99,-99.99,-99.99,1,0,0.01,0.02,0.02,0.01,0.24,0,0,none  ,0,0,0,0,D 
SMDG,2308311-635100,347.12941,-63.84978,5.48,-0.24,0.06,0.11,0,0.67,-0.03,0.01,0.03,0,0.67,-0.06,0.01,0.03,0,2.87,-2.08,0,1.94,0,24.13,-0.17,0.01,0.04,0,23.7,-0.18,0.01,0.05,0,23.45,-0.17,0.02,0.08,0,19.48,-0.13,-0.01,0.06,0,19.05,-0.13,-0.01,0.07,0,18.8,-0.13,-0.01,0.09,0,0,0.02,0.08,0.05,0.03,0.57,0,0,none  ,0,0,0,0,D 
SMDG,2308478+081408,347.19897,8.23559,5.81,0.08,-1.77,6.83,0,0.8,-0.09,-0.02,0.09,0,1.02,0.01,-0.33,0.88,0,-7.33,-22.59,0,24.21,0,25.57,-0.88,0.35,0.03,0,24.98,-0.86,0.33,0.03,0,24.79,-0.9,0.39,-0.01,0,21.14,-0.94,0.38,-0.04,0,20.56,-0.9,0.35,-0.02,0,20.37,-1,0.41,-0.05,0,0,0.04,0.13,0.09,0.05,0.28,0,0,none  ,0,0,0,0,D 
SMDG,2309249-495644,347.35373,-49.94548,5.38,-0.29,-0.2,1.41,0,0.56,-0.06,0.01,0.06,0,0.98,-0.06,-0.07,0.33,0,-28.93,-3.77,0,3.67,0,24.59,-0.46,0.12,0.08,0,23.97,-0.4,0.11,0.07,0,23.6,-0.36,0.09,0.1,0,20.65,-0.29,0.04,0.09,0,20.04,-0.24,0.02,0.1,0,19.66,-0.22,0.01,0.14,0,0,0.01,0.04,0.03,0.01,0.45,0,14629,z_est ,47.5,11.35,154,6,D 
SMDG,2309306+075508,347.37746,7.91875,5.42,-0.15,-0.99,4.58,0,0.74,-0.08,-0.01,0.08,0,0.97,-0.02,-0.23,0.77,0,-25.98,-14.4,0,14.71,0,25.3,-0.81,0.26,0.05,0,24.64,-0.7,0.21,0.06,0,24.37,-0.67,0.22,0.08,0,21.05,-0.74,0.21,0.03,0,20.39,-0.61,0.15,0.05,0,20.11,-0.61,0.16,0.08,0,0,0.05,0.15,0.11,0.06,0.35,0,0,none  ,0,0,0,0,D 
SMDG,2309589-572605,347.49529,-57.43472,6.76,-0.35,-0.49,2.23,0,0.38,-0.05,0.02,0.05,0,1.09,-0.08,-0.1,0.42,0,7.43,-2.16,0,2.22,0,24.64,-0.58,0.18,0.07,0,23.97,-0.5,0.14,0.07,0,23.47,-0.39,0.11,0.09,0,20.84,-0.37,0.06,0.1,0,20.16,-0.29,0.04,0.11,0,19.66,-0.22,0.01,0.15,0,0,0.02,0.06,0.04,0.02,0.35,0,0,none  ,0,0,0,0,D 
SMDG,2310527+101740,347.71953,10.29434,5.52,-0.01,-1.86,6.24,1,0.6,-0.08,0.01,0.08,1,1.69,-0.04,-0.42,0.94,1,47.3,-7.72,0,6.27,1,24.02,-1.07,0.49,0.22,1,23.2,-0.88,0.4,0.15,1,-99.99,-99.99,-99.99,-99.99,1,21.23,-0.72,0.27,0.03,0,20.41,-0.51,0.14,0.07,1,-99.99,-99.99,-99.99,-99.99,1,0,0.05,0.16,0.11,0.06,0.15,1,0,none  ,0,0,0,0,D 
SMDG,2311073-083829,347.78028,-8.64127,6.89,-0.34,0.02,0.55,0,0.77,-0.04,0,0.04,0,0.8,-0.05,-0.01,0.1,0,51.96,-4.96,0,5.05,0,24.64,-0.23,0.04,0.05,0,24.21,-0.23,0.04,0.06,0,23.87,-0.22,0.04,0.07,0,19.52,-0.2,0.02,0.06,0,19.1,-0.21,0.02,0.07,0,18.75,-0.2,0.02,0.09,0,0,0.05,0.16,0.11,0.06,0.55,0,0,none  ,0,0,0,0,D 
SMDG,2311313-051055,347.88055,-5.18188,6.15,-0.25,0.07,0.09,0,0.84,-0.02,0,0.02,0,0.69,-0.04,0.01,0.03,0,-64.97,-4.06,0,4.46,0,24.13,-0.14,0.01,0.04,0,23.81,-0.16,0.01,0.05,0,23.58,-0.15,0.02,0.07,0,19,-0.13,0,0.05,0,18.67,-0.14,0,0.06,0,18.44,-0.14,0,0.07,0,0,0.04,0.13,0.09,0.05,0.57,0,0,none  ,0,0,0,0,D 
SMDG,2311489-621305,347.95369,-62.21799,5.53,-0.33,0.02,0.44,0,0.92,-0.05,0,0.05,0,0.62,-0.06,0,0.09,0,42.58,-29.25,0,26.71,0,25.35,-0.24,0.05,0.06,0,24.95,-0.26,0.06,0.06,0,24.71,-0.29,0.08,0.09,0,20.25,-0.24,0.04,0.06,0,19.85,-0.25,0.05,0.06,0,19.62,-0.29,0.07,0.09,0,0,0.02,0.08,0.05,0.03,0.5,0,0,none  ,0,0,0,0,D 
SMDG,2312023-002316,348.00957,-0.38784,7.89,-0.25,0.04,0.17,0,0.81,-0.03,0,0.03,0,0.38,-0.04,0.01,0.02,0,88.63,-4.68,0,4.6,0,25.21,-0.14,0.01,0.06,0,24.9,-0.16,0.01,0.07,0,24.73,-0.19,0.03,0.09,0,19.16,-0.14,0,0.06,0,18.85,-0.15,0,0.07,0,18.68,-0.2,0.03,0.08,0,0,0.04,0.15,0.1,0.06,0.54,0,0,none  ,0,0,0,0,D 
SMDG,2312219-121906,348.09124,-12.31834,8.3,-0.28,0.05,0.19,0,0.41,-0.02,0.01,0.02,0,0.57,-0.05,0.02,0.02,0,-24.7,-0.82,0,0.79,0,24.44,-0.16,0.01,0.05,0,24.06,-0.15,0.01,0.07,0,23.79,-0.15,0.01,0.09,0,19.25,-0.13,-0.01,0.07,0,18.88,-0.13,-0.01,0.08,0,18.6,-0.14,-0.01,0.1,0,0,0.03,0.11,0.08,0.04,0.56,0,0,none  ,0,0,0,0,D 
SMDG,2312492-610423,348.20488,-61.07292,8.1,-0.35,0.03,0.52,0,0.7,-0.03,0,0.03,0,0.66,-0.05,0,0.07,0,-22.75,-3.28,0,3.08,0,24.86,-0.19,0.02,0.06,0,24.58,-0.19,0.03,0.07,0,24.48,-0.23,0.05,0.1,0,19.28,-0.18,0.01,0.07,0,19.01,-0.2,0.02,0.07,0,18.9,-0.23,0.05,0.09,0,0,0.02,0.06,0.04,0.02,0.54,0,0,none  ,0,0,0,0,D 
SMDG,2313084-115119,348.28481,-11.85541,8.88,-0.28,-0.82,3.07,0,0.5,-0.05,0.01,0.05,0,0.89,-0.05,-0.09,0.34,0,73.32,-3.11,0,3.06,0,25.32,-0.38,0.11,0.08,0,24.65,-0.33,0.09,0.08,0,24.06,-0.27,0.07,0.1,0,20.27,-0.41,0.11,0.06,0,19.6,-0.33,0.08,0.08,0,19.02,-0.25,0.05,0.1,0,0,0.03,0.1,0.07,0.04,0.42,0,0,none  ,0,0,0,0,D 
SMDG,2313174+003828,348.32246,0.64115,5.51,-0.27,-0.3,1.6,0,0.49,-0.06,0.01,0.06,0,0.71,-0.08,-0.06,0.34,0,32.49,-4.11,0,4.21,0,25.48,-0.45,0.11,0.1,0,25.28,-0.72,0.21,0.07,0,25.24,-0.92,0.35,0,0,21.21,-0.4,0.07,0.09,0,21.01,-0.64,0.17,0.06,0,20.97,-0.88,0.33,-0.02,0,1,0.04,0.14,0.1,0.05,0.34,0,0,none  ,0,0,0,0,D 
SMDG,2313270-012846,348.36245,-1.47951,6,-0.27,-0.55,2.76,0,0.81,-0.08,-0.01,0.08,0,0.68,-0.06,-0.09,0.41,0,0.58,-20.8,0,21.19,0,26,-0.5,0.16,0.08,0,25.27,-0.41,0.11,0.09,0,24.86,-0.38,0.12,0.11,0,20.95,-0.6,0.18,0.03,0,20.22,-0.43,0.11,0.06,0,19.81,-0.4,0.11,0.09,0,0,0.04,0.14,0.09,0.05,0.35,0,0,none  ,0,0,0,0,D 
SMDG,2313405-015432,348.41877,-1.90886,5.56,-0.27,0.01,0.45,0,0.87,-0.03,0,0.03,0,0.97,-0.05,-0.02,0.11,0,60.41,-9.32,0,8.72,0,24.06,-0.24,0.07,0.03,0,23.73,-0.28,0.07,0.03,0,23.57,-0.31,0.08,0.06,0,19.56,-0.2,0.02,0.06,0,19.24,-0.21,0.03,0.06,0,19.08,-0.24,0.04,0.09,0,0,0.04,0.12,0.08,0.05,0.56,0,0,none  ,0,0,0,0,D 
SMDG,2313521+102013,348.4669,10.33702,6.63,-0.3,-0.07,0.7,0,0.57,-0.04,0.01,0.04,0,0.95,-0.05,-0.02,0.15,0,-86.16,-2.27,0,2.25,0,24.26,-0.27,0.06,0.05,0,24.03,-0.32,0.07,0.06,0,23.92,-0.38,0.1,0.1,0,19.8,-0.21,0.01,0.08,0,19.57,-0.23,0.02,0.09,0,19.47,-0.28,0.05,0.12,0,0,0.04,0.13,0.09,0.05,0.55,0,0,none  ,0,0,0,0,D 
SMDG,2313524-422724,348.46841,-42.45668,9.64,-0.15,-1.58,4.99,0,0.58,-0.06,0,0.06,0,0.9,-0.05,-0.14,0.41,0,-74.12,-4.94,0,5.01,0,25.68,-0.43,0.16,0.07,0,25.05,-0.4,0.13,0.07,0,24.94,-0.51,0.22,0.05,0,20.31,-0.59,0.22,0.02,0,19.68,-0.52,0.18,0.03,0,19.57,-0.66,0.28,-0.01,0,0,0.01,0.04,0.03,0.01,0.35,0,0,none  ,0,0,0,0,D 
SMDG,2313581-020003,348.4922,-2.00095,5.99,-0.31,-0.25,1.53,0,0.78,-0.05,0,0.05,0,1.03,-0.04,-0.08,0.31,0,35.06,-7.99,0,8.33,0,24.56,-0.44,0.12,0.04,0,23.84,-0.35,0.09,0.04,0,23.45,-0.33,0.08,0.06,0,20.12,-0.35,0.07,0.06,0,19.4,-0.27,0.04,0.07,0,19.01,-0.24,0.03,0.09,0,0,0.04,0.12,0.08,0.05,0.51,0,0,none  ,0,0,0,0,D 
SMDG,2313582-015813,348.49246,-1.9704,5.98,-0.3,-0.44,2.34,0,0.62,-0.07,0,0.07,0,0.65,-0.06,-0.08,0.39,0,-36.63,-7.6,0,7.57,0,25.84,-0.5,0.13,0.1,0,25.13,-0.38,0.09,0.1,0,24.77,-0.37,0.1,0.14,0,21.04,-0.51,0.12,0.07,0,20.34,-0.36,0.07,0.09,0,19.97,-0.37,0.08,0.12,0,0,0.04,0.12,0.08,0.05,0.36,0,0,none  ,0,0,0,0,D 
SMDG,2314176+105632,348.57328,10.94232,9.51,-0.24,-0.01,0.26,0,0.58,-0.02,0,0.02,0,0.17,-0.04,0.02,0.01,0,-71.36,-1.85,0,2.02,0,25.77,-0.19,0,0.09,0,25.14,-0.17,-0.01,0.09,0,24.68,-0.17,0,0.1,0,19.5,-0.19,0,0.08,0,18.87,-0.16,0,0.09,0,18.41,-0.16,0,0.09,0,0,0.05,0.18,0.12,0.07,0.48,1,0,none  ,0,0,0,0,D 
SMDG,2314246-014339,348.6027,-1.7276,6.93,-0.35,-0.17,1.07,0,0.42,-0.04,0.02,0.04,0,1.09,-0.07,-0.04,0.21,0,-34.52,-1.39,0,1.51,0,24.1,-0.35,0.1,0.05,0,23.49,-0.33,0.08,0.06,0,23.08,-0.27,0.07,0.08,0,20.13,-0.2,0.01,0.1,0,19.52,-0.18,0,0.11,0,19.11,-0.15,-0.01,0.13,0,0,0.04,0.14,0.1,0.05,0.51,0,0,none  ,0,0,0,0,D 
SMDG,2314387-024629,348.6611,-2.77468,5.47,-0.21,-0.77,3.74,0,0.76,-0.08,-0.01,0.08,0,0.92,-0.03,-0.17,0.65,0,-18.59,-14.82,0,15.89,0,25.35,-0.71,0.22,0.06,0,24.69,-0.6,0.17,0.07,0,24.36,-0.56,0.17,0.09,0,20.95,-0.65,0.17,0.04,0,20.29,-0.52,0.13,0.06,0,19.96,-0.49,0.13,0.09,0,0,0.04,0.14,0.1,0.05,0.38,0,0,none  ,0,0,0,0,D 
SMDG,2314410-030308,348.67082,-3.05211,5.51,-0.31,-0.03,0.63,0,0.75,-0.06,0,0.06,0,0.66,-0.06,-0.02,0.16,0,-22.01,-7.99,0,7.97,0,25.3,-0.27,0.06,0.08,0,24.66,-0.25,0.05,0.07,0,24.33,-0.26,0.05,0.11,0,20.48,-0.26,0.03,0.08,0,19.85,-0.22,0.02,0.08,0,19.51,-0.22,0.02,0.12,0,0,0.04,0.13,0.09,0.05,0.48,0,0,none  ,0,0,0,0,D 
SMDG,2314598-081857,348.74929,-8.31575,7.33,-0.09,-1.79,6.29,0,0.62,-0.06,0.01,0.06,0,1.37,-0.02,-0.27,0.8,0,-41.31,-5.4,0,5.44,0,24.48,-0.83,0.31,0.02,0,23.75,-0.72,0.26,0.02,0,23.34,-0.67,0.22,0.04,0,20.46,-0.62,0.22,0.03,0,19.73,-0.51,0.15,0.06,0,19.32,-0.44,0.13,0.09,0,0,0.05,0.16,0.11,0.06,0.4,0,0,none  ,0,0,0,0,D 
SMDG,2315178-021749,348.82413,-2.29706,5.57,-0.29,0.04,0.44,0,0.71,-0.04,0,0.04,0,0.82,-0.06,-0.01,0.1,0,1.19,-4.05,0,3.64,0,24.41,-0.24,0.05,0.05,0,23.71,-0.21,0.03,0.05,0,23.34,-0.21,0.03,0.07,0,19.88,-0.19,0.01,0.07,0,19.18,-0.16,0,0.07,0,18.81,-0.16,0,0.09,0,0,0.04,0.13,0.09,0.05,0.55,0,0,none  ,0,0,0,0,D 
SMDG,2315361-411815,348.90026,-41.30418,5.41,-0.27,0.07,0.14,0,0.86,-0.04,0,0.04,0,0.52,-0.06,0.02,0.03,0,54,-9.7,0,10.42,0,25.09,-0.17,0.03,0.06,0,24.73,-0.18,0.03,0.07,0,24.53,-0.21,0.04,0.1,0,19.96,-0.15,0.01,0.07,0,19.61,-0.18,0.02,0.07,0,19.41,-0.21,0.03,0.1,0,0,0.02,0.08,0.05,0.03,0.54,0,0,none  ,0,0,0,0,D 
SMDG,2315384-420021,348.90982,-42.00579,5.53,-0.33,-0.15,1.13,0,0.58,-0.06,0.01,0.06,0,0.76,-0.07,-0.04,0.25,0,69.67,-4.38,0,4.58,0,25.14,-0.36,0.08,0.09,0,24.59,-0.33,0.08,0.09,0,24.29,-0.35,0.08,0.13,0,20.75,-0.29,0.04,0.1,0,20.2,-0.27,0.03,0.1,0,19.89,-0.28,0.04,0.15,0,0,0.01,0.04,0.03,0.02,0.45,0,0,none  ,0,0,0,0,D 
SMDG,2316086-023641,349.03592,-2.61145,7.11,-0.32,-0.15,1.11,0,0.62,-0.04,0.01,0.04,0,0.88,-0.05,-0.04,0.18,0,-32.12,-3.52,0,3.37,0,24.73,-0.31,0.06,0.07,0,24.09,-0.26,0.05,0.06,0,23.68,-0.25,0.05,0.09,0,19.91,-0.27,0.03,0.08,0,19.28,-0.22,0.02,0.07,0,18.87,-0.2,0.02,0.11,0,0,0.04,0.13,0.09,0.05,0.52,0,0,none  ,0,0,0,0,D 
SMDG,2316111-023320,349.04605,-2.55566,7.58,0.31,-4.18,8.89,1,0.72,-0.08,-0.02,0.08,1,1.76,-0.05,-0.47,0.92,1,-20.41,-18.11,0,16.41,1,24.75,-1.02,0.49,0.14,1,23.85,-0.98,0.48,0.03,0,23.45,-0.97,0.49,0.01,0,21.2,-0.9,0.52,-0.1,0,20.31,-0.76,0.41,-0.04,0,19.91,-0.75,0.38,-0.02,0,0,0.04,0.13,0.09,0.05,0.13,1,0,none  ,0,0,0,0,D 
SMDG,2316199-433057,349.08275,-43.51587,7.1,-0.33,-0.26,1.39,0,0.92,-0.05,0,0.05,0,0.78,-0.05,-0.04,0.19,0,65.64,-33.66,0,29.69,0,25.33,-0.3,0.09,0.05,0,24.78,-0.28,0.08,0.05,0,24.47,-0.3,0.1,0.05,0,19.94,-0.34,0.1,0.04,0,19.38,-0.33,0.09,0.05,0,19.07,-0.34,0.09,0.06,0,0,0.01,0.03,0.02,0.01,0.47,0,0,none  ,0,0,0,0,D 
SMDG,2316219-494503,349.0914,-49.75085,7.79,-0.37,-0.35,1.8,0,0.58,-0.06,0,0.06,0,0.45,-0.07,-0.03,0.19,0,45.79,-6,0,5.85,0,26.5,-0.46,0.13,0.06,0,25.76,-0.33,0.08,0.09,0,25.29,-0.38,0.12,0.08,0,20.93,-0.53,0.16,0.04,0,20.19,-0.35,0.1,0.07,0,19.71,-0.38,0.12,0.07,0,0,0.01,0.03,0.02,0.01,0.27,0,0,none  ,0,0,0,0,D 
SMDG,2316433-021559,349.1806,-2.26629,15.78,-2.17,-0.81,3.15,1,0.44,-0.05,0,0.05,1,1.24,-0.23,0.01,0.19,1,3.93,-3.58,0,3.92,0,25.99,-0.41,0.1,0.18,1,25.26,-0.36,0.07,0.2,0,24.85,-0.46,0.19,0.1,0,20.43,-0.46,0.19,0.07,0,19.7,-0.38,0.15,0.11,0,19.29,-0.48,0.23,0.03,0,0,0.04,0.12,0.08,0.05,0.14,2,0,none  ,0,0,0,0,D 
SMDG,2317208-064216,349.33652,-6.7044,5.42,-0.31,-0.03,0.6,0,0.48,-0.05,0.02,0.05,0,0.9,-0.07,-0.02,0.17,0,28.36,-2.13,0,2.06,0,24.32,-0.3,0.06,0.07,0,23.71,-0.27,0.06,0.08,0,23.34,-0.24,0.04,0.1,0,20.41,-0.18,0,0.1,0,19.79,-0.16,-0.02,0.1,0,19.43,-0.15,-0.02,0.14,0,0,0.04,0.12,0.08,0.05,0.49,0,0,none  ,0,0,0,0,D 
SMDG,2317262+132513,349.35916,13.42028,5.84,-0.27,0.06,0.21,0,0.76,-0.03,0,0.03,0,0.77,-0.05,0,0.05,0,-72.73,-3.77,0,3.39,0,24.23,-0.19,0.03,0.04,0,23.9,-0.2,0.03,0.05,0,23.79,-0.23,0.04,0.08,0,19.45,-0.16,0,0.06,0,19.12,-0.17,0,0.07,0,19.02,-0.19,0.01,0.1,0,0,0.05,0.15,0.11,0.06,0.58,0,4427,specz ,20.2,10.07,0,0,D 
SMDG,2317460-421837,349.44146,-42.31032,10.58,-0.32,0.03,0.41,0,0.55,-0.02,0,0.02,0,0.78,-0.03,0,0.03,0,-14.71,-1.07,0,1.1,0,24.09,-0.16,0.02,0.03,0,23.57,-0.15,0.01,0.04,0,23.26,-0.16,0.02,0.05,0,18.39,-0.15,0,0.06,0,17.87,-0.14,0,0.06,0,17.57,-0.16,0,0.07,0,0,0.01,0.04,0.03,0.02,0.57,0,0,none  ,0,0,0,0,D 
SMDG,2317565-453444,349.48529,-45.57893,6.69,-0.34,0.02,0.44,0,0.48,-0.03,0.01,0.03,0,0.76,-0.06,0,0.07,0,1.5,-1.61,0,1.64,0,24.49,-0.21,0.03,0.07,0,24.19,-0.22,0.04,0.08,0,23.99,-0.24,0.04,0.12,0,19.89,-0.17,-0.01,0.09,0,19.59,-0.17,-0.01,0.09,0,19.39,-0.18,0,0.14,0,0,0.01,0.03,0.02,0.01,0.55,0,0,none  ,0,0,0,0,D 
SMDG,2318124+001301,349.55186,0.21699,7.87,0.12,-2.59,7.42,0,0.66,-0.08,-0.02,0.08,0,0.88,-0.01,-0.27,0.67,0,-48.32,-12.4,0,11.41,0,26.14,-0.74,0.32,0.01,0,25.6,-0.74,0.3,0.02,0,25.45,-0.93,0.46,-0.1,0,21.03,-0.97,0.46,-0.1,0,20.5,-0.98,0.46,-0.11,0,20.34,-1.12,0.6,-0.2,0,0,0.04,0.14,0.1,0.05,0.21,0,0,none  ,0,0,0,0,D 
SMDG,2318345-073148,349.64382,-7.53013,8.51,-0.4,-0.38,1.79,0,0.57,-0.06,0,0.06,0,0.55,-0.06,-0.03,0.19,0,6.08,-4.53,0,4.57,0,26.1,-0.34,0.08,0.09,0,25.48,-0.28,0.07,0.09,0,25.47,-0.56,0.23,0.03,0,20.5,-0.39,0.1,0.06,0,19.88,-0.32,0.07,0.08,0,19.87,-0.59,0.25,-0.01,0,0,0.03,0.1,0.07,0.04,0.34,0,0,none  ,0,0,0,0,D 
SMDG,2318469+002054,349.69527,0.34834,5.32,-0.31,-0.17,1.22,0,0.67,-0.06,0,0.06,0,0.86,-0.06,-0.06,0.29,0,-3.1,-5.93,0,5.94,0,24.88,-0.41,0.1,0.07,0,24.36,-0.39,0.1,0.07,0,23.97,-0.36,0.09,0.11,0,20.59,-0.32,0.04,0.08,0,20.06,-0.3,0.04,0.09,0,19.67,-0.26,0.03,0.13,0,0,0.05,0.15,0.11,0.06,0.46,0,0,none  ,0,0,0,0,D 
SMDG,2318507-414520,349.7111,-41.75547,7.51,-0.39,-0.31,1.51,0,0.75,-0.06,-0.01,0.06,0,0.57,-0.06,-0.04,0.19,0,-8.49,-10.42,0,11.23,0,26.05,-0.35,0.08,0.09,0,25.31,-0.27,0.06,0.1,0,24.5,-0.2,0.04,0.1,0,20.44,-0.4,0.11,0.05,0,19.69,-0.31,0.07,0.07,0,18.89,-0.2,0.03,0.1,0,0,0.02,0.07,0.05,0.03,0.37,0,0,none  ,0,0,0,0,D 
SMDG,2318569+184250,349.73697,18.7138,5.53,-0.1,-0.77,2.92,0,0.92,-0.12,0.02,0.12,0,0.78,-0.05,-0.11,0.46,0,56.4,-44.56,0,43.13,0,25.78,-0.56,0.19,0.05,0,25.22,-0.51,0.18,0.06,0,24.73,-0.44,0.15,0.07,0,20.91,-0.67,0.2,0.01,0,20.35,-0.62,0.17,0.01,0,19.86,-0.48,0.14,0.06,0,0,0.04,0.14,0.1,0.05,0.37,0,0,none  ,0,0,0,0,D 
SMDG,2320037-414924,350.01549,-41.82329,9.58,-0.34,-0.46,2.15,0,0.72,-0.05,0,0.05,0,0.68,-0.05,-0.04,0.18,0,9.39,-6.23,0,6.64,0,25.7,-0.29,0.07,0.07,0,25.19,-0.29,0.07,0.08,0,24.9,-0.33,0.1,0.07,0,19.77,-0.4,0.1,0.04,0,19.25,-0.38,0.1,0.05,0,18.97,-0.41,0.14,0.04,0,0,0.02,0.06,0.04,0.02,0.43,0,0,none  ,0,0,0,0,D 
