tile,bands,u_n_valid_pixels,u_sum_pixel_values,u_sum_pixel_values_squared,u_min,u_max,u_frac_zeros,u_kurtosis,g_n_valid_pixels,g_sum_pixel_values,g_sum_pixel_values_squared,g_min,g_max,g_frac_zeros,g_kurtosis,r_n_valid_pixels,r_sum_pixel_values,r_sum_pixel_values_squared,r_min,r_max,r_frac_zeros,r_kurtosis,i_n_valid_pixels,i_sum_pixel_values,i_sum_pixel_values_squared,i_min,i_max,i_frac_zeros,i_kurtosis,z_n_valid_pixels,z_sum_pixel_values,z_sum_pixel_values_squared,z_min,z_max,z_frac_zeros,z_kurtosis
"(349, 279)",ugriz,100000000.0,202415849.38187423,3695044684882.8115,-8281.4013671875,56043.32421875,2.436e-05,45997.73082681151,100000000.0,13852544.680349447,2666332015.3419485,-50.57258987426758,1931.9654541015625,0.0,18665.463385800405,100000000.0,608461931.0612323,4130223673455.0337,-2445.81640625,14726.94140625,7.42e-06,2229.8393410602926,100000000.0,46440953884.91887,1.7283870642633116e+16,-152795.078125,688361.125,0.0,898.788413746585,100000000.0,113629406.68127482,12362801832.647139,-43.68288803100586,2235.17822265625,0.0,1546.1799966375258
"(310, 287)",ugriz,100000000.0,193987762.09530705,3229581099894.85,-4362.5009765625,59670.9296875,1.809e-05,37790.76401692817,100000000.0,11385956.54323085,1952584929.9290934,-57.135433197021484,1852.334228515625,0.0,17295.434597163774,100000000.0,1412129518.7773223,4851843352364.939,-2247.175048828125,13948.1943359375,7.13e-06,1112.5232178637737,100000000.0,56247433952.36533,2.4740722822278668e+16,-141097.21875,703250.5,0.0,876.090731002792,100000000.0,-165268450.85824057,40980088305.92653,-501.59930419921875,2630.4599609375,0.0,322.7207155939579
"(216, 280)",ugriz,100000000.0,107447894.65345892,1847846514467.4873,-499.3239440917969,53745.90234375,1.2e-06,75090.79985392577,100000000.0,3510134.7324826336,320553734.0088855,-7.923942565917969,1271.3594970703125,0.0,71475.69927477639,100000000.0,262544812.23604518,1060125288081.0159,-1762.364013671875,11548.888671875,2.817e-05,4167.037527525967,100000000.0,50437253937.64898,4.20062689069318e+16,-244865.78125,1223237.0,0.0,1698.8174773194369,100000000.0,15183162.241115455,2843470831.0105953,-23.088598251342773,2035.96875,0.0,20615.91982767722
"(235, 293)",ugriz,100000000.0,342940887.9557765,1924428704718.8525,-3804.33642578125,38570.78515625,0.04885906,37831.459402366905,100000000.0,3651186.590514363,459595563.9166161,-24.670955657958984,1551.60546875,0.0,68173.48925558013,100000000.0,219200578.85334197,1109646173764.684,-2230.497314453125,13384.466796875,4.399e-05,5420.506147050829,100000000.0,23149818882.761196,1.1749869351616288e+16,-152816.296875,681938.4375,0.00173139,2247.56763522659,100000000.0,10756483.845215177,1430866991.1812057,-47.48826599121094,2456.03515625,0.0,51822.04029464177
"(166, 279)",ugriz,100000000.0,167480871.2495604,3492212364748.1494,-8317.185546875,54678.09765625,8.84e-06,40975.5001449184,100000000.0,6098850.9079970475,778035364.3619496,-7.504084587097168,1543.3741455078125,0.0,35706.72803108835,100000000.0,446755238.9751864,2273109493190.8237,-1785.8431396484375,11721.73046875,6.86e-06,2248.0310013714957,100000000.0,67026247759.98261,6.284766085535644e+16,-331765.90625,1263018.75,0.0,1427.8844852158484,100000000.0,20137528.648716226,3461624084.9923377,-30.155391693115234,2774.338134765625,1e-08,22373.227129704806
"(345, 281)",ugriz,100000000.0,228922637.61699206,4311962242223.8193,-8058.341796875,59809.69140625,0.00037246,40688.40545249555,100000000.0,14489964.816501275,3072545232.2443523,-208.044921875,1760.7239990234375,0.0,26593.083111967793,100000000.0,694664104.1020885,3860281834809.2827,-2329.556640625,14055.3232421875,6.36e-06,1733.6019729795273,100000000.0,50159669768.98837,2.0674268762465216e+16,-135915.6875,663193.8125,0.0,911.5595616389271,100000000.0,31679715.637253243,6824079196.734343,-59.37080383300781,2369.392822265625,0.0,10424.04418102347
"(311, 288)",ugriz,100000000.0,206577110.2605567,3297839505001.2256,-8971.810546875,55656.9140625,1.604e-05,42524.07590517936,100000000.0,15199835.934430782,2837724348.844746,-63.96802520751953,1799.544677734375,0.0,15256.1717640399,100000000.0,447647777.1618304,1997933781666.2117,-2049.010009765625,11419.955078125,0.00016075,2316.831583741915,100000000.0,23815289982.266163,6829484021133066.0,-73110.671875,387978.71875,0.0,1260.0926198361944,100000000.0,33511943.40563245,9492589930.54867,-30.075632095336914,2657.390869140625,0.0,10995.15113310259
"(143, 295)",ugriz,100000000.0,796030987.8168706,4518775474323.036,-6257.11474609375,50643.90625,0.23838315,28345.00635365839,100000000.0,7482762.849916267,973409483.5472983,-10.142169952392578,1170.460205078125,0.0,21381.719783339347,100000000.0,131040807.10943949,1564416917750.97,-1783.5472412109375,10573.73046875,0.17281381,3233.3488199503895,100000000.0,83272008331.46281,8.139023869090235e+16,-293863.21875,1376711.5,0.0,1226.6108072249258,100000000.0,14027551.20337428,2259160694.358574,-143.8642578125,2045.0665283203125,1e-08,27723.93210468213
"(303, 284)",ugriz,100000000.0,114489341.91516793,1538986399864.993,-1458.663818359375,39290.98828125,4.481e-05,58615.26385426356,100000000.0,6190189.540429677,544548280.062369,-8.10548210144043,1206.41845703125,0.0,35044.81331147974,100000000.0,379875037.8270542,1584931302650.761,-2113.10400390625,11960.11328125,1.197e-05,2704.1818779113833,100000000.0,40115871834.390396,2.4683032494606184e+16,-179336.390625,1017124.5,0.0,1690.4371972969038,100000000.0,150311588379.2518,1103916524638971.2,-461.5252685546875,18394.7265625,0.0,6.414770257554036
"(135, 291)",ugriz,100000000.0,129425282.40936342,1582410929307.8467,-2147.716552734375,38720.9921875,2.259e-05,51015.777931962875,100000000.0,62951802155.4437,459832108681115.6,-400.479736328125,20033.52734375,0.0,23.20295271822978,100000000.0,274154671.44990504,1531375846100.108,-1676.6114501953125,14001.0908203125,1.243e-05,3834.188156199256,100000000.0,37768432347.52535,2.788034565937771e+16,-299133.8125,1236509.5,0.0,2186.5312518647625,100000000.0,13683663.397035886,1868288875.1796145,-62.254119873046875,1978.405517578125,0.0,30234.980510387537
"(167, 280)",ugriz,100000000.0,119799500.13832203,2032434941119.3928,-6997.8876953125,50102.28515625,5.82e-06,67822.47213831342,100000000.0,4870590.825122866,634828374.2608151,-7.484270095825195,1363.9901123046875,0.0,44904.88274971407,100000000.0,271824650.74385977,1394578460035.868,-2065.530517578125,14118.29296875,4.134e-05,4402.269148107947,100000000.0,52211893637.606766,5.682106257800443e+16,-362188.40625,1639455.375,0.0,2141.5826925532565,100000000.0,16774446.315479966,3129743794.496677,-16.739076614379883,2504.366455078125,0.0,24931.37642783038
"(159, 276)",ugriz,100000000.0,185296056.55998915,2542424737712.6094,-5954.9296875,38039.9765625,3.84e-06,28558.510068940755,100000000.0,8143917.108693114,1234119375.181681,-4.665826320648193,1314.4630126953125,0.0,20618.076590874185,100000000.0,413253105.31439286,1856464665284.2522,-1656.8011474609375,13486.1083984375,4.24e-06,2938.5782317596295,100000000.0,52671327439.0431,4.360519830807315e+16,-249277.96875,1310364.0,0.0,1671.5272895156136,100000000.0,18250448.130784024,3564425080.5444903,-29.30022621154785,2264.962158203125,0.0,22591.055178229195
"(371, 275)",ugriz,100000000.0,221801064.12751797,1993699362549.9365,-4536.435546875,60379.0546875,0.52913518,68133.29090987564,100000000.0,12972680.250636911,1740358243.0108898,-21.875356674194336,1257.012939453125,0.0,14161.331888727838,100000000.0,584427685.4900314,4815408429594.924,-2536.44189453125,14665.134765625,0.02836756,1883.4922453140496,100000000.0,91762838983.02417,7.50229128959863e+16,-275730.46875,1236768.875,0.0,970.0981747250838,100000000.0,37593742.051888965,31408788398.046394,-551.8388061523438,2502.3828125,0.0,600.8048859122848
"(222, 295)",ugriz,100000000.0,452521437.3451449,1918261419785.927,-1959.0946044921875,39116.140625,0.0155654,36482.30094749167,100000000.0,4238564.046895555,420486208.8786216,-7.417459964752197,1297.23681640625,0.0,66011.00843815385,100000000.0,272452182.84208834,1550667549845.252,-2119.912841796875,12601.130859375,5.1e-06,4610.2188433147385,100000000.0,44310056981.83743,3.1249586827925412e+16,-180915.078125,1004595.0625,0.0,1644.706357959144,100000000.0,82093356.22725064,22794662904.653126,-115.89524841308594,2419.0576171875,0.0,146.3975725529146
"(337, 282)",ugriz,100000000.0,245271009.3655333,5027448744113.855,-5240.87744140625,58561.70703125,1.257e-05,37505.480973361024,100000000.0,14112642.74722605,2417513188.564791,-23.569433212280273,1757.1781005859375,0.0,18300.92311248983,100000000.0,1113871038.366404,4692179777538.075,-2200.7607421875,13988.541015625,6.346e-05,1513.7693622423647,100000000.0,47860280842.54109,1.4006096646650192e+16,-84715.3984375,389517.28125,0.0,622.1619262026821,100000000.0,41890399.69103137,9257435849.29549,-16.303997039794922,2486.9052734375,0.0,5783.551846172544
"(128, 288)",ugriz,100000000.0,183716807.727694,2208823611175.927,-329.7623291015625,38207.12109375,0.00025923,34122.19802768799,100000000.0,9870115.147004968,1288315533.4947536,-33.41913986206055,1445.8427734375,0.0,19491.578628485575,100000000.0,608263813.6773566,2898643966076.815,-2165.259033203125,13269.564453125,6.73e-06,1910.1977382816538,100000000.0,111972688252.51573,1.2139836718277509e+17,-426110.28125,1932370.625,0.0,1142.2145469036147,100000000.0,-5684121448.985977,3969861404353.1074,-1737.1993408203125,2045.615234375,0.0,20.318068544368394
"(139, 297)",ugriz,100000000.0,783963045.3787295,3008379036561.336,-5123.12255859375,45691.09765625,0.2086538,29337.499623363103,100000000.0,6772095.2893426735,968079868.2379917,-60.91743087768555,1414.6873779296875,0.0,31133.907679231692,100000000.0,403255785.83765566,1665259192100.2256,-1678.7474365234375,10567.6669921875,0.00105149,2312.9339315564275,100000000.0,96879845891.17201,9.04287173978292e+16,-274445.0,1241691.5,0.0,991.0320981718501,100000000.0,14842232.084004842,2658295004.025472,-60.293052673339844,2126.069580078125,1e-08,23036.800332157698
"(298, 290)",ugriz,100000000.0,356003221.49761677,1729853723467.7703,-5979.16015625,43990.3203125,0.369999,44586.53641169995,100000000.0,9641740.915524216,923368228.9296556,-159.619140625,1430.969482421875,1e-08,21643.43664364286,100000000.0,589142428.3835603,3049759149346.8975,-1779.320556640625,12271.0439453125,0.00010942,2010.5222175466802,100000000.0,36666315531.37264,1.4186732851559956e+16,-107524.6015625,560644.8125,0.0,1095.2273286556167,100000000.0,74174885.28799124,4586434659.310321,-102.59469604492188,2415.143310546875,0.0,8188.38730892458
"(231, 300)",ugriz,100000000.0,506482545.35777116,3343511763210.965,-6643.2421875,41436.55859375,0.04038222,26272.040527031128,100000000.0,6415780.192443599,758002508.6016746,-163.57896423339844,1271.3797607421875,0.0,26199.153338304226,100000000.0,353024797.65806675,1670516204305.1318,-2031.279541015625,12551.2685546875,2.78e-06,3398.262725783465,100000000.0,34051413668.211452,1.962299920302169e+16,-186278.546875,1004423.0625,0.0,1858.706814294159,100000000.0,16836400.572947707,3862924365.587468,-22.246904373168945,2593.494140625,0.0,24036.340023089873
"(204, 283)",ugriz,100000000.0,107306425.29297972,1792332318171.4165,-4212.77685546875,54668.03515625,7.87e-06,83716.86901444088,100000000.0,5371717.634579709,920807494.9751431,-16.432273864746094,1410.9591064453125,0.0,45998.047477317086,100000000.0,266626146.93783665,1482198031798.068,-1899.9141845703125,13224.41796875,8.66e-06,4251.733825836006,100000000.0,40626174349.91254,2.742681043241624e+16,-170720.828125,942866.5,0.0,1695.2198470885457,100000000.0,16675623.675649509,3770486663.892604,-20.394941329956055,2038.4140625,0.0,18178.79000511703
"(223, 296)",ugriz,100000000.0,703881933.0808806,2380069437893.7773,-953.455322265625,38203.35546875,0.03875861,26974.443239830627,100000000.0,4811944.947657124,407853234.6598751,-18.489341735839844,1325.4683837890625,0.0,47251.47947277197,100000000.0,266894102.97259775,1276817819927.695,-2224.061279296875,12559.810546875,6.89e-06,4203.4486830446285,100000000.0,29341735171.756893,1.4601884478421818e+16,-143644.203125,806689.375,0.0,1792.1538452450577,100000000.0,12936056.713402526,2491004076.81833,-88.56863403320312,2382.80224609375,0.0,34581.26838843401
"(264, 297)",ugriz,100000000.0,131429205.80060738,1676104542639.6611,-4424.587890625,56526.17578125,9.828e-05,59330.19566856985,100000000.0,7939701.179738993,787145980.6944984,-10.42431926727295,840.43994140625,0.0,15981.130833877325,100000000.0,342409612.8681938,1806545442438.2373,-2138.759765625,13775.2705078125,3.65e-06,3514.469707913466,100000000.0,23639024440.621815,7952961496058855.0,-95022.21875,453435.0625,0.0,1469.7410926354848,100000000.0,17715526.088787626,3620806624.5042777,-116.90711212158203,2615.8828125,0.0,24453.725499377055
"(330, 279)",ugriz,100000000.0,160550883.11310863,2623780680394.5244,-3205.484130859375,50369.48046875,7.637e-05,54845.881680972125,100000000.0,9147630.925301408,1439249891.5772712,-23.405052185058594,1283.36181640625,0.0,22665.954336555704,100000000.0,449309786.70887154,2608185784104.7153,-1962.1334228515625,13124.876953125,3.62e-06,2493.229237989738,100000000.0,51944948928.56533,2.8326987881067956e+16,-164885.46875,784288.0,0.0,1114.8702262874801,100000000.0,81860223.39326338,139192055155.20853,-216.46621704101562,2199.961181640625,0.0,12.62310712255844
"(333, 284)",ugriz,100000000.0,231090983.6651244,3768676843475.7686,-6316.26953125,60415.6640625,1.519e-05,35670.85943888145,100000000.0,18036376.800418057,3628722703.6610236,-110.71732330322266,1780.120361328125,0.0,17078.231569344185,100000000.0,718711665.1012185,3457061564650.3315,-1792.5909423828125,11496.1123046875,0.00089459,1630.226556610023,100000000.0,54942463365.3996,2.330763656298968e+16,-150088.46875,685550.5625,0.0,850.0015377001971,100000000.0,32277095.578878812,6831132089.3875885,-21.321245193481445,2647.162353515625,0.0,11142.47397025783
"(299, 291)",ugriz,100000000.0,225281254.55005437,4186815052027.707,-1786.8558349609375,63042.23046875,1.633e-05,39901.202439140085,100000000.0,15452766.589153197,3102695827.5807185,-64.27391052246094,1987.9390869140625,2e-08,17264.887980197742,100000000.0,708856965.6221169,2516903050219.0327,-2309.309326171875,12402.1494140625,0.00063956,1811.191680722318,100000000.0,36565048058.34502,1.1921601753165578e+16,-89261.3359375,458352.46875,0.0,919.2813235949733,100000000.0,34291006.2066264,9014852547.970715,-43.559295654296875,2272.38037109375,0.0,7861.577457214868
"(131, 298)",ugriz,100000000.0,94388634.15905085,1236507677598.5132,-1272.828857421875,44684.08984375,0.00114101,90887.19053000824,100000000.0,5760543.088766382,761489418.7544761,-7.2978057861328125,1133.0216064453125,0.0,26511.188080081265,100000000.0,154045624.60753956,1385768383361.1985,-1877.7628173828125,10913.1171875,0.23448602,3404.1321433370913,100000000.0,58413898560.55896,5.137215278434456e+16,-322124.4375,1607455.5,0.0,2035.3400159881085,100000000.0,14878804.72127175,2913977856.3355784,-30.823375701904297,2151.590087890625,0.0,18711.114303409468
"(123, 294)",ugriz,100000000.0,166938021.92829838,2396443794825.322,-4078.354248046875,44057.984375,9.241e-05,44990.594953419524,100000000.0,6974704.838596663,659373194.4122655,-12.11852741241455,1227.2198486328125,0.0,32741.485826114244,100000000.0,460119710.5201131,3264433080577.798,-2249.271484375,13225.2490234375,0.01865325,2384.053638304246,100000000.0,69180467587.38887,4.629656389214356e+16,-205213.84375,978818.3125,0.0,981.004697652662,100000000.0,22690863.5196797,4645054351.546096,-41.30255126953125,4316.37060546875,0.0,22333.80929897765
"(249, 290)",ugriz,100000000.0,292672816.61497253,1161487507394.3635,-2288.668701171875,38053.3046875,0.00396723,55078.81165773937,100000000.0,5055542.9807733055,460639230.3186911,-7.646477222442627,1562.0877685546875,0.0,82832.45602438133,100000000.0,273304670.7784787,1450590918760.907,-1997.0450439453125,12825.515625,2.43e-06,4956.59661280557,100000000.0,26045400067.168327,1.452559562631173e+16,-167490.28125,793570.5625,0.0,2209.9777955234704,100000000.0,26612731.85919917,4639242996.565738,-46.903438568115234,2029.537353515625,0.0,8901.954848853797
"(268, 303)",ugriz,100000000.0,157371782.26130286,1261412071644.7158,-2399.283203125,42382.015625,0.75498281,65811.49554444967,100000000.0,12752231.95755934,1175370249.284699,-22.25930404663086,1101.6658935546875,0.0,13841.382671070653,100000000.0,999348900.2453437,5841896292148.064,-1992.3468017578125,13016.431640625,0.01684046,1001.9001678298971,100000000.0,75132630179.82353,3.3216229334446868e+16,-120464.3046875,590106.4375,0.0,598.7373343755729,100000000.0,-107506222954.67537,850761663399931.8,-20649.9375,2087.467529296875,0.0,12.25333324570206
"(260, 299)",ugriz,100000000.0,192430314.7625385,2599285680324.7437,-8140.93798828125,52350.55078125,0.00027134,36757.7449030335,100000000.0,11728813.110339025,1771056273.340662,-165.87339782714844,1210.788330078125,0.0,19469.434822163596,100000000.0,625027587.2880206,3606891587730.6206,-2088.4296875,13611.8076171875,1.528e-05,1939.4542150261566,100000000.0,53125044639.47579,2.1471231407396404e+16,-105135.015625,545175.25,0.0,775.9908422117246,100000000.0,22806126.172423773,4317881196.732106,-19.841535568237305,2791.250244140625,0.0,17517.366557329664
"(207, 293)",ugriz,100000000.0,-5483111.727791864,6983731153.75192,-1217.511962890625,11001.9169921875,0.89824915,346670.563310864,100000000.0,4497134.436409521,540253008.3386316,-21.361433029174805,1325.9407958984375,0.0,38848.13518104181,100000000.0,267358025.53368363,1035378822193.8523,-2287.699462890625,13344.5869140625,0.00052838,4647.904554063798,100000000.0,28027825767.188385,2.0943024348676344e+16,-198999.0625,1017977.0625,0.0,2709.931964818987,100000000.0,13992345.72995539,3358953984.4888196,-8.940526008605957,2262.2841796875,0.0,19455.510107949853
"(359, 278)",ugriz,100000000.0,259748773.55339953,4925412189501.41,-7935.19580078125,57617.20703125,0.00037428,35229.18799974176,100000000.0,14870344.449263992,2126485574.442289,-39.35873031616211,1530.0364990234375,0.0,14759.078641824653,100000000.0,937599036.6430081,5109559829301.315,-1861.66259765625,14141.412109375,8.925e-05,1326.0511282579346,100000000.0,79808373422.94176,4.341236946057212e+16,-166543.84375,763647.375,0.0,695.4436761038686,100000000.0,40603340.39683643,10162635764.502857,-49.18903732299805,2374.66064453125,0.0,6945.664987620346
"(218, 302)",ugriz,100000000.0,135789059.16063705,1998411852719.0225,-5826.46875,40426.64453125,9.32e-06,48966.21548082659,100000000.0,6465422.734065784,884778815.9679645,-77.87153625488281,1626.829833984375,0.0,41519.114761299796,100000000.0,402485380.8568245,2045702459143.8896,-2249.461181640625,13136.568359375,3.5e-06,3014.9904485460197,100000000.0,35296237695.61667,1.6655460383904512e+16,-127882.46875,625192.5,0.0,1362.374838899794,100000000.0,14670442.812604323,2847376311.4966288,-35.003204345703125,2383.0166015625,0.0,29617.231165957823
"(124, 295)",ugriz,100000000.0,277738536.56204367,5680774241929.242,-6301.224609375,50324.73046875,5.28e-05,20397.36801856428,100000000.0,8835119.461303148,1093985702.7054536,-16.070453643798828,1186.429443359375,0.0,19290.723692495612,100000000.0,550696777.2143514,2880799167423.442,-1905.450439453125,12120.0986328125,0.00075732,1905.483032111717,100000000.0,97235733070.99782,7.588186645577578e+16,-214529.203125,1094265.875,0.0,818.6336972990866,100000000.0,23833771.05927493,9004265052.698124,-34.0762825012207,4659.97021484375,0.0,39905.49630621114
"(325, 285)",ugriz,100000000.0,228075074.42225978,4108417746555.5557,-9238.6669921875,61843.9921875,2.84e-06,31804.93797470936,100000000.0,12825820.706343202,2355680999.092787,-15.925257682800293,2052.864501953125,0.0,20321.14550308391,100000000.0,519237367.77026784,2524389758903.3,-1926.66162109375,12670.697265625,7.02e-06,2146.5979686804926,100000000.0,37554275280.61854,1.333279935419112e+16,-122765.75,507234.96875,0.0,987.0999391736269,100000000.0,28479007.18166148,5611550102.690219,-31.507204055786133,2271.434814453125,0.0,11681.936639972753
"(295, 293)",ugriz,100000000.0,172464913.33510664,2630022308810.117,-5544.07861328125,63367.5859375,5.73e-06,56717.383526121404,100000000.0,13447131.134182531,2705027249.731431,-33.2588996887207,1929.410888671875,0.0,19111.81525842695,100000000.0,547062453.0145721,2157356979600.8318,-1907.8260498046875,12238.4892578125,6.85e-06,2095.2612985510345,100000000.0,39384616614.87081,1.4133599873079162e+16,-122165.1640625,586626.125,0.0,1053.8652563086803,100000000.0,32144687.278835528,7341445657.384536,-62.011131286621094,2285.7470703125,0.0,9603.463335235261
"(261, 300)",ugriz,100000000.0,1559302979.1856027,44473817440038.414,-8896.470703125,52854.4140625,0.33000925,4028.08453953481,100000000.0,15166666.127746975,1555430398.6423473,-23.424354553222656,843.5386962890625,0.0,5844.683554542826,100000000.0,1090667282.3859239,5515092480264.332,-2080.97216796875,13084.2568359375,3.38e-06,1286.7716201911446,100000000.0,35648377278.96282,1.0912386771095318e+16,-102089.5703125,407167.3125,0.0,879.9697422568493,100000000.0,23443697.068522092,6533313983.667153,-103.48133850097656,2663.1064453125,0.0,11551.378333778304
"(93, 307)",ugriz,100000000.0,570881093.2622559,4116083281967.3433,-6167.626953125,42512.91796875,0.03055186,20020.352128039707,100000000.0,14288170.057857994,2552125023.039766,-59.427650451660156,1312.2958984375,0.0,11957.015889263106,100000000.0,476001671.65910536,4300455256489.51,-2174.122314453125,14018.1337890625,0.22930313,1988.358975847701,100000000.0,244389861900.23077,6.066690293339085e+17,-1535585.75,5457354.5,0.0,1927.342602138092,100000000.0,250866063492.15378,4761666101889222.0,-214.70777893066406,52643.08984375,0.0,14.33916568709741
"(253, 296)",ugriz,100000000.0,186855154.1632772,3188343444693.2256,-5052.38818359375,41136.1015625,4.94e-06,31813.642112496243,100000000.0,12154103.486058217,2095073300.906163,-67.19963836669922,1546.07275390625,0.0,19394.493644213882,100000000.0,488426137.3918295,2956489956961.4844,-2349.48828125,16367.87109375,1.48e-06,2799.1252545127363,100000000.0,63728608798.60902,3.745717822490891e+16,-173595.265625,881254.25,0.0,967.7147758874828,100000000.0,-870541038.309559,1668790965015.9358,-3178.003662109375,2031.475830078125,0.0,173.67066195838083
"(219, 303)",ugriz,100000000.0,193994411.57964826,3849701553407.0996,-6562.8134765625,40579.765625,0.00144527,28019.587931775626,100000000.0,6724915.321811878,963975404.6213586,-3.5965590476989746,1352.741943359375,0.0,22060.08359313419,100000000.0,463837357.0375896,1779533690426.0068,-1414.5145263671875,9495.7138671875,0.00185765,1706.3150068905545,100000000.0,29532855562.726837,1.5317510476270488e+16,-166295.453125,740960.6875,0.0,1825.842361952985,100000000.0,15481760.713015383,3400872057.761927,-26.590078353881836,2651.008056640625,0.0,20835.372824783946
"(203, 295)",ugriz,100000000.0,101778559.54640238,1241678657569.3572,-1008.2889404296875,42859.8984375,0.00107841,79662.54528606385,100000000.0,4245483.939742808,375234174.0121603,-9.413490295410156,1114.6942138671875,0.0,50794.46124923479,100000000.0,207121703.71334717,742614833347.7098,-1183.9925537109375,7559.5703125,0.00071965,2942.380129556573,100000000.0,42528160812.423706,3.4127753501765336e+16,-241173.546875,1085270.375,0.0,1917.6825743552015,100000000.0,13632222.456105696,2880840381.3348894,-16.08913230895996,2390.748291015625,0.0,27021.445468011414
"(318, 282)",ugriz,100000000.0,160702428.35849702,2765272940405.604,-2426.0263671875,51502.79296875,0.00011678,54496.99788662038,100000000.0,11788846.711678315,1811789669.3505201,-10.642836570739746,1471.64501953125,0.0,15373.337871296619,100000000.0,666290987.1675811,3086794981110.9546,-1909.3094482421875,12663.498046875,1.366e-05,1621.3381904570697,100000000.0,60558084254.22337,2.9658610311626396e+16,-137117.375,655185.9375,0.0,818.2414124439164,100000000.0,29946314.485188924,7362768304.407938,-55.21833419799805,2475.594482421875,0.0,8467.389461326133
"(222, 308)",ugriz,100000000.0,210660304.8226371,3502217586589.366,-5107.3212890625,43686.5703125,3.36e-05,28741.530030813494,100000000.0,9284479.962072479,1305671974.1049654,-65.60762786865234,1565.4710693359375,0.0,26188.820606079847,100000000.0,744103851.6726903,2872093594727.8535,-1932.4949951171875,12581.544921875,3.16e-06,1461.6168469360116,100000000.0,58960181134.928246,2.2109320000166156e+16,-107490.390625,498393.53125,0.0,645.7742704225153,100000000.0,25869941.126846164,5294113409.960486,-27.00355339050293,2578.954833984375,0.0,11211.76351842029
"(150, 289)",ugriz,100000000.0,95057094.50960442,1049967214058.0541,-242.79689025878906,34918.015625,4.091e-05,67548.20849471673,100000000.0,5235266.665559296,750171001.7804558,-12.333797454833984,1245.162353515625,0.0,39689.12512041125,100000000.0,233404831.34165844,900368500207.1942,-1770.920654296875,13814.640625,4.748e-05,4082.189352647746,100000000.0,43035252419.87949,4.250820236714259e+16,-275073.25,1547406.125,0.0,2430.598205295415,100000000.0,12531762.653851781,2178530808.749335,-87.25337982177734,1966.254638671875,0.0,31198.48542241932
"(287, 294)",ugriz,100000000.0,151777903.58578512,2350855377569.8057,-5382.19775390625,46781.2421875,0.0002488,51495.28724897013,100000000.0,9328343.815452795,1247578016.0808105,-14.32651424407959,1351.1376953125,0.0,24232.636036645526,100000000.0,535083376.3320714,2723714988433.2886,-1776.0347900390625,11165.142578125,4.358e-05,1925.598968031106,100000000.0,38907974793.498116,1.2765242785786004e+16,-91136.984375,476115.59375,0.0,864.7614319818066,100000000.0,29079109.652337253,7563711960.228243,-25.329116821289062,2422.4765625,0.0,11180.374943368237
"(89, 309)",ugriz,100000000.0,404629675.13579094,2148458887318.02,-5398.751953125,45065.67578125,0.19215595,32759.250945651307,100000000.0,7244556.758194113,571026536.6355802,-60.030242919921875,1069.5150146484375,0.0,27273.930864680202,100000000.0,278204727.27353245,1828675039490.5889,-1223.616455078125,6964.580078125,0.45668048,1409.5228306381398,100000000.0,123698537299.16818,1.0796540733717966e+17,-264226.96875,1407719.375,0.0,732.4928750984441,100000000.0,508626119469.2336,2.4849838947562636e+16,-103.57093811035156,135350.4375,0.0,19.076363966263294
"(204, 296)",ugriz,100000000.0,227236838.78608498,1208942968437.6982,-1667.9781494140625,38045.12109375,0.0012793,62239.48301896721,100000000.0,4138570.450486362,449216949.80342996,-14.066523551940918,1539.6505126953125,0.0,83649.4653657482,100000000.0,-132861618.99661788,646523913421.6017,-1116.1552734375,7411.7646484375,0.04133479,2492.9349669590533,100000000.0,21642968123.04564,1.8409452410614508e+16,-423957.65625,1360938.75,0.0,4507.995506244258,100000000.0,13095949.691607885,3336536025.978656,-71.22306060791016,2906.91455078125,0.0,36478.815532082444
"(237, 293)",ugriz,100000000.0,281557298.86654097,1737755474669.8955,-4479.6005859375,37289.59375,0.04643662,42831.14095540501,100000000.0,5620407.422722748,578968963.8803738,-3.400313138961792,1465.847412109375,0.0,41241.756960572595,100000000.0,291072802.6859048,1353516845084.1704,-2265.536865234375,13633.1103515625,9.07e-06,5246.434126429047,100000000.0,27933298354.49815,1.3108011123611578e+16,-148629.625,666141.5,0.0,1713.2534129463031,100000000.0,1931395297.0595686,134811670267.67903,-135.4651336669922,788.932373046875,0.0,3.9245461621582374
"(256, 306)",ugriz,100000000.0,296297787.3541509,2833567589159.9346,-6607.27880859375,45722.32421875,0.39540971,35847.771199548355,100000000.0,-53668839724.668945,156043526521030.16,-7238.6201171875,1714.8731689453125,0.0,7.336824788252152,100000000.0,618202620.7404966,4035978475291.9873,-1744.316650390625,10378.6435546875,0.04136094,1277.6048944668657,100000000.0,73092126858.42299,4.114937097561252e+16,-292777.875,1146008.375,0.0,1000.715734714963,100000000.0,-31160496785.234463,140674571678541.72,-14886.8857421875,2398.441650390625,0.0,43.011622535510654
