tile,bands,u_n_valid_pixels,u_sum_pixel_values,u_sum_pixel_values_squared,u_min,u_max,u_frac_zeros,u_kurtosis,g_n_valid_pixels,g_sum_pixel_values,g_sum_pixel_values_squared,g_min,g_max,g_frac_zeros,g_kurtosis,r_n_valid_pixels,r_sum_pixel_values,r_sum_pixel_values_squared,r_min,r_max,r_frac_zeros,r_kurtosis,i_n_valid_pixels,i_sum_pixel_values,i_sum_pixel_values_squared,i_min,i_max,i_frac_zeros,i_kurtosis,z_n_valid_pixels,z_sum_pixel_values,z_sum_pixel_values_squared,z_min,z_max,z_frac_zeros,z_kurtosis
"(135, 290)",ugriz,100000000.0,208667356.48994806,3489015721417.4224,-5947.9287109375,39496.859375,8.79e-06,24880.503365355456,100000000.0,7074539.553990502,952015843.2328482,-99.302734375,1342.598388671875,0.0,32159.964495235312,100000000.0,663874364.1035026,3011603994071.991,-1724.04345703125,10638.16796875,1.271e-05,1512.3342953971564,100000000.0,60358529646.65874,3.876387621793124e+16,-177936.671875,893991.5625,0.0,1087.0642711492894,100000000.0,16834144.929106243,2659527261.5762277,-195.9019775390625,2013.633544921875,0.0,20438.16716387754
"(336, 280)",ugriz,100000000.0,178363225.76724458,3363261960842.564,-3688.332763671875,54502.19140625,6.07e-06,53318.120797781616,100000000.0,12737911.254097566,2521129127.5962195,-37.56889343261719,1858.92431640625,0.0,24470.935453472448,100000000.0,485667694.1987028,2965241560856.8584,-2584.823974609375,14403.392578125,5.78e-06,2588.7943948121497,100000000.0,35927682963.42896,1.2729540856869562e+16,-98917.046875,489718.03125,0.0,1021.5707524120453,100000000.0,33145381.418182068,6815762613.518796,-50.7889289855957,2767.765869140625,0.0,10527.08339082381
"(302, 287)",ugriz,100000000.0,95170995.54348955,1025763843611.4362,-490.7459716796875,48472.03515625,4.644e-05,118624.2900653479,100000000.0,5743359.505954898,652839387.3861834,-35.422767639160156,1237.5006103515625,0.0,33285.719852347895,100000000.0,355608541.4231958,1895804202272.9458,-1869.3370361328125,12532.4697265625,3.84e-06,3467.60177073259,100000000.0,53403839192.96307,3.5014343550696064e+16,-216312.5,888912.5,0.0,1264.4617955191,100000000.0,200207866.65373662,80543603295.54062,-260.7094421386719,2114.86279296875,0.0,26.00125213696579
"(371, 274)",ugriz,100000000.0,257011518.21507445,4390676110421.6025,-6247.8984375,57943.8828125,1.06e-05,25706.9246011253,100000000.0,16364893.536562916,2228973335.6287026,-44.819759368896484,1521.407470703125,0.0,12535.69253720645,100000000.0,778635826.42592,3516475779175.5894,-2398.64306640625,13993.888671875,0.00010726,1520.1725016272267,100000000.0,57403356249.27645,2.430852841551164e+16,-127901.5859375,618621.625,1e-08,758.9109592333567,100000000.0,35179665.95322774,6903425476.939403,-98.7681884765625,2368.311767578125,0.0,9520.207753384722
"(203, 281)",ugriz,100000000.0,153738911.22126922,3027114721502.3823,-7804.69140625,52885.5703125,0.00037533,34081.436988330635,100000000.0,7002701.63383147,1033881812.9180202,-15.396941184997559,1663.5322265625,2e-08,35443.87761406375,100000000.0,317022585.3623037,1962064949846.5535,-2222.618408203125,12598.5458984375,1.532e-05,3680.311109173265,100000000.0,43640675122.13841,2.6363644511808624e+16,-145701.5625,854816.8125,0.0,1404.1963219271322,100000000.0,14342515.410278771,2792721127.7798686,-28.631301879882812,2403.479248046875,0.0,25451.355590627
"(337, 281)",ugriz,100000000.0,156656552.2208675,2349250597480.579,-1425.057861328125,51433.38671875,4.209e-05,67092.2171032772,100000000.0,11892416.52694251,2232122726.002028,-10.381656646728516,2044.877197265625,0.0,24218.840407870735,100000000.0,410029670.1765087,2296733119965.063,-2419.704345703125,14108.7333984375,1e-05,3085.44408903444,100000000.0,27503597346.182384,1.0833609786968146e+16,-112198.671875,587062.3125,0.0,1571.327178853435,100000000.0,37105206.24031471,7660014879.798829,-50.68162536621094,2263.167724609375,0.0,7454.0949327383805
"(161, 284)",ugriz,100000000.0,116501626.87490515,1436519740364.4062,-1150.185546875,41567.640625,0.00056207,60535.70047873459,100000000.0,5215322.953223509,590612481.3182313,-12.236907005310059,1246.997314453125,0.0,36550.410541086574,100000000.0,315303964.48263305,2008601630684.8584,-1904.0457763671875,12588.556640625,0.01856306,3468.475069016107,100000000.0,58505291334.84369,6.0587033699285704e+16,-351535.75,1473435.625,0.0,1829.3741120297632,100000000.0,14409098.621646855,2283559713.5161734,-28.75843048095703,2784.105712890625,0.0,27407.4219563498
"(287, 280)",ugriz,100000000.0,105730664.76967175,1363687739309.325,-4024.579833984375,36051.3671875,0.00011673,55040.35183522028,100000000.0,5626407.6941870125,645825582.7340171,-19.67820167541504,1228.701416015625,1e-08,36999.7894145222,100000000.0,227697608.37813696,1058433464478.7721,-1787.4366455078125,14109.634765625,1.504e-05,5415.600527406478,100000000.0,24199884852.28723,1.2779757913104646e+16,-150405.96875,755213.875,0.0,2237.2322923735464,100000000.0,104348080.97849542,63669667697.41021,-176.28314208984375,2406.39404296875,0.0,85.28481082264824
"(306, 293)",ugriz,100000000.0,268449384.9072984,4278898668174.976,-2408.151611328125,58670.765625,0.00036237,33780.72490368177,100000000.0,17928370.814014208,3735912939.1110144,-31.204036712646484,2005.3521728515625,0.0,13762.210717537,100000000.0,759088584.919814,3919847134668.384,-1701.2677001953125,11940.2431640625,6.14e-06,1379.2221568178995,100000000.0,71163368077.8884,2.954805713850439e+16,-135688.171875,583764.625,0.00436848,598.0914317842278,100000000.0,35404984.88946028,7410443189.796396,-76.36188507080078,2505.563720703125,0.0,9474.611736670095
"(298, 289)",ugriz,100000000.0,777717166.5651037,20575908915553.625,-6422.48486328125,51272.875,0.00011397,5985.028000848518,100000000.0,11787133.997776467,1731409378.3179722,-83.83153533935547,951.4100952148438,0.0,6430.669169156596,100000000.0,1316609758.0834079,3826434312181.3677,-2193.65087890625,13218.9052734375,1.301e-05,998.9314673757773,100000000.0,46706348850.51992,2.174375436728434e+16,-146294.34375,662647.6875,0.0,1019.4690738715366,100000000.0,-24500307568.427795,124866671213333.6,-13624.9287109375,2318.520263671875,0.0,42.31084722690947
"(130, 333)",ugriz,100000000.0,30634747.64490763,1212703652536.931,-161.69386291503906,48019.453125,0.67458672,108727.95844909205,100000000.0,12860367.233248306,2259965881.880557,-20.346054077148438,1856.2183837890625,0.0,20745.79324332761,100000000.0,359882743.1174424,2276764410791.765,-1497.94970703125,6716.490234375,0.02135982,953.8923997019323,100000000.0,58307154823.919846,2.6016872080592904e+16,-154169.484375,905994.375,0.0,846.3018791175423,100000000.0,70584756.06828311,13261103668.396345,-42.737449645996094,2621.59130859375,0.0,5051.858371548115
"(204, 282)",ugriz,100000000.0,89141985.50296278,1142313067841.3662,-1530.3380126953125,45747.6328125,5.29e-06,107072.75702156975,100000000.0,4269014.490607429,556406097.060527,-10.00538444519043,1140.222412109375,0.0,50223.65004804237,100000000.0,150780256.65627256,681675597076.1294,-2249.140625,13788.1923828125,3.55e-06,6424.603151454791,100000000.0,16590397704.346926,1.2395162724021194e+16,-235278.96875,1041419.9375,0.0,4687.533281490497,100000000.0,12605046.401986286,2150830357.7315516,-39.252193450927734,2091.67626953125,0.0,29352.3285699972
"(264, 296)",ugriz,100000000.0,284914572.87413746,5849129583659.745,-5522.0791015625,41788.16796875,0.00014318,17650.129708843848,100000000.0,10738577.264738156,2067487592.564733,-19.539749145507812,2080.859375,0.0,28691.75872759782,100000000.0,556911379.5546457,2161440314258.9895,-2634.31591796875,16064.5615234375,7.65e-06,1844.660220641296,100000000.0,45143875726.57324,1.8377685279327468e+16,-128198.6796875,611791.9375,0.0,944.0165155433938,100000000.0,20959231.56056977,3751888519.7681055,-32.212581634521484,2365.337890625,0.0,19275.916523654403
"(248, 288)",ugriz,100000000.0,104551780.20765923,927911853048.7594,-1075.491943359375,35468.93359375,0.00043677,77476.23274405036,100000000.0,5030157.654457319,487836297.11042607,-4.372252941131592,1228.118408203125,0.0,42616.74207744349,100000000.0,279072727.8604917,1639278043382.235,-2076.396728515625,14446.7587890625,1.828e-05,5271.702351776306,100000000.0,39293852533.331566,2.868035673943798e+16,-235461.3125,1098564.5,0.0,1982.884730038456,100000000.0,-89263772.68566625,13469397656.290573,-215.2635040283203,2171.312255859375,0.0,594.2347776321999
"(154, 281)",ugriz,100000000.0,142541937.79564875,1812678628094.986,-3924.03466796875,49179.13671875,1.034e-05,56975.36704525421,100000000.0,4746972.015472404,492139131.7097979,-9.510896682739258,1217.894287109375,0.0,56113.590568311796,100000000.0,448723670.0988282,2244260204078.9263,-1608.6346435546875,14606.9111328125,2.731e-05,2387.7498437033537,100000000.0,66123840098.14228,6.701986216879356e+16,-349072.09375,1701249.5,0.0,1737.3184916291718,100000000.0,-235493469.27021268,93983201640.21587,-633.0424194335938,2264.35693359375,0.0,87.0765597258095
"(146, 277)",ugriz,100000000.0,221448988.09336078,3013618418555.9243,-8818.935546875,54054.12890625,0.00048563,32796.23331933346,100000000.0,8056874.62966509,831772373.2350365,-58.84922790527344,1288.694091796875,0.0,31352.4867094973,100000000.0,280572109.09885585,3259771237560.2534,-2365.428466796875,14026.4052734375,0.07172027,2606.3347152734796,100000000.0,96725962682.87338,9.800433824607864e+16,-275146.1875,1399944.0,0.01635758,1063.3321489462053,100000000.0,-82276949803.46954,142199938220068.44,-4089.353515625,1476.2340087890625,0.0,0.810479167360513
"(131, 297)",ugriz,100000000.0,115657447.1632353,1243305572746.0088,-77.83929443359375,40106.95703125,8.28e-06,72501.21646659462,100000000.0,7401864.435203735,1670946374.9675188,-33.595584869384766,1711.82177734375,0.0,33034.11239477366,100000000.0,230766202.49913406,1314146097361.4348,-1774.3179931640625,13461.2275390625,0.01984473,3962.017619736348,100000000.0,47227705038.32846,3.951696644209793e+16,-213276.140625,1191736.25,0.0,1817.231555693587,100000000.0,17749151.113401476,2961407956.055227,-10.505661010742188,2096.656494140625,0.0,19195.928612925807
"(123, 293)",ugriz,100000000.0,218902138.83588487,3257591502165.268,-1357.95751953125,46935.625,3.85e-06,31107.46918549914,100000000.0,9161535.048213035,847939420.2547183,-26.292516708374023,1485.51708984375,0.0,25862.16897913913,100000000.0,804678153.5885868,3386051703327.9185,-1752.6351318359375,13056.623046875,0.00041381,1518.366826853182,100000000.0,83586714614.77298,5.023412312232363e+16,-178941.8125,898941.1875,0.00424423,736.9536514533955,100000000.0,27131458.48690832,5517664500.3262205,-56.57992172241211,2170.56689453125,0.0,10765.4054053602
"(324, 283)",ugriz,100000000.0,165249693.46010596,3058481023412.5825,-8009.88037109375,61754.953125,0.00039307,52317.418467974494,100000000.0,8684078.369234018,1413232119.4517698,-17.56226348876953,1524.256103515625,0.0,29614.081060799905,100000000.0,424097079.1905517,1848568103792.1934,-2454.3564453125,13572.837890625,2.022e-05,2887.2704240719668,100000000.0,32160750273.64932,1.365436391746431e+16,-134616.3125,730532.375,0.0,1432.1822003408902,100000000.0,113174243.86593845,18716045272.70139,-131.4500274658203,2355.30517578125,0.0,908.3274430170279
"(249, 289)",ugriz,100000000.0,206881037.82588875,3645300150176.3584,-6626.412109375,39859.4375,0.00036796,24305.010078450672,100000000.0,8333916.331109452,1177605885.894366,-95.8849868774414,1195.3892822265625,0.0,16699.850082274657,100000000.0,535780876.8480733,2807021906668.33,-1985.4935302734375,13938.443359375,8.14e-06,2370.7967092581707,100000000.0,51262184514.26484,2.8144252424660036e+16,-158288.9375,849303.5,0.0,1086.5786446539103,100000000.0,203263349.54751116,31007748434.685272,-51.705894470214844,2024.5054931640625,0.0,274.0389514996374
"(260, 298)",ugriz,100000000.0,205663138.32619867,3511128682469.9434,-5620.5791015625,54808.0859375,2.799e-05,41754.257029055276,100000000.0,9521261.592591401,785381048.7689382,-13.242318153381348,1409.6427001953125,0.0,18457.916441853093,100000000.0,430200633.7571799,2057804677742.2117,-1962.0635986328125,14348.3994140625,0.00013543,2646.0274459952043,100000000.0,33663886572.252396,1.2552413084171024e+16,-106608.875,534863.625,0.0,1147.2243052753379,100000000.0,20191330.06201163,3763123622.3047247,-24.061967849731445,2465.98291015625,0.0,22462.334468888508
"(199, 288)",ugriz,100000000.0,103927978.87882915,1424145449505.9077,-1207.698486328125,47422.375,3.924e-05,83749.67008039323,100000000.0,5864806.682600887,849575810.2277757,-12.575518608093262,1562.6444091796875,0.0,47548.66286000784,100000000.0,170174229.6554142,1030004263331.9326,-2062.21826171875,12619.078125,0.00078147,4782.475914844101,100000000.0,39209081586.89855,3.632970635529634e+16,-226644.40625,1307003.125,0.0,2449.6475142871445,100000000.0,12665303.49040794,2459405541.922208,-21.97018051147461,2258.0302734375,0.0,36388.187738125234
"(359, 277)",ugriz,100000000.0,607623217.8031723,18827165727304.95,-8142.78173828125,59340.15234375,0.00033511,10847.095893275055,100000000.0,21182487.061023388,3977422429.973007,-66.3366928100586,1686.8238525390625,0.0,10259.393112371703,100000000.0,1319059207.4770017,8139858879871.781,-2638.0087890625,13981.912109375,0.00037495,994.387615657881,100000000.0,69849825889.64249,2.458873291677475e+16,-113906.125,547281.3125,0.0,527.2919419698907,100000000.0,35117970.00543118,7403953314.562901,-67.77318572998047,2397.300537109375,0.0,9273.179220004155
"(218, 301)",ugriz,100000000.0,97553999.92239508,1347852566308.7773,-4824.08984375,40999.41796875,4.288e-05,67027.94692259238,100000000.0,4738301.32349685,518690498.5509454,-6.20103120803833,1338.965087890625,0.0,54145.73978038748,100000000.0,209631234.4565916,788440783185.4657,-1920.461669921875,12185.3505859375,4.34e-06,5736.1169030657065,100000000.0,17961347063.047096,8318175759825458.0,-133364.1875,739091.875,0.0,2796.111373422327,100000000.0,14196812.333467942,2699032582.5426807,-76.53175354003906,2202.271484375,0.0,26828.523378636513
"(124, 294)",ugriz,100000000.0,201101342.71537372,3130994650755.1523,-4126.5546875,48064.43359375,8.242e-05,36718.16494947971,100000000.0,7691034.360203772,836308726.751643,-6.860952854156494,1371.9915771484375,0.0,30447.45349802222,100000000.0,733428720.1096332,5698217304654.65,-2076.899169921875,13330.6767578125,0.04610584,1431.3539317740847,100000000.0,74682511312.5549,4.625973104602253e+16,-181254.375,955016.3125,0.0,861.0117277905878,100000000.0,25961998.286606517,8012223097.727827,-38.90871047973633,4810.943359375,1e-08,26445.409174979482
"(325, 284)",ugriz,100000000.0,179249042.144329,2934603631119.35,-9401.55859375,64008.4453125,1.714e-05,50675.19209494045,100000000.0,12200508.322389485,2148708379.3898396,-51.06123352050781,1768.148193359375,0.0,19666.180646484365,100000000.0,538273060.1372511,2050545840942.0652,-1885.1016845703125,11722.005859375,8.75e-06,2387.8687375952613,100000000.0,28009397280.797665,9422276718989214.0,-91049.921875,504458.53125,0.0,1247.5183970642881,100000000.0,-210168442.1052084,79450281319.19229,-920.4608154296875,2585.372802734375,0.0,408.01986414245266
"(317, 280)",ugriz,100000000.0,158485464.5512659,2606381432133.978,-8307.146484375,53680.19921875,2.325e-05,59686.86070040148,100000000.0,7337578.223734147,797571424.2433683,-26.977907180786133,1177.89306640625,0.0,23054.58547389057,100000000.0,306344688.49938744,1732097487094.094,-2059.465087890625,13712.3447265625,4.49e-06,4489.067699881622,100000000.0,29463172560.32322,1.5372729837940182e+16,-134454.78125,692499.875,0.0,1818.7468571279333,100000000.0,36365461.8265562,7151618701.857154,-107.57233428955078,2417.496337890625,0.0,8564.504514961669
"(127, 299)",ugriz,100000000.0,107852534.58172911,1371293809957.9172,-3733.715576171875,49787.62890625,8.68e-05,70601.23110111288,100000000.0,6139746.97555869,840439572.4709827,-6.885249614715576,1391.0960693359375,0.0,33332.05564705139,100000000.0,597608.3063480335,14617832728.916014,-590.5045166015625,4848.76220703125,0.98406134,97594.63695163147,100000000.0,31503007133.49986,2.004472186461465e+16,-174135.765625,848336.75,0.0,2073.5495371693114,100000000.0,17089709.446374025,2598544261.157733,-36.74412536621094,2122.08203125,0.0,15918.386533356612
"(275, 283)",ugriz,100000000.0,97810505.32982087,1286107206331.438,-669.3316650390625,34167.203125,1.99e-06,60132.02583054029,100000000.0,4679154.651471797,475991621.6794089,-14.455666542053223,1807.8577880859375,0.0,73519.51087695142,100000000.0,245730280.7409917,1231148507032.4036,-1678.782470703125,10272.384765625,8.2e-06,4326.968258892011,100000000.0,37368771839.293564,2.3355071447166172e+16,-203601.953125,858913.3125,0.0,1716.5497456412409,100000000.0,-716386424.2222955,1147043032728.3962,-2987.04345703125,2275.34765625,0.0,300.18322762428403
"(294, 296)",ugriz,100000000.0,242500879.371524,3271106287543.83,-1949.802001953125,42427.1328125,0.00026746,27336.617037936612,100000000.0,17302134.41401292,3440015418.211728,-35.38908767700195,1988.93798828125,0.0,13784.500674481747,100000000.0,783279306.3614961,3879641076493.9707,-1641.936767578125,12409.490234375,0.00029676,1259.0248428011841,100000000.0,78276258148.6082,4.50790443010007e+16,-168489.421875,997028.125,0.0,775.1249803056609,100000000.0,34913065.1540726,7382356234.333879,-75.61553192138672,2446.9375,0.0,10383.44623666074
"(200, 289)",ugriz,100000000.0,165316334.8457613,3388772834332.0425,-7657.56103515625,55248.9140625,6.77e-06,41132.4143526281,100000000.0,7701379.635518286,1155987581.8891766,-39.18286895751953,1568.7486572265625,0.0,17778.15599056862,100000000.0,-5264079.092262682,551956959.9066379,-114.49736022949219,4405.5927734375,0.99846486,331998.5407549009,100000000.0,71215661715.25658,6.817776776910243e+16,-277909.78125,1396772.5,0.0,1429.3682493032745,100000000.0,19783657.580595616,4876182176.562563,-13.921843528747559,2160.165283203125,0.0,11096.591220292446
"(286, 292)",ugriz,100000000.0,636699020.4223381,3128377070301.2324,-6637.77783203125,50647.7109375,0.01767603,27443.244762361686,100000000.0,10661050.58909817,1288511188.1387923,-30.890323638916016,1023.44140625,1e-08,10860.644275709461,100000000.0,534370464.44186974,3015669774169.3223,-2080.416748046875,12304.69921875,5.64e-06,2144.9624517546767,100000000.0,43795807440.043175,1.7643130018783438e+16,-115260.28125,572042.5,0.0,939.3225385400239,100000000.0,24971193.287302624,5523965024.719318,-54.62956237792969,2171.5517578125,0.0,12768.842975207768
"(252, 299)",ugriz,100000000.0,137745721.6615929,1997497030958.8916,-4977.091796875,48146.37109375,4.47e-06,54610.393732948025,100000000.0,7400624.45078053,1150521726.430303,-149.5746612548828,1558.89501953125,0.0,46108.10247683606,100000000.0,435900740.67566323,2397292497375.196,-1866.363037109375,11959.4736328125,5.402e-05,2612.35569533217,100000000.0,28078104008.444847,1.06254008590886e+16,-89822.59375,495942.5625,0.0,1386.1676557184705,100000000.0,17291877.597672254,3729266244.1644454,-14.272320747375488,2815.097900390625,0.0,23689.904297813307
"(203, 294)",ugriz,100000000.0,409675494.0600531,1706774461296.7776,-6895.26171875,47730.74609375,0.51322716,53504.674531837845,100000000.0,6752413.419504516,925711089.8699027,-42.34633255004883,1224.37060546875,0.0,21462.792420782574,100000000.0,764076421.9377056,2913708108818.029,-2548.471923828125,12883.703125,0.00065486,1807.26092031448,100000000.0,69886984250.81717,5.270220299495145e+16,-265279.6875,1030114.625,0.0,1093.0784323617252,100000000.0,33133439.915702824,12452762827.925175,-22.076032638549805,2334.959716796875,0.0,5387.347535257286
"(244, 295)",ugriz,100000000.0,397513438.1796028,1622375816944.6055,-5564.19140625,38733.52734375,0.24658398,38754.8928919378,100000000.0,5400659.973901629,606554893.7270007,-11.109658241271973,1274.9439697265625,0.0,40454.684935625606,100000000.0,381215627.6578549,1206590200427.5708,-2101.969970703125,13998.0654296875,5.21e-06,3129.2486646855737,100000000.0,41954953582.29925,2.2441183128567164e+16,-148633.4375,700173.1875,1e-08,1297.2394761790104,100000000.0,-104822739323.84111,360849564045612.94,-8778.0458984375,1966.131103515625,0.0,3.5295334527175912
"(318, 281)",ugriz,100000000.0,146777204.51334512,2272340023497.856,-497.12225341796875,50708.11328125,0.00013514,63615.50503829911,100000000.0,7446228.496676669,873189572.3994111,-21.6929931640625,1306.8111572265625,0.0,24463.834950088803,100000000.0,317255542.1659638,1777561843251.7654,-1929.8563232421875,13302.9697265625,2.931e-05,3773.6189120234235,100000000.0,37294829724.95883,1.876203343471876e+16,-129182.1328125,697103.25,0.0,1384.7065884825845,100000000.0,21941013.984822616,3576976768.079995,-39.482749938964844,2045.7645263671875,0.0,12937.161157561603
"(150, 288)",ugriz,100000000.0,513267274.5826241,12136391650179.367,-6298.998046875,42293.69921875,4.92e-06,8350.173967896977,100000000.0,15173165.34084311,2416789427.764749,-6.804227828979492,1180.0960693359375,0.0,6526.283925377877,100000000.0,909909151.3440361,3692615411591.805,-1935.2305908203125,13450.724609375,0.00014081,1217.7124951946762,100000000.0,129770454840.63594,1.060854515913529e+17,-296069.3125,1345157.875,0.0,662.2942264290784,100000000.0,23553501.16821855,3925443939.259613,-40.102413177490234,1915.98193359375,1e-08,8628.753059035142
"(351, 278)",ugriz,100000000.0,195645204.59628585,3522210416776.4053,-2630.58251953125,52371.59375,5.659e-05,49119.4458604636,100000000.0,15164384.45758898,3158058524.51497,-17.98335075378418,1895.086181640625,0.0,16333.083318537756,100000000.0,866261831.5233543,5620515560518.161,-2440.802001953125,14182.91015625,1.55e-05,1721.8417414831654,100000000.0,43365550197.957405,1.3454984331139752e+16,-94207.4921875,495261.875,0.0,773.8556202166204,100000000.0,-43331542463719.96,9.90093990119463e+19,-6330975.0,16937.431640625,0.0,8.998256045159955
"(276, 284)",ugriz,100000000.0,105183216.01198873,1575640508814.5872,-5859.6044921875,40174.09765625,1.146e-05,53283.21655607213,100000000.0,5812860.852991763,716544982.5326259,-18.7304630279541,1388.7633056640625,0.0,38783.29400755856,100000000.0,207369817.38306683,1011944522090.2592,-1782.8946533203125,10730.0263671875,4.8e-06,4615.313690209666,100000000.0,21228079154.685272,1.0089029535323846e+16,-126572.1640625,749278.875,0.0,2410.4315663006264,100000000.0,-2298590.551059521,4317798292.632978,-98.72127532958984,2413.728515625,0.0,9773.538260320967
"(172, 306)",ugriz,100000000.0,174586117.7612967,624833265001.9763,-6417.46142578125,38359.71875,0.39212595,84264.85501247119,100000000.0,3524548.6435742415,378936992.01308036,-16.249374389648438,1609.309814453125,0.0,110020.88778122337,100000000.0,-6208716.569890376,135397757287.83711,-2054.978271484375,12335.0615234375,0.94493505,76954.03602698201,100000000.0,15215715454.417433,9348861331832586.0,-151623.71875,854033.1875,0.0,4313.066605835519,100000000.0,-68976486544.3687,439120909049055.4,-18311.994140625,2541.37890625,0.0,19.87839896198245
"(287, 293)",ugriz,100000000.0,142458497.34515166,2146375584216.2493,-3689.39794921875,48954.42578125,1.038e-05,53885.89875088588,100000000.0,6560039.485708281,646055597.1879406,-52.69662857055664,1298.396728515625,1e-08,33390.06380536457,100000000.0,381211629.723974,1653053490861.0537,-2171.63134765625,13102.8935546875,5.3e-06,2659.9247302299254,100000000.0,28403050265.30758,1.1432730341529896e+16,-121278.625,548765.625,0.0,1468.4710931291052,100000000.0,23411574.92354478,5608937423.240943,-9.78452205657959,2251.7880859375,0.0,13238.226346332815
"(226, 283)",ugriz,100000000.0,510084086.9212181,2416023546539.8906,-10104.1025390625,53488.44140625,0.21749209,50638.8585952149,100000000.0,4174194.2052470464,300756744.1659615,-26.391260147094727,1130.215087890625,1e-08,59775.1237738879,100000000.0,-31308600.459610093,39144463069.7223,-747.8610229492188,12976.197265625,0.88301385,183212.38468308627,100000000.0,24383966333.410873,1.9815770164063884e+16,-267286.75,1077573.875,0.0,3406.331755664416,100000000.0,15062303.380055012,2478408329.5726357,-54.500282287597656,2188.423828125,0.0,23193.24043039989
"(237, 292)",ugriz,100000000.0,620040567.7725786,2084389598216.0017,-6077.5693359375,42079.65625,0.04389605,31087.182968776688,100000000.0,4923422.425434164,683072236.867191,-64.5872802734375,1444.446044921875,0.0,52055.4342149521,100000000.0,262883784.32119703,1594123027775.1863,-1908.185791015625,13598.0810546875,7.45e-06,4718.127263893401,100000000.0,25366690221.224167,1.3347193819972976e+16,-130850.7109375,671320.625,1e-08,2116.922134745505,100000000.0,15170200.339183554,3531922859.066853,-46.90663528442383,2220.317626953125,0.0,20626.16871320635
"(256, 305)",ugriz,100000000.0,257483434.28839296,4335351009451.8013,-6475.244140625,45123.30859375,9.967e-05,24439.170404720866,100000000.0,18379536.912428018,4576493356.917499,-123.8014144897461,1781.585693359375,0.0,13734.618083192845,100000000.0,763493781.707168,4170551567525.846,-2173.998291015625,12710.96875,0.00032935,1308.2114893426647,100000000.0,50425125425.04409,1.7165056248054328e+16,-105519.6796875,593201.125,0.0,727.4043871281899,100000000.0,37839913.720958,8938564216.942379,-25.317657470703125,2351.562255859375,0.0,7998.020090580802
"(248, 301)",ugriz,100000000.0,89351947.65084517,775668901794.0254,-600.2493286132812,34740.62890625,4.38e-05,85931.65059144975,100000000.0,5724078.396834515,610565888.3999602,-53.22084045410156,1098.6951904296875,0.0,33761.62502018715,100000000.0,225903699.29148406,999362777355.4487,-1636.9149169921875,10095.892578125,1.55e-05,4396.295167200136,100000000.0,11504869183.404633,3523381131106354.5,-91264.125,506694.5625,0.0,2849.7221218291634,100000000.0,15386426.737375919,3246492727.3217587,-36.76349639892578,2523.6943359375,0.0,28806.420849685594
"(146, 290)",ugriz,100000000.0,139703784.29023018,1879491072770.6807,-1894.2098388671875,42358.8046875,2.23e-06,43577.01920353185,100000000.0,8777467.01868456,1378334913.7209346,-20.311660766601562,1221.3270263671875,0.0,18209.470915128924,100000000.0,478830354.60972935,1987711197056.437,-2326.448486328125,13921.783203125,8.87e-06,2238.168913081768,100000000.0,88055440893.71307,7.779839609697238e+16,-250310.40625,1243181.25,0.0,1026.5132042986259,100000000.0,17711111.50785468,2832796386.2755866,-28.91595458984375,1982.6787109375,0.0,19496.4630451823
"(214, 308)",ugriz,100000000.0,96014871.86653137,1123742037882.3186,-446.1722412109375,38204.58984375,1.81e-06,76326.39138482817,100000000.0,7184762.362063321,993591275.9757019,-41.17850112915039,1093.283203125,0.0,21332.626761299194,100000000.0,227689519.9425532,945894727101.1194,-1839.89697265625,10328.1201171875,8.52e-06,4011.6510496583924,100000000.0,21340979841.164692,9691189177844960.0,-105263.2734375,595909.5625,0.0,2199.287379688861,100000000.0,16836864.95815277,3260787926.5134525,-34.63377380371094,2691.402099609375,0.0,24784.84913281595
"(206, 304)",ugriz,100000000.0,110457799.63012227,1326828977541.9714,-1080.9866943359375,37292.36328125,0.00090879,65055.31204536636,100000000.0,4355037.991353229,438313305.827575,-8.749961853027344,1498.073486328125,0.0,81303.64411939589,100000000.0,237792997.54944935,1148552847924.6433,-2074.221923828125,12522.234375,1.131e-05,4868.504516797674,100000000.0,23863786562.977215,1.1721128024151014e+16,-118879.296875,639387.25,0.0,2127.6462263029944,100000000.0,13904736.94739249,2907955724.1048536,-31.208404541015625,2512.767578125,0.0,27256.56283176917
"(112, 297)",ugriz,100000000.0,285657053.43437237,3113380020886.061,-6154.68115234375,40680.078125,0.0114361,26369.581494710917,100000000.0,9645027.107770694,811818335.4906667,-18.070186614990234,1397.4764404296875,0.0,22146.882175715782,100000000.0,116745396.11580794,2247153597586.4263,-2530.597412109375,15116.318359375,0.32084008,4460.809215546873,100000000.0,51549287668.91284,3.162656817840678e+16,-176597.0625,853753.75,0.0,1225.6296635716024,100000000.0,27247868.20890731,7323328753.305235,-125.95653533935547,2867.246826171875,0.0,13292.544039009517
"(313, 287)",ugriz,100000000.0,158083625.4312125,1937700076132.5137,-894.48291015625,51927.3359375,1.086e-05,56659.42962549185,100000000.0,13639663.927605556,2542627331.146124,-16.366403579711914,1782.48046875,0.0,15723.344408809435,100000000.0,420531564.3396583,1732147216885.9033,-1478.61328125,10934.3408203125,4.33e-06,2789.6273115410104,100000000.0,23374365083.557068,8422640910887000.0,-93464.546875,513067.875,0.0,1607.6663108590394,100000000.0,-55707406.9516711,21236489653.1948,-312.7005310058594,2229.16943359375,0.0,1633.7175303105464
